"Date","Price","Open","High","Low","Change %"
"Apr 16","4.9214","4.9387","5.0747","4.8415","-0.28%"
"Mar 16","4.9353","4.6802","4.9891","4.6487","5.52%"
"Feb 16","4.6772","4.6611","4.7628","4.5840","0.44%"
"Jan 16","4.6566","4.7274","4.7429","4.4918","-1.41%"
"Dec 15","4.7230","4.6243","4.7591","4.5999","2.16%"
"Nov 15","4.6233","4.4941","4.6547","4.4570","2.53%"
"Oct 15","4.5092","4.4637","4.6741","4.4478","1.11%"
"Sep 15","4.4597","4.5356","4.6348","4.3824","-1.62%"
"Aug 15","4.5333","4.5381","4.7616","4.5076","-0.02%"
"Jul 15","4.5343","4.7791","4.8014","4.4921","-5.07%"
"Jun 15","4.7765","4.7380","4.8731","4.7098","0.92%"
"May 15","4.7328","4.9033","5.0622","4.7235","-3.44%"
"Apr 15","4.9013","4.7157","5.0072","4.6676","3.97%"
"Mar 15","4.7143","4.9148","4.9296","4.7054","-3.71%"
"Feb 15","4.8959","4.8341","4.9536","4.7716","0.88%"
"Jan 15","4.8534","5.0661","5.1337","4.8218","-4.23%"
"Dec 14","5.0679","5.2195","5.2533","5.0220","-3.04%"
"Nov 14","5.2270","5.3471","5.3885","5.2053","-2.76%"
"Oct 14","5.3752","5.3688","5.4576","5.3039","0.14%"
"Sep 14","5.3677","5.7309","5.7736","5.3347","-6.38%"
"Aug 14","5.7333","5.7387","5.7772","5.6787","-0.09%"
"Jul 14","5.7385","5.8530","5.8944","5.7283","-1.91%"
"Jun 14","5.8500","5.8199","5.8833","5.7661","0.59%"
"May 14","5.8154","5.8130","5.8633","5.7397","0.09%"
"Apr 14","5.8103","5.7597","5.8780","5.7139","0.92%"
"Mar 14","5.7576","5.4756","5.7776","5.4630","4.97%"
"Feb 14","5.4848","5.3049","5.5381","5.2913","3.40%"
"Jan 14","5.3043","5.3971","5.4925","5.2380","-1.69%"
"Dec 13","5.3957","5.5506","5.5876","5.3569","-2.78%"
"Nov 13","5.5500","5.7648","5.8161","5.5161","-3.71%"
"Oct 13","5.7640","5.7037","5.9446","5.6869","1.14%"
"Sep 13","5.6989","5.4711","5.8338","5.4607","4.69%"
"Aug 13","5.4437","5.5065","5.6468","5.4219","-1.08%"
"Jul 13","5.5033","5.6082","5.7187","5.4786","-1.85%"
"Jun 13","5.6071","5.9124","6.0057","5.5926","-4.49%"
"May 13","5.8707","6.3941","6.4018","5.8421","-8.16%"
"Apr 13","6.3922","6.4692","6.5585","6.3124","-1.20%"
"Mar 13","6.4696","6.3555","6.5212","6.2972","1.80%"
"Feb 13","6.3551","6.4847","6.5192","6.3407","-2.01%"
"Jan 13","6.4854","6.4761","6.5978","6.4553","0.17%"
"Dec 12","6.4743","6.4963","6.6188","6.4497","-0.36%"
"Nov 12","6.4974","6.4711","6.5451","6.4137","0.44%"
"Oct 12","6.4692","6.5164","6.5393","6.3788","-0.78%"
"Sep 12","6.5198","6.5345","6.7108","6.4541","-0.45%"
"Aug 12","6.5496","6.6747","6.7540","6.5241","-1.88%"
"Jul 12","6.6751","6.5185","6.7234","6.4363","2.68%"
"Jun 12","6.5010","6.1947","6.5195","6.1027","4.95%"
"May 12","6.1944","6.5787","6.5828","6.1371","-5.82%"
"Apr 12","6.5769","6.5612","6.6106","6.4498","0.99%"
"Mar 12","6.5122","6.7529","6.8173","6.4970","-3.60%"
"Feb 12","6.7554","6.6953","6.8341","6.6641","0.91%"
"Jan 12","6.6947","6.4305","6.7710","6.4027","4.07%"
"Dec 11","6.4330","6.5559","6.6054","6.2629","-1.84%"
"Nov 11","6.5534","6.6979","6.7155","6.1434","-2.12%"
"Oct 11","6.6953","6.1663","6.8400","5.9845","8.69%"
"Sep 11","6.1599","6.8130","6.8709","6.1435","-9.75%"
"Aug 11","6.8251","7.0790","7.1210","6.3941","-3.49%"
"Jul 11","7.0719","6.9256","7.1391","6.8121","2.09%"
"Jun 11","6.9269","6.9040","6.9829","6.7350","0.21%"
"May 11","6.9124","7.1221","7.1508","6.7779","-2.87%"
"Apr 11","7.1163","6.7618","7.1268","6.7295","5.23%"
"Mar 11","6.7624","6.6916","6.7935","6.3787","1.06%"
"Feb 11","6.6916","6.5806","6.7003","6.5510","1.73%"
"Jan 11","6.5779","6.7258","6.7415","6.4741","-2.43%"
"Dec 10","6.7416","6.3937","6.7600","6.3608","5.58%"
"Nov 10","6.3850","6.5693","6.7801","6.3621","-2.67%"
"Oct 10","6.5600","6.4617","6.6512","6.3119","1.43%"
"Sep 10","6.4677","6.0711","6.5145","6.0665","6.70%"
"Aug 10","6.0615","6.1341","6.2428","5.9636","-1.03%"
"Jul 10","6.1247","5.6932","6.1479","5.6348","7.52%"
"Jun 10","5.6966","5.7839","6.0248","5.5254","-1.44%"
"May 10","5.7801","6.2976","6.3308","5.5103","-8.41%"
"Apr 10","6.3110","6.2621","6.4033","6.2359","0.86%"
"Mar 10","6.2573","6.1160","6.3154","6.0987","2.39%"
"Feb 10","6.1114","6.0085","6.1930","5.8562","1.19%"
"Jan 10","6.0393","6.1239","6.3697","6.0305","-1.42%"
"Dec 09","6.1262","6.2530","6.3681","5.9651","-1.95%"
"Nov 09","6.2481","6.1231","6.4207","6.0801","1.76%"
"Oct 09","6.1403","6.0342","6.3704","5.8501","1.79%"
"Sep 09","6.0326","5.7621","6.0408","5.6273","4.57%"
"Aug 09","5.7687","5.7054","5.7927","5.5739","1.08%"
"Jul 09","5.7072","5.5057","5.7181","5.2629","3.55%"
"Jun 09","5.5118","5.4833","5.6440","5.3255","0.75%"
"May 09","5.4708","4.9468","5.4742","4.9379","10.63%"
"Apr 09","4.9451","4.7229","5.0385","4.6834","4.56%"
"Mar 09","4.7294","4.3708","4.8480","4.3000","8.09%"
"Feb 09","4.3753","4.3468","4.6863","4.2788","0.79%"
"Jan 09","4.3412","4.7934","4.9684","4.3379","-10.08%"
"Dec 08","4.8277","4.4584","4.8810","4.3255","7.98%"
"Nov 08","4.4710","4.5728","4.7960","4.1527","-2.12%"
"Oct 08","4.5678","5.4402","5.4896","4.1159","-16.00%"
"Sep 08","5.4381","5.8667","5.8736","5.3355","-7.48%"
"Aug 08","5.8779","6.4308","6.4349","5.8195","-8.65%"
"Jul 08","6.4342","6.5686","6.7195","6.4192","-2.02%"
"Jun 08","6.5668","6.6242","6.6820","6.4407","-1.05%"
"May 08","6.6364","6.5894","6.7215","6.4790","0.76%"
"Apr 08","6.5863","6.4041","6.6628","6.3301","2.87%"
"Mar 08","6.4023","6.6315","6.7145","6.3112","-3.34%"
"Feb 08","6.6233","6.4306","6.7556","6.3766","2.91%"
"Jan 08","6.4363","6.3855","6.5325","6.1555","0.61%"
"Dec 07","6.3973","6.5296","6.5683","6.3114","-2.22%"
"Nov 07","6.5424","6.9622","6.9986","6.4075","-6.13%"
"Oct 07","6.9694","6.6632","6.9791","6.5696","4.60%"
"Sep 07","6.6631","6.1547","6.6691","6.1496","7.99%"
"Aug 07","6.1699","6.4370","6.5525","5.8288","-4.26%"
"Jul 07","6.4446","6.4869","6.7103","6.3997","-0.26%"
"Jun 07","6.4612","6.3262","6.4893","6.3201","2.07%"
"May 07","6.3299","6.3913","6.4210","6.2406","-1.11%"
"Apr 07","6.4009","6.2604","6.4868","6.2323","2.40%"
"Mar 07","6.2508","6.0917","6.2832","5.9508","2.51%"
"Feb 07","6.0979","6.0391","6.1589","5.9756","0.97%"
"Jan 07","6.0391","6.1500","6.2399","5.9823","-2.00%"
"Dec 06","6.1621","6.1797","6.2080","6.0832","-0.24%"
"Nov 06","6.1769","6.0933","6.1926","5.9846","1.26%"
"Oct 06","6.1003","5.8912","6.1106","5.8607","3.35%"
"Sep 06","5.9024","6.0708","6.1314","5.8762","-2.87%"
"Aug 06","6.0771","6.0995","6.1536","6.0212","-0.49%"
"Jul 06","6.1070","5.9393","6.1237","5.9135","2.94%"
"Jun 06","5.9328","6.0290","6.0451","5.8129","-1.73%"
"May 06","6.0373","6.0782","6.2398","5.9906","-0.57%"
"Apr 06","6.0721","5.7367","6.0962","5.7014","5.74%"
"Mar 06","5.7425","5.9689","6.0274","5.6275","-3.81%"
"Feb 06","5.9700","6.1118","6.1201","5.9047","-2.40%"
"Jan 06","6.1168","5.9116","6.1184","5.9003","3.33%"
"Dec 05","5.9199","5.9566","6.1217","5.8380","-0.76%"
"Nov 05","5.9652","6.0355","6.0476","5.8646","-1.40%"
"Oct 05","6.0499","6.1578","6.1883","6.0052","-1.78%"
"Sep 05","6.1598","6.1121","6.2853","6.0793","0.73%"
"Aug 05","6.1150","6.1262","6.2812","6.0384","-0.31%"
"Jul 05","6.1339","6.3133","6.3459","6.0948","-2.80%"
"Jun 05","6.3109","6.2554","6.4640","6.1850","0.88%"
"May 05","6.2558","6.4573","6.4792","6.2314","-3.22%"
"Apr 05","6.4640","6.3944","6.4930","6.3108","1.11%"
"Mar 05","6.3932","6.5517","6.6134","6.3456","-2.51%"
"Feb 05","6.5579","6.4151","6.5869","6.2984","2.22%"
"Jan 05","6.4155","6.4590","6.4785","6.2099","-0.89%"
"Dec 04","6.4734","6.3961","6.4924","6.1585","1.31%"
"Nov 04","6.3899","6.1966","6.5770","6.1503","3.13%"
"Oct 04","6.1962","6.0129","6.2178","5.9459","2.91%"
"Sep 04","6.0208","5.8350","6.0316","5.6696","3.24%"
"Aug 04","5.8321","5.8278","6.0119","5.7581","0.28%"
"Jul 04","5.8157","5.7820","6.0813","5.7359","0.60%"
"Jun 04","5.7808","5.9221","5.9374","5.6157","-2.34%"
"May 04","5.9192","5.9802","6.0783","5.6244","-0.78%"
"Apr 04","5.9657","6.3435","6.3687","5.8956","-6.00%"
"Mar 04","6.3464","6.3956","6.4323","6.0018","-0.93%"
"Feb 04","6.4059","6.5240","6.6303","6.3238","1.32%"
"Jan 04","6.3223","6.3202","6.2319","6.3202","1.60%"
"Dec 03","6.2228","6.2208","6.2228","6.2208","3.81%"
"Nov 03","5.9946","5.9925","5.9946","5.9925","2.26%"
"Oct 03","5.8619","5.8598","5.8619","5.8598","4.08%"
"Sep 03","5.6321","5.6300","5.6321","5.6300","5.08%"
"Aug 03","5.3599","5.3578","5.3599","5.3578","-0.14%"
"Jul 03","5.3674","5.3653","5.3674","5.3653","-3.74%"
"Jun 03","5.5762","5.5741","5.5762","5.5741","2.55%"
"May 03","5.4376","5.4114","5.4376","5.4114","6.01%"
"Apr 03","5.1294","5.1848","5.1294","5.1848","3.01%"
"Mar 03","4.9797","5.0020","4.9797","5.0020","-0.85%"
"Feb 03","5.0224","5.0369","5.0224","5.0369","3.12%"
"Jan 03","4.8706","4.8601","4.8706","4.8601","4.85%"
"Dec 02","4.6455","4.6426","4.6455","4.6426","0.11%"
"Nov 02","4.6406","4.6385","4.6406","4.6385","1.07%"
"Oct 02","4.5913","4.5913","4.5913","4.5913","2.28%"
"Sep 02","4.4888","4.4888","4.4888","4.4888","-1.50%"
"Aug 02","4.5572","4.5572","4.5572","4.5572","1.38%"
"Jul 02","4.4951","4.4951","4.4951","4.4951","-3.59%"
"Jun 02","4.6625","4.6625","4.6625","4.6625","-0.66%"
"May 02","4.6936","4.6936","4.6936","4.6936","5.40%"
"Apr 02","4.4532","4.4532","4.4532","4.4532","0.88%"
"Mar 02","4.4143","4.4143","4.4143","4.4143","3.22%"
"Feb 02","4.2765","4.2765","4.2765","4.2765","1.79%"
"Jan 02","4.2012","4.2012","4.2012","4.2012","-0.59%"
"Dec 01","4.2260","4.2260","4.2260","4.2260","-2.12%"
"Nov 01","4.3174","4.3174","4.3174","4.3174","3.70%"
"Oct 01","4.1632","4.1632","4.1632","4.1632","2.44%"
"Sep 01","4.0639","4.0639","4.0639","4.0639","-7.22%"
"Aug 01","4.3801","4.3801","4.3801","4.3801","3.87%"
"Jul 01","4.2171","4.2171","4.2171","4.2171","-0.31%"
"Jun 01","4.2302","4.2302","4.2302","4.2302","1.08%"
"May 01","4.1849","4.1849","4.1849","4.1849","-1.27%"
"Apr 01","4.2389","4.2389","4.2389","4.2389","5.56%"
"Mar 01","4.0155","4.0155","4.0155","4.0155","-7.78%"
"Feb 01","4.3544","4.3544","4.3544","4.3544","-4.52%"
"Jan 01","4.5604","4.5604","4.5604","4.5604","-1.35%"
"Dec 00","4.6229","4.6229","4.6229","4.6229","5.71%"
"Nov 00","4.3731","4.3731","4.3731","4.3731","1.58%"
"Oct 00","4.3051","4.3051","4.3051","4.3051","-4.16%"
"Sep 00","4.4918","4.4918","4.4918","4.4918","-5.92%"
"Aug 00","4.7743","4.7743","4.7743","4.7743","-0.63%"
"Jul 00","4.8044","4.8044","4.8044","4.8044","-2.69%"
"Jun 00","4.9371","4.9371","4.9371","4.9371","4.24%"
"May 00","4.7363","4.7363","4.7363","4.7363","-1.98%"
"Apr 00","4.8321","4.8321","4.8321","4.8321","-3.89%"
"Mar 00","5.0277","5.0277","5.0277","5.0277","-1.82%"
"Feb 00","5.1211","5.1211","5.1211","5.1211","-2.82%"
"Jan 00","5.2696","5.2696","5.2696","5.2696","-3.02%"
"Dec 99","5.4338","5.4338","5.4338","5.4338","3.35%"
"Nov 99","5.2579","5.2579","5.2579","5.2579","-0.50%"
"Oct 99","5.2845","5.2845","5.2845","5.2845","-2.13%"
"Sep 99","5.3996","5.3996","5.3996","5.3996","2.06%"
"Aug 99","5.2907","5.2907","5.2907","5.2907","-1.76%"
"Jul 99","5.3853","5.3853","5.3853","5.3853","-2.62%"
"Jun 99","5.5302","5.5302","5.5302","5.5302","2.99%"
"May 99","5.3694","5.3694","5.3694","5.3694","-1.88%"
"Apr 99","5.4724","5.4724","5.4724","5.4724","4.16%"
"Mar 99","5.2537","5.2537","5.2537","5.2537","2.60%"
"Feb 99","5.1206","5.1206","5.1206","5.1206","-1.86%"
"Jan 99","5.2175","5.2175","5.2175","5.2175","3.06%"
"Dec 98","5.0625","5.0625","5.0625","5.0625","-2.67%"
"Nov 98","5.2012","5.2012","5.2700","5.2012","0.81%"
"Oct 98","5.1596","5.1596","5.3100","5.1596","5.09%"
"Sep 98","4.9097","4.9097","5.0000","4.9097","4.40%"
"Aug 98","4.7030","4.7030","5.0600","4.7030","-6.24%"
"Jul 98","5.0160","5.0160","5.2400","5.0160","-2.37%"
"Jun 98","5.1376","5.1376","5.2000","5.1376","-0.35%"
"May 98","5.1555","5.1555","5.4200","5.1555","-4.04%"
"Apr 98","5.3724","5.3724","5.4900","5.3724","-1.99%"
"Mar 98","5.4817","5.4817","5.6700","5.4817","-2.41%"
"Feb 98","5.6172","5.6172","5.6900","5.6172","-0.87%"
"Jan 98","5.6666","5.6666","5.6900","5.6666","5.21%"
"Dec 97","5.3859","5.3859","5.6500","5.3859","-4.41%"
"Nov 97","5.6343","5.6343","5.9400","5.6343","-2.97%"
"Oct 97","5.8067","5.8067","6.1400","5.8067","-3.38%"
"Sep 97","6.0099","6.0099","6.0900","6.0099","-0.94%"
"Aug 97","6.0671","6.0671","6.2200","6.0671","-2.16%"
"Jul 97","6.2011","6.2011","6.2600","6.2011","-0.76%"
"Jun 97","6.2487","6.2487","6.3400","6.2487","-0.85%"
"May 97","6.3020","6.3020","6.5400","6.3020","-2.64%"
"Apr 97","6.4730","6.4730","6.5500","6.4730","-0.69%"
"Mar 97","6.5178","6.5178","6.6400","6.5178","0.98%"
"Feb 97","6.4547","6.4547","6.4800","6.4547","2.12%"
"Jan 97","6.3204","6.3204","6.5900","6.3204","-4.09%"
"Dec 96","6.5900","6.5900","6.8200","6.5900","-2.66%"
"Nov 96","6.7700","6.7700","6.7800","6.7700","3.04%"
"Oct 96","6.5700","6.5700","6.6200","6.5700","0.03%"
"Sep 96","6.5683","6.5683","6.5683","6.5683","0.18%"
"Aug 96","6.5562","6.5562","6.5562","6.5562","2.12%"
"Jul 96","6.4200","6.4200","6.4200","6.4200","-2.08%"
"Jun 96","6.5562","6.5562","6.5562","6.5562","-1.37%"
"May 96","6.6471","6.6471","6.6471","6.6471","1.37%"
"Apr 96","6.5575","6.5575","6.5575","6.5575","0.65%"
"Mar 96","6.5154","6.5154","6.5154","6.5154","2.49%"
"Feb 96","6.3573","6.3573","6.3573","6.3573","2.46%"
"Jan 96","6.2046","6.2046","6.2046","6.2046","0.47%"
"Dec 95","6.1757","6.1757","6.1757","6.1757","-0.06%"
"Nov 95","6.1797","6.1797","6.1797","6.1797","-2.27%"
"Oct 95","6.3235","6.3235","6.3235","6.3235","0.67%"
"Sep 95","6.2813","6.2813","6.2813","6.2813","0.54%"
"Aug 95","6.2473","6.2473","6.2473","6.2473","1.95%"
"Jul 95","6.1281","6.1281","6.1281","6.1281","4.09%"
"Jun 95","5.8871","5.8871","5.8871","5.8871","-1.24%"
"May 95","5.9609","5.9609","5.9609","5.9609","-2.54%"
"Apr 95","6.1164","6.1164","6.1164","6.1164","-1.04%"
"Mar 95","6.1808","6.1808","6.1808","6.1808","-0.76%"
"Feb 95","6.2281","6.2281","6.2281","6.2281","-2.41%"
"Jan 95","6.3820","6.3820","6.3820","6.3820","-2.50%"
"Dec 94","6.5458","6.5458","6.5458","6.5458","0.10%"
"Nov 94","6.5392","6.5392","6.5392","6.5392","3.27%"
"Oct 94","6.3323","6.3323","6.3323","6.3323","0.36%"
"Sep 94","6.3096","6.3096","6.3096","6.3096","-0.74%"
"Aug 94","6.3568","6.3568","6.3568","6.3568","-0.29%"
"Jul 94","6.3751","6.3751","6.3751","6.3751","1.33%"
"Jun 94","6.2915","6.2915","6.2915","6.2915","-1.43%"
"May 94","6.3830","6.3830","6.3830","6.3830","1.88%"
"Apr 94","6.2654","6.2096","6.2654","6.2096","2.20%"
"Mar 94","6.1308","6.1133","6.1308","6.1133","-1.64%"
"Feb 94","6.2328","6.1985","6.2328","6.1985","1.09%"
"Jan 94","6.1653","6.1477","6.1653","6.1477","56.54%"
"Dec 93","3.9385","3.9272","3.9385","3.9272","2.71%"
"Nov 93","3.8346","3.8243","3.8346","3.8243","-0.87%"
"Oct 93","3.8684","3.8540","3.8684","3.8540","3.44%"
"Sep 93","3.7397","3.7289","3.7397","3.7289","-4.04%"
"Aug 93","3.8970","3.8834","3.8970","3.8834","-1.83%"
"Jul 93","3.9695","3.9567","3.9695","3.9567","3.49%"
"Jun 93","3.8355","3.8245","3.8355","3.8245","-0.97%"
"May 93","3.8731","3.8620","3.8731","3.8620","-3.98%"
"Apr 93","4.0338","4.0223","4.0338","4.0223","0.08%"
"Mar 93","4.0305","4.0190","4.0305","4.0190","0.93%"
"Feb 93","3.9932","3.9817","3.9932","3.9817","1.72%"
"Jan 93","3.9255","3.9143","3.9255","3.9143","-1.04%"
"Dec 92","3.9668","3.9554","3.9668","3.9554","1.62%"
"Nov 92","3.9035","3.8923","3.9035","3.8923","1.12%"
"Oct 92","3.8604","3.8493","3.8604","3.8493","-1.72%"
"Sep 92","3.9280","3.9167","3.9280","3.9167","1.65%"
"Aug 92","3.8642","3.8532","3.8642","3.8532","-4.18%"
"Jul 92","4.0328","4.0214","4.0328","4.0214","-1.33%"
"Jun 92","4.0870","4.0754","4.0870","4.0754","-1.65%"
"May 92","4.1554","4.1437","4.1554","4.1437","-0.28%"
"Apr 92","4.1670","4.1552","4.1670","4.1552","-0.95%"
"Mar 92","4.2070","4.1951","4.2070","4.1951","2.23%"
"Feb 92","4.1154","4.1037","4.1154","4.1037","0.30%"
"Jan 92","4.1031","4.1031","4.1031","4.1031","-0.64%"
"Dec 91","4.1294","4.1294","4.1294","4.1294","-2.67%"
"Nov 91","4.2426","4.2426","4.2426","4.2426","0.88%"
"Oct 91","4.2055","4.2055","4.2055","4.2055","-2.26%"
"Sep 91","4.3028","4.3028","4.3028","4.3028","1.76%"
"Aug 91","4.2282","4.2282","4.2282","4.2282","1.48%"
"Jul 91","4.1667","4.1667","4.1667","4.1667","1.25%"
"Jun 91","4.1153","4.1153","4.1153","4.1153","1.17%"
"May 91","4.0679","4.0679","4.0679","4.0679","-1.75%"
"Apr 91","4.1405","4.1405","4.1405","4.1405","2.38%"
"Mar 91","4.0442","4.0442","4.0442","4.0442","-1.70%"
"Feb 91","4.1143","4.1143","4.1143","4.1143","0.50%"
"Jan 91","4.0939","4.0939","4.0939","4.0939","1.32%"
"Dec 90","4.0405","4.0405","4.0405","4.0405","-0.25%"
"Nov 90","4.0505","4.0505","4.0505","4.0505","9.28%"
"Oct 90","3.7066","3.7066","3.7066","3.7066","-5.11%"
"Sep 90","3.9064","3.9064","3.9064","3.9064","1.41%"
"Aug 90","3.8520","3.8520","3.8520","3.8520","2.45%"
"Jul 90","3.7597","3.7597","3.7597","3.7597","0.15%"
"Jun 90","3.7540","3.7540","3.7540","3.7540","3.34%"
"May 90","3.6328","3.6328","3.6328","3.6328","2.14%"
"Apr 90","3.5566","3.5566","3.5566","3.5566","-0.46%"
"Mar 90","3.5731","3.5731","3.5731","3.5731","-0.66%"
"Feb 90","3.5968","3.5968","3.5968","3.5968","-1.44%"
"Jan 90","3.6494","3.6494","3.6494","3.6494","-2.17%"
