Station,Mon-YYYY(local),Stat Code,Stat Value ,Rel,Day of Extr,Orig
Reefton Ews,Oct-14,0,152.4,-,-,D
Reefton Ews,Oct-14,2,11.8,-,-,D
Reefton Ews,Oct-14,9,151.7,-,-,D
Reefton Ews,Nov-14,0,180,-,-,D
Reefton Ews,Nov-14,2,12.1,-,-,D
Reefton Ews,Nov-14,9,146.4,-,-,D
Reefton Ews,Dec-14,0,136.6,-,-,D
Reefton Ews,Dec-14,2,17.5,-,-,D
Reefton Ews,Dec-14,9,194.7,-,-,D
Reefton Ews,Jan-15,0,34,-,-,D
Reefton Ews,Jan-15,2,19.4,-,-,D
Reefton Ews,Jan-15,9,278.6,-,-,D
Reefton Ews,Feb-15,0,82.6,-,-,D
Reefton Ews,Feb-15,2,17.5,-,-,D
Reefton Ews,Feb-15,9,208,-,-,D
Reefton Ews,Mar-15,0,195,-,-,D
Reefton Ews,Mar-15,2,16.8,-,-,D
Reefton Ews,Mar-15,9,169.1,-,-,D
Reefton Ews,Apr-15,0,179,-,-,D
Reefton Ews,Apr-15,2,13.9,-,-,D
Reefton Ews,Apr-15,9,124.7,-,-,D
Reefton Ews,May-15,0,185.2,-,-,D
Reefton Ews,May-15,2,9.4,-,-,D
Reefton Ews,May-15,9,87.3,-,-,D
Reefton Ews,Jun-15,0,243.4,-,-,D
Reefton Ews,Jun-15,2,7.6,-,-,D
Reefton Ews,Jun-15,9,70.3,-,-,D
Reefton Ews,Jul-15,0,177,-,-,D
Reefton Ews,Jul-15,2,5.4,-,-,D
Reefton Ews,Jul-15,9,107.5,-,-,D
Reefton Ews,Aug-15,0,180.4,-,-,D
Reefton Ews,Aug-15,2,7.6,-,-,D
Reefton Ews,Aug-15,9,109.8,-,-,D
Reefton Ews,Sep-15,0,71.6,-,-,D
Reefton Ews,Sep-15,2,9.2,-,-,D
Reefton Ews,Sep-15,9,158.7,-,-,D
Reefton Ews,Oct-15,0,129.2,-,-,D
Reefton Ews,Oct-15,2,11.6,-,-,D
Reefton Ews,Oct-15,9,161.1,-,-,D
Reefton Ews,Nov-15,0,57.6,-,-,D
Reefton Ews,Nov-15,2,13.7,-,-,D
Reefton Ews,Nov-15,9,170.4,-,-,D
Reefton Ews,Dec-15,0,72,-,-,D
Reefton Ews,Dec-15,2,15.6,-,-,D
Reefton Ews,Dec-15,9,216.8,-,-,D
Reefton Ews,Jan-16,0,143.8,-,-,D
Reefton Ews,Jan-16,2,18.3,-,-,D
Reefton Ews,Jan-16,9,186.3,-,-,D
Reefton Ews,Feb-16,0,115.6,-,-,D
Reefton Ews,Feb-16,2,19.5,-,-,D
Reefton Ews,Feb-16,9,221.3,-,-,D
Reefton Ews,Mar-16,0,123.6,-,-,D
Reefton Ews,Mar-16,2,16.4,-,-,D
Reefton Ews,Mar-16,9,161.4,-,-,D
Reefton Ews,Apr-16,0,78,-,-,D
Reefton Ews,Apr-16,2,12.4,*,-,D
Reefton Ews,Apr-16,9,134.8,-,-,D
Reefton Ews,May-16,0,356.6,-,-,D
Reefton Ews,May-16,2,11.2,-,-,D
Reefton Ews,May-16,9,58.9,-,-,D
Reefton Ews,Jun-16,0,178,-,-,D
Reefton Ews,Jun-16,2,8,-,-,D
Reefton Ews,Jun-16,9,72.2,-,-,D
Reefton Ews,Jul-16,0,358.2,-,-,D
Reefton Ews,Jul-16,2,5.9,-,-,D
Reefton Ews,Jul-16,9,87.9,-,-,D
Reefton Ews,Aug-16,0,101.6,-,-,D
Reefton Ews,Aug-16,2,6.8,-,-,D
Reefton Ews,Aug-16,9,137.2,-,-,D
Reefton Ews,Sep-16,0,123.4,-,-,D
Reefton Ews,Sep-16,2,11.3,-,-,D
Reefton Ews,Sep-16,9,165.1,-,-,D
Reefton Ews,Oct-16,0,149,-,-,D
Reefton Ews,Oct-16,2,12.1,-,-,D
Reefton Ews,Oct-16,9,164.2,-,-,D
Reefton Ews,Nov-16,0,193.6,-,-,D
Reefton Ews,Nov-16,2,13.6,*,-,D
Reefton Ews,Dec-16,0,123.6,-,-,D
Reefton Ews,Dec-16,2,14.8,-,-,D
Reefton Ews,Dec-16,9,183.7,-,-,D
Reefton Ews,Jan-17,0,228.2,-,-,D
Reefton Ews,Jan-17,2,15,-,-,D
Reefton Ews,Jan-17,9,132,-,-,D
Reefton Ews,Feb-17,0,64.6,-,-,D
Reefton Ews,Feb-17,2,17.3,-,-,D
Reefton Ews,Feb-17,9,193.1,-,-,D
Reefton Ews,Mar-17,0,65.8,-,-,D
Reefton Ews,Mar-17,2,16.3,-,-,D
Reefton Ews,Mar-17,9,159.6,-,-,D
Reefton Ews,Apr-17,0,183.2,-,-,D
Reefton Ews,Apr-17,2,13.3,-,-,D
Reefton Ews,Apr-17,9,110.1,-,-,D
Reefton Ews,May-17,0,210.8,-,-,D
Reefton Ews,May-17,2,8.4,-,-,D
Reefton Ews,May-17,9,69.1,-,-,D
Reefton Ews,Jun-17,0,90.2,-,-,D
Reefton Ews,Jun-17,2,6.5,-,-,D
Reefton Ews,Jun-17,9,76.1,-,-,D
Reefton Ews,Jul-17,0,130.4,-,-,D
Reefton Ews,Jul-17,2,5.9,-,-,D
Reefton Ews,Jul-17,9,93.7,-,-,D
Reefton Ews,Aug-17,0,224.4,-,-,D
Reefton Ews,Aug-17,2,8.7,-,-,D
Reefton Ews,Aug-17,9,116.7,-,-,D
Reefton Ews,Sep-17,0,283.8,-,-,D
Reefton Ews,Sep-17,2,9.8,-,-,D
Reefton Ews,Sep-17,9,120.8,-,-,D
Reefton Ews,Oct-17,0,104.2,-,-,D
Reefton Ews,Oct-17,2,12.7,-,-,D
Reefton Ews,Oct-17,9,134.3,-,-,D
Reefton Ews,Nov-17,0,96.4,-,-,D
Reefton Ews,Nov-17,2,15.9,-,-,D
Reefton Ews,Nov-17,9,211.8,-,-,D
Reefton Ews,Dec-17,0,30,-,-,D
Reefton Ews,Dec-17,2,18.7,-,-,D
Reefton Ews,Dec-17,9,281.7,-,-,D
Reefton Ews,Jan-18,0,174.4,-,-,D
Reefton Ews,Jan-18,2,21.2,-,-,D
Reefton Ews,Jan-18,9,209.3,-,-,D
Reefton Ews,Feb-18,0,213.2,-,-,D
Reefton Ews,Feb-18,2,17.5,-,-,D
Reefton Ews,Feb-18,9,164.5,-,-,D
Reefton Ews,Mar-18,0,95.8,-,-,D
Reefton Ews,Mar-18,2,16.5,-,-,D
Reefton Ews,Mar-18,9,152.5,-,-,D
Reefton Ews,Apr-18,0,205.8,-,-,D
Reefton Ews,Apr-18,2,11.6,-,-,D
Reefton Ews,May-18,0,196.4,-,-,D
Reefton Ews,May-18,2,9,-,-,D
Reefton Ews,May-18,9,88.4,-,-,D
Reefton Ews,Jun-18,0,58,-,-,D
Reefton Ews,Jun-18,2,5.9,-,-,D
Reefton Ews,Jun-18,9,92.9,-,-,D
Reefton Ews,Jul-18,0,292,-,-,D
Reefton Ews,Jul-18,2,7,-,-,D
Reefton Ews,Jul-18,9,57.2,-,-,D
Reefton Ews,Aug-18,0,189.8,-,-,D
Reefton Ews,Aug-18,2,8.2,-,-,D
Reefton Ews,Aug-18,9,115.4,-,-,D
Reefton Ews,Sep-18,0,79.2,-,-,D
Reefton Ews,Sep-18,2,10,-,-,D
Reefton Ews,Sep-18,9,171.3,-,-,D
Reefton Ews,Oct-18,0,45.4,-,-,D
Reefton Ews,Oct-18,2,12.4,-,-,D
Reefton Ews,Oct-18,9,151.8,-,-,D
Reefton Ews,Nov-18,0,133,-,-,D
Reefton Ews,Nov-18,2,14.2,-,-,D
Reefton Ews,Nov-18,9,186.3,-,-,D
Reefton Ews,Dec-18,0,144.4,-,-,D
Reefton Ews,Dec-18,2,17.7,-,-,D
Reefton Ews,Dec-18,9,209.3,-,-,D
Reefton Ews,Jan-19,0,61.6,-,-,D
Reefton Ews,Jan-19,2,18.7,-,-,D
Reefton Ews,Jan-19,9,251.1,-,-,D
Reefton Ews,Feb-19,0,25,-,-,D
Reefton Ews,Feb-19,2,17.9,-,-,D
Reefton Ews,Feb-19,9,205.4,-,-,D
Reefton Ews,Mar-19,0,153.8,-,-,D
Reefton Ews,Mar-19,2,18,-,-,D
Reefton Ews,Mar-19,9,156.3,-,-,D
Reefton Ews,Apr-19,0,140.6,-,-,D
Reefton Ews,Apr-19,2,12.4,*,-,D
Reefton Ews,Apr-19,9,180.7,-,-,D
Reefton Ews,May-19,0,280.4,-,-,D
Reefton Ews,May-19,2,11.2,-,-,D
Reefton Ews,May-19,9,76.1,-,-,D
Reefton Ews,Jun-19,0,86.5,-,-,R
Reefton Ews,Jul-19,0,281.2,-,-,D
Reefton Ews,Jul-19,2,7.4,-,-,D
Reefton Ews,Jul-19,9,88.9,-,-,D
Reefton Ews,Aug-19,0,262.4,-,-,D
Reefton Ews,Aug-19,2,7.1,-,-,D
Reefton Ews,Aug-19,9,119.5,-,-,D
Reefton Ews,Sep-19,0,220.4,-,-,D
Reefton Ews,Sep-19,2,9.4,-,-,D
Reefton Ews,Sep-19,9,136.1,-,-,D
Reefton Ews,Oct-19,0,193.6,-,-,D
Reefton Ews,Oct-19,2,10.7,-,-,D
Reefton Ews,Oct-19,9,172.7,-,-,D
Reefton Ews,Nov-19,0,186.6,-,-,D
Reefton Ews,Nov-19,2,14.6,-,-,D
Reefton Ews,Nov-19,9,216.3,-,-,D
Reefton Ews,Dec-19,0,291.8,-,-,D
Reefton Ews,Dec-19,2,14.8,-,-,D
Reefton Ews,Dec-19,9,177.9,-,-,D
Reefton Ews,Jan-20,0,44.8,-,-,D
Reefton Ews,Jan-20,2,17.5,-,-,D
Reefton Ews,Jan-20,9,250.4,-,-,D
Reefton Ews,Feb-20,0,118.4,-,-,D
Reefton Ews,Feb-20,2,17.6,-,-,D
Reefton Ews,Feb-20,9,197.3,-,-,D
Reefton Ews,Mar-20,0,76.4,-,-,D
Reefton Ews,Mar-20,2,14.7,-,-,D
Reefton Ews,Mar-20,9,185,-,-,D
Reefton Ews,Apr-20,0,163.8,-,-,D
Reefton Ews,Apr-20,2,11.3,-,-,D
Reefton Ews,Apr-20,9,134.6,-,-,D
Reefton Ews,May-20,0,185.2,-,-,D
Reefton Ews,May-20,2,8.8,-,-,D
Reefton Ews,May-20,9,93.5,-,-,D
Reefton Ews,Jun-20,0,76.8,-,-,D
Reefton Ews,Jun-20,2,7.7,-,-,D
Reefton Ews,Jun-20,9,96,-,-,D
Reefton Ews,Jul-20,0,83.4,-,-,D
Reefton Ews,Jul-20,2,5.8,-,-,D
Reefton Ews,Jul-20,9,87.8,-,-,D
Reefton Ews,Aug-20,0,130.4,-,-,D
Reefton Ews,Aug-20,2,8.9,-,-,D
Reefton Ews,Aug-20,9,132.2,-,-,D
Reefton Ews,Sep-20,0,226.8,-,-,D
Reefton Ews,Sep-20,2,9.3,-,-,D
Reefton Ews,Sep-20,9,135.7,-,-,D
Reefton Ews,Oct-20,0,153,-,-,D
Reefton Ews,Oct-20,2,12,-,-,D
Reefton Ews,Oct-20,9,156.8,-,-,D
Reefton Ews,Nov-20,0,142.4,-,-,D
Reefton Ews,Nov-20,2,14.3,-,-,D
Reefton Ews,Nov-20,9,185.1,-,-,D
Reefton Ews,Dec-20,0,145.8,-,-,D
Reefton Ews,Dec-20,2,15.8,-,-,D
Reefton Ews,Dec-20,9,220.3,-,-,D
Reefton Ews,Jan-21,0,164.8,-,-,D
Reefton Ews,Jan-21,2,16.6,-,-,D
Reefton Ews,Jan-21,9,216.4,-,-,D
Reefton Ews,Feb-21,0,75.6,-,-,D
Reefton Ews,Feb-21,2,17.6,-,-,D
Reefton Ews,Feb-21,9,228.7,-,-,D
Reefton Ews,Mar-21,0,137.6,-,-,D
Reefton Ews,Mar-21,2,15.7,-,-,D
Reefton Ews,Mar-21,9,169.4,-,-,D
Reefton Ews,Apr-21,0,163,-,-,D
Reefton Ews,Apr-21,2,12.3,-,-,D
Reefton Ews,Apr-21,9,117.3,-,-,D
Reefton Ews,May-21,0,170.6,-,-,D
Reefton Ews,May-21,2,9.2,-,-,D
Reefton Ews,May-21,9,106.1,-,-,D
Reefton Ews,Jun-21,0,187.2,-,-,D
Reefton Ews,Jun-21,2,8.2,-,-,D
Reefton Ews,Jun-21,9,82.6,-,-,D
Reefton Ews,Jul-21,0,355.4,-,-,D
Reefton Ews,Jul-21,2,6.5,-,-,D
Reefton Ews,Jul-21,9,67.9,-,-,D
Reefton Ews,Aug-21,0,191.2,-,-,D
Reefton Ews,Aug-21,2,8.3,-,-,D
Reefton Ews,Aug-21,9,115.9,-,-,D
Reefton Ews,Sep-21,0,273.8,-,-,D
Reefton Ews,Sep-21,2,9.2,-,-,D
Reefton Ews,Sep-21,9,130.3,-,-,D
Reefton Ews,Oct-21,0,215.8,-,-,D
Reefton Ews,Oct-21,2,13.1,-,-,D
Reefton Ews,Oct-21,9,170.7,-,-,D
Reefton Ews,Nov-21,0,143.4,-,-,D
Reefton Ews,Nov-21,2,15.6,-,-,D
Reefton Ews,Nov-21,9,199.9,-,-,D
Reefton Ews,Dec-21,0,151.8,-,-,D
Reefton Ews,Dec-21,2,16.9,-,-,D
Reefton Ews,Dec-21,9,146.2,-,-,D
Reefton Ews,Jan-22,0,27.2,-,-,D
Reefton Ews,Jan-22,2,19.2,-,-,D
Reefton Ews,Jan-22,9,280.6,-,-,D
Reefton Ews,Feb-22,0,383.6,-,-,D
Reefton Ews,Feb-22,2,17.9,-,-,D
Reefton Ews,Feb-22,9,163.6,-,-,D
Reefton Ews,Mar-22,0,23.8,-,-,D
Reefton Ews,Mar-22,2,17.3,-,-,D
Reefton Ews,Mar-22,9,250.9,-,-,D
