"Statistic","Month","Consumer Item","UNIT","VALUE"
"National Average Price","2015M01","White, self raising flour per 2 kg","Euro","2.288"
"National Average Price","2015M01","Brown, wholemeal flour per 2 kg","Euro","2.987"
"National Average Price","2015M01","Bread, white sliced pan, large (800g)","Euro","1.261"
"National Average Price","2015M01","Bread, brown sliced pan, large (800g)","Euro","1.371"
"National Average Price","2015M01","Spaghetti per 500g","Euro","1.122"
"National Average Price","2015M01","Sirloin steak per kg","Euro","16.548"
"National Average Price","2015M01","Striploin steak per kg","Euro","22.765"
"National Average Price","2015M01","Roast beef - topside or rib per kg","Euro","13.003"
"National Average Price","2015M01","Sliced / diced beef pieces per kg","Euro","10.514"
"National Average Price","2015M01","Pork loin chops per kg","Euro","7.819"
"National Average Price","2015M01","Pork steak per kg","Euro","9.697"
"National Average Price","2015M01","Lamb - whole leg / half leg per kg","Euro","11.683"
"National Average Price","2015M01","Lamb loin chops per kg","Euro","17.319"
"National Average Price","2015M01","Lamb gigot chops per kg","Euro","12.875"
"National Average Price","2015M01","Uncooked chicken medium size 1.6kg","Euro","5.596"
"National Average Price","2015M01","Lamb's liver per kg","Euro","5.846"
"National Average Price","2015M01","Ham fillet per kg","Euro","5.903"
"National Average Price","2015M01","Cooked ham per kg","Euro","17.967"
"National Average Price","2015M01","Best back rashers per kg","Euro","10.475"
"National Average Price","2015M01","Pork sausages per kg","Euro","5.843"
"National Average Price","2015M01","Fresh fillet of whiting per kg","Euro","10.963"
"National Average Price","2015M01","Fresh fillet of cod per kg","Euro","16.616"
"National Average Price","2015M01","Fresh salmon per kg","Euro","19.286"
"National Average Price","2015M01","Fresh fillet of plaice per kg","Euro","18.95"
"National Average Price","2015M01","Fresh hake per kg","Euro",""
"National Average Price","2015M01","Smoked salmon per kg","Euro","30.975"
"National Average Price","2015M01","Full fat milk per 2 litre","Euro","1.727"
"National Average Price","2015M01","Low fat milk per 1 litre","Euro","1.053"
"National Average Price","2015M01","Irish cheddar per kg","Euro","10.82"
"National Average Price","2015M01","Large eggs per half dozen","Euro","1.865"
"National Average Price","2015M01","Medium eggs per half dozen","Euro","1.606"
"National Average Price","2015M01","Butter per lb","Euro","2.727"
"National Average Price","2015M01","Grapes per kg","Euro","5.382"
"National Average Price","2015M01","Bananas per kg","Euro","1.363"
"National Average Price","2015M01","Tomatoes per kg","Euro","3.096"
"National Average Price","2015M01","Onions per kg","Euro","1.137"
"National Average Price","2015M01","Broccoli per kg","Euro","2.884"
"National Average Price","2015M01","Carrots per kg","Euro","1.284"
"National Average Price","2015M01","Mushrooms per kg","Euro","4.445"
"National Average Price","2015M01","Tomatoes tinned per 400g","Euro","0.967"
"National Average Price","2015M01","Potatoes 2.5 kg","Euro","3.071"
"National Average Price","2015M01","Potatoes 7.5 kg","Euro",""
"National Average Price","2015M01","Potatoes 10 kg","Euro","5.375"
"National Average Price","2015M01","White granulated sugar per 1 kg","Euro","1.304"
"National Average Price","2015M01","Jam per lb","Euro","1.717"
"National Average Price","2015M01","Marmalade per lb","Euro","1.889"
"National Average Price","2015M01","Tea bags per 80","Euro","2.796"
"National Average Price","2015M01","Orange juice per litre","Euro","1.484"
"National Average Price","2015M01","Whiskey - take home (70cl  bottle)","Euro","25.739"
"National Average Price","2015M01","Brandy - take home (70cl  bottle)","Euro","30.601"
"National Average Price","2015M01","Vodka - take home (70cl  bottle)","Euro","19.646"
"National Average Price","2015M01","Cream liqueur - take home (70cl  bottle)","Euro","15.803"
"National Average Price","2015M01","Wine - take home (75cl  bottle)","Euro","10.819"
"National Average Price","2015M01","Cider - take home (50cl can)","Euro","2.296"
"National Average Price","2015M01","Sherry - take home (75cl  bottle)","Euro","13.94"
"National Average Price","2015M01","Lager - take home (50cl can)","Euro","1.976"
"National Average Price","2015M01","Stout - take home (50cl can)","Euro","2.213"
"National Average Price","2015M01","Filtered cigarettes per 20 pk","Euro","9.997"
"National Average Price","2015M01","Stout - draught bar (1 pint)","Euro","4.303"
"National Average Price","2015M01","Lager - draught bar (1 pint)","Euro","4.676"
"National Average Price","2015M01","Lager - bar (33cl bottle)","Euro","4.619"
"National Average Price","2015M01","Cider - draught bar (1 pint)","Euro","4.75"
"National Average Price","2015M01","Ale - draught bar (1 pint)","Euro","4.36"
"National Average Price","2015M01","Cider - bar (33cl bottle)","Euro","4.74"
"National Average Price","2015M01","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.293"
"National Average Price","2015M01","Whiskey - bar (single) per ½  glass","Euro","4.053"
"National Average Price","2015M01","Brandy - bar (single) per ½  glass","Euro","4.577"
"National Average Price","2015M01","Vodka - bar (single) per ½  glass","Euro","4.111"
"National Average Price","2015M01","Wine - bar (187ml bottle)","Euro","5.306"
"National Average Price","2015M01","Diesel per litre","Euro","1.23"
"National Average Price","2015M01","Petrol - unleaded per litre","Euro","1.297"
"National Average Price","2015M01","Cinema fee","Euro","9.146"
"National Average Price","2015M01","Nightclubs fee","Euro","9.482"
"National Average Price","2015M01","Gent's dry cut fee","Euro","11.949"
"National Average Price","2015M01","Gent's wash, cut, and blow dry fee","Euro","18.679"
"National Average Price","2015M01","Ladies' wash, cut and blow dry fee","Euro","39.517"
"National Average Price","2015M02","White, self raising flour per 2 kg","Euro","2.293"
"National Average Price","2015M02","Brown, wholemeal flour per 2 kg","Euro","2.98"
"National Average Price","2015M02","Bread, white sliced pan, large (800g)","Euro","1.267"
"National Average Price","2015M02","Bread, brown sliced pan, large (800g)","Euro","1.366"
"National Average Price","2015M02","Spaghetti per 500g","Euro","1.097"
"National Average Price","2015M02","Sirloin steak per kg","Euro","15.101"
"National Average Price","2015M02","Striploin steak per kg","Euro","20.925"
"National Average Price","2015M02","Roast beef - topside or rib per kg","Euro","12.464"
"National Average Price","2015M02","Sliced / diced beef pieces per kg","Euro","10.578"
"National Average Price","2015M02","Pork loin chops per kg","Euro","7.921"
"National Average Price","2015M02","Pork steak per kg","Euro","9.318"
"National Average Price","2015M02","Lamb - whole leg / half leg per kg","Euro","11.995"
"National Average Price","2015M02","Lamb loin chops per kg","Euro","16.899"
"National Average Price","2015M02","Lamb gigot chops per kg","Euro","13.131"
"National Average Price","2015M02","Uncooked chicken medium size 1.6kg","Euro","5.533"
"National Average Price","2015M02","Lamb's liver per kg","Euro","5.877"
"National Average Price","2015M02","Ham fillet per kg","Euro","5.99"
"National Average Price","2015M02","Cooked ham per kg","Euro","17.904"
"National Average Price","2015M02","Best back rashers per kg","Euro","10.368"
"National Average Price","2015M02","Pork sausages per kg","Euro","5.864"
"National Average Price","2015M02","Fresh fillet of whiting per kg","Euro","10.965"
"National Average Price","2015M02","Fresh fillet of cod per kg","Euro","16.198"
"National Average Price","2015M02","Fresh salmon per kg","Euro","17.442"
"National Average Price","2015M02","Fresh fillet of plaice per kg","Euro","19.187"
"National Average Price","2015M02","Fresh hake per kg","Euro",""
"National Average Price","2015M02","Smoked salmon per kg","Euro","30.023"
"National Average Price","2015M02","Full fat milk per 2 litre","Euro","1.728"
"National Average Price","2015M02","Low fat milk per 1 litre","Euro","1.051"
"National Average Price","2015M02","Irish cheddar per kg","Euro","10.655"
"National Average Price","2015M02","Large eggs per half dozen","Euro","1.871"
"National Average Price","2015M02","Medium eggs per half dozen","Euro","1.598"
"National Average Price","2015M02","Butter per lb","Euro","2.716"
"National Average Price","2015M02","Grapes per kg","Euro","5.299"
"National Average Price","2015M02","Bananas per kg","Euro","1.362"
"National Average Price","2015M02","Tomatoes per kg","Euro","3.127"
"National Average Price","2015M02","Onions per kg","Euro","1.236"
"National Average Price","2015M02","Broccoli per kg","Euro","3.119"
"National Average Price","2015M02","Carrots per kg","Euro","1.298"
"National Average Price","2015M02","Mushrooms per kg","Euro","4.339"
"National Average Price","2015M02","Tomatoes tinned per 400g","Euro","0.937"
"National Average Price","2015M02","Potatoes 2.5 kg","Euro","2.916"
"National Average Price","2015M02","Potatoes 7.5 kg","Euro",""
"National Average Price","2015M02","Potatoes 10 kg","Euro","5.19"
"National Average Price","2015M02","White granulated sugar per 1 kg","Euro","1.301"
"National Average Price","2015M02","Jam per lb","Euro","1.981"
"National Average Price","2015M02","Marmalade per lb","Euro","1.827"
"National Average Price","2015M02","Tea bags per 80","Euro","2.776"
"National Average Price","2015M02","Orange juice per litre","Euro","1.578"
"National Average Price","2015M02","Whiskey - take home (70cl  bottle)","Euro","25.642"
"National Average Price","2015M02","Brandy - take home (70cl  bottle)","Euro","30.792"
"National Average Price","2015M02","Vodka - take home (70cl  bottle)","Euro","19.758"
"National Average Price","2015M02","Cream liqueur - take home (70cl  bottle)","Euro","16.367"
"National Average Price","2015M02","Wine - take home (75cl  bottle)","Euro","10.578"
"National Average Price","2015M02","Cider - take home (50cl can)","Euro","2.245"
"National Average Price","2015M02","Sherry - take home (75cl  bottle)","Euro","13.942"
"National Average Price","2015M02","Lager - take home (50cl can)","Euro","1.968"
"National Average Price","2015M02","Stout - take home (50cl can)","Euro","2.225"
"National Average Price","2015M02","Filtered cigarettes per 20 pk","Euro","9.995"
"National Average Price","2015M02","Stout - draught bar (1 pint)","Euro","4.303"
"National Average Price","2015M02","Lager - draught bar (1 pint)","Euro","4.676"
"National Average Price","2015M02","Lager - bar (33cl bottle)","Euro","4.62"
"National Average Price","2015M02","Cider - draught bar (1 pint)","Euro","4.75"
"National Average Price","2015M02","Ale - draught bar (1 pint)","Euro","4.358"
"National Average Price","2015M02","Cider - bar (33cl bottle)","Euro","4.745"
"National Average Price","2015M02","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.297"
"National Average Price","2015M02","Whiskey - bar (single) per ½  glass","Euro","4.056"
"National Average Price","2015M02","Brandy - bar (single) per ½  glass","Euro","4.577"
"National Average Price","2015M02","Vodka - bar (single) per ½  glass","Euro","4.111"
"National Average Price","2015M02","Wine - bar (187ml bottle)","Euro","5.308"
"National Average Price","2015M02","Diesel per litre","Euro","1.227"
"National Average Price","2015M02","Petrol - unleaded per litre","Euro","1.291"
"National Average Price","2015M02","Cinema fee","Euro","9.064"
"National Average Price","2015M02","Nightclubs fee","Euro","9.392"
"National Average Price","2015M02","Gent's dry cut fee","Euro","11.924"
"National Average Price","2015M02","Gent's wash, cut, and blow dry fee","Euro","17.755"
"National Average Price","2015M02","Ladies' wash, cut and blow dry fee","Euro","39.014"
"National Average Price","2015M03","White, self raising flour per 2 kg","Euro","2.313"
"National Average Price","2015M03","Brown, wholemeal flour per 2 kg","Euro","2.981"
"National Average Price","2015M03","Bread, white sliced pan, large (800g)","Euro","1.268"
"National Average Price","2015M03","Bread, brown sliced pan, large (800g)","Euro","1.355"
"National Average Price","2015M03","Spaghetti per 500g","Euro","1.056"
"National Average Price","2015M03","Sirloin steak per kg","Euro","15.53"
"National Average Price","2015M03","Striploin steak per kg","Euro","21.709"
"National Average Price","2015M03","Roast beef - topside or rib per kg","Euro","13.239"
"National Average Price","2015M03","Sliced / diced beef pieces per kg","Euro","10.649"
"National Average Price","2015M03","Pork loin chops per kg","Euro","8.318"
"National Average Price","2015M03","Pork steak per kg","Euro","8.827"
"National Average Price","2015M03","Lamb - whole leg / half leg per kg","Euro","11.736"
"National Average Price","2015M03","Lamb loin chops per kg","Euro","18.019"
"National Average Price","2015M03","Lamb gigot chops per kg","Euro","13.324"
"National Average Price","2015M03","Uncooked chicken medium size 1.6kg","Euro","5.549"
"National Average Price","2015M03","Lamb's liver per kg","Euro","5.858"
"National Average Price","2015M03","Ham fillet per kg","Euro","5.818"
