"Statistic","Month","Consumer Item","UNIT","VALUE"
"National Average  Price","2010M08","White granulated sugar per kg.","Euro","0.987"
"National Average  Price","2010M08","Tea bags per 80","Euro","2.839"
"National Average  Price","2010M08","Spaghetti per 500g.","Euro","1.196"
"National Average  Price","2010M08","Jam per lb.","Euro","1.872"
"National Average  Price","2010M08","Marmalade per lb.","Euro","1.93"
"National Average  Price","2010M08","Orange juice per ltr.","Euro","1.359"
"National Average  Price","2010M08","Stout - take home (6 x 250ml)","Euro",""
"National Average  Price","2010M08","Lager - take home (500ml can)","Euro","1.777"
"National Average  Price","2010M08","Lager - take home (tray 12 by 330ml)","Euro","15.282"
"National Average  Price","2010M08","Cider - take home ( 500ml can)","Euro","2.203"
"National Average  Price","2010M08","Whiskey - take home (70cl bottle)","Euro","22.968"
"National Average  Price","2010M08","Brandy - take home (70cl bottle)","Euro","27.126"
"National Average  Price","2010M08","Vodka - take home (70cl bottle)","Euro","18.852"
"National Average  Price","2010M08","Flavoured alcoholic drinks - take home 275ml bottle","Euro","2.633"
"National Average  Price","2010M08","Cream liquer - take home (70cl bottle)","Euro","14.958"
"National Average  Price","2010M08","Sherry - take home (75cl bottle)","Euro","11.524"
"National Average  Price","2010M08","Table wine - take home (75cl bottle)","Euro","9.038"
"National Average  Price","2010M08","Stout - draught bar (1 pint)","Euro","3.975"
"National Average  Price","2010M08","Lager - draught lounge (1/2 pint)","Euro","2.527"
"National Average  Price","2010M08","Lager - draught lounge (1 pint)","Euro","4.358"
"National Average  Price","2010M08","Lager - bottled bar (330ml bottle)","Euro","4.379"
"National Average  Price","2010M08","Cider - draught bar (1 pint)","Euro","4.471"
"National Average  Price","2010M08","Ale - draught bar (1 pint)","Euro","4.004"
"National Average  Price","2010M08","Cider - bar (330ml bottle)","Euro","4.497"
"National Average  Price","2010M08","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.276"
"National Average  Price","2010M08","Whiskey - bar (single) per 1/2 glass","Euro","3.692"
"National Average  Price","2010M08","Brandy - bar (single) per 1/2 glass","Euro","4.269"
"National Average  Price","2010M08","Vodka - bar (single) per 1/2 glass","Euro","3.759"
"National Average  Price","2010M08","Wine - bar (187 ml bottle)","Euro","4.875"
"National Average  Price","2010M08","Filtered cigarettes per 20 pk.","Euro","8.449"
"National Average  Price","2010M08","Cinema fee","Euro","8.963"
"National Average  Price","2010M08","Nightclubs fee","Euro","10.521"
"National Average  Price","2010M08","Gent's haircut - dry cut fee","Euro","12.487"
"National Average  Price","2010M08","Gent's haircut - wash, cut and blow dry fee","Euro","20.03"
"National Average  Price","2010M08","Ladies shampoo, cut and blow dry fee","Euro","37.187"
"National Average  Price","2010M08","Petrol - unleaded per ltr.","Euro","1.322"
"National Average  Price","2010M08","Diesel per ltr.","Euro","1.242"
"National Average  Price","2010M08","Fillet/half leg pork per kg.","Euro",""
"National Average  Price","2010M08","1 litre, low fat milk per ltr.","Euro",""
"National Average  Price","2010M08","Large (size 2) eggs per dozen","Euro",""
"National Average  Price","2010M08","Medium (size 3) eggs per dozen","Euro",""
"National Average  Price","2010M08","White, plain flour per 2 kgs.","Euro",""
"National Average  Price","2010M08","Fine quality wine - take home (75cl bottle)","Euro",""
"National Average  Price","2010M09","Round steak per kg.","Euro","9.932"
"National Average  Price","2010M09","Sirloin steak per kg.","Euro","12.663"
"National Average  Price","2010M09","Striploin steak per kg.","Euro","20.35"
"National Average  Price","2010M09","Roast beef topside/rib per kg.","Euro","10.111"
"National Average  Price","2010M09","Sliced/diced beef pieces per kg.","Euro","9.277"
"National Average  Price","2010M09","Lamb whole leg per kg.","Euro","11.19"
"National Average  Price","2010M09","Lamb loin chops per kg.","Euro","17.349"
"National Average  Price","2010M09","Lamb gigot chops per kg.","Euro","11.782"
"National Average  Price","2010M09","Lamb pieces incl neck per kg.","Euro","10.985"
"National Average  Price","2010M09","Lambs liver per kg.","Euro","5.464"
"National Average  Price","2010M09","Roast loin of pork per kg.","Euro","8.135"
"National Average  Price","2010M09","Pork loin chops per kg.","Euro","8.392"
"National Average  Price","2010M09","Pork steak per kg.","Euro","9.435"
"National Average  Price","2010M09","Best back rashers per kg.","Euro","11.327"
"National Average  Price","2010M09","Ham fillet per kg.","Euro","6.466"
"National Average  Price","2010M09","Collar bacon per kg.","Euro","5.785"
"National Average  Price","2010M09","Uncooked chicken medium sized 1600g","Euro","5.721"
"National Average  Price","2010M09","Cooked ham per kg.","Euro","17.639"
"National Average  Price","2010M09","Pork sausages per kg.","Euro","5.774"
"National Average  Price","2010M09","Fillet of whiting per kg.","Euro","10.919"
"National Average  Price","2010M09","Cod fillets per kg.","Euro","15.977"
"National Average  Price","2010M09","Salmon steak per kg.","Euro","15.972"
"National Average  Price","2010M09","Fillet of plaice per kg.","Euro","15.945"
"National Average  Price","2010M09","Smoked salmon per kg.","Euro","28.451"
"National Average  Price","2010M09","Tomatoes tinned per 400g","Euro","0.906"
"National Average  Price","2010M09","Potatoes 2.5 kg.","Euro","3.269"
"National Average  Price","2010M09","Potatoes 10 kg.","Euro","6.628"
"National Average  Price","2010M09","Tomatoes per kg.","Euro","2.701"
"National Average  Price","2010M09","Onions per kg.","Euro","1.279"
"National Average  Price","2010M09","Broccoli per kg.","Euro","3.27"
"National Average  Price","2010M09","Carrots per kg.","Euro","1.289"
"National Average  Price","2010M09","Mushrooms per kg.","Euro","4.726"
"National Average  Price","2010M09","Grapes per kg.","Euro","5.405"
"National Average  Price","2010M09","Bananas per kg.","Euro","1.259"
"National Average  Price","2010M09","1 litre full fat milk per ltr.","Euro","1.107"
"National Average  Price","2010M09","2 litre full fat milk per 2 ltr.","Euro","1.787"
"National Average  Price","2010M09","Irish cheddar per kg.","Euro","11.462"
"National Average  Price","2010M09","Butter per lb.","Euro","2.443"
"National Average  Price","2010M09","Large (size 2) eggs per half dozen","Euro","1.772"
"National Average  Price","2010M09","Medium (size 3) eggs per half dozen","Euro","1.606"
"National Average  Price","2010M09","Bread white sliced, large (800g)","Euro","1.308"
"National Average  Price","2010M09","Bread brown sliced, large (800g)","Euro","1.647"
"National Average  Price","2010M09","White, self-raising flour per 2 kgs.","Euro","2.019"
"National Average  Price","2010M09","Brown, wholemeal flour per 2 kgs.","Euro","2.331"
"National Average  Price","2010M09","White granulated sugar per kg.","Euro","0.963"
"National Average  Price","2010M09","Tea bags per 80","Euro","2.719"
"National Average  Price","2010M09","Spaghetti per 500g.","Euro","1.19"
"National Average  Price","2010M09","Jam per lb.","Euro","1.85"
"National Average  Price","2010M09","Marmalade per lb.","Euro","1.943"
"National Average  Price","2010M09","Orange juice per ltr.","Euro","1.317"
"National Average  Price","2010M09","Stout - take home (6 x 250ml)","Euro",""
"National Average  Price","2010M09","Lager - take home (500ml can)","Euro","1.781"
"National Average  Price","2010M09","Lager - take home (tray 12 by 330ml)","Euro","15.526"
"National Average  Price","2010M09","Cider - take home ( 500ml can)","Euro","2.207"
"National Average  Price","2010M09","Whiskey - take home (70cl bottle)","Euro","23.059"
"National Average  Price","2010M09","Brandy - take home (70cl bottle)","Euro","27.37"
"National Average  Price","2010M09","Vodka - take home (70cl bottle)","Euro","19.022"
"National Average  Price","2010M09","Flavoured alcoholic drinks - take home 275ml bottle","Euro","2.678"
"National Average  Price","2010M09","Cream liquer - take home (70cl bottle)","Euro","16.403"
"National Average  Price","2010M09","Sherry - take home (75cl bottle)","Euro","11.538"
"National Average  Price","2010M09","Table wine - take home (75cl bottle)","Euro","8.912"
"National Average  Price","2010M09","Stout - draught bar (1 pint)","Euro","3.953"
"National Average  Price","2010M09","Lager - draught lounge (1/2 pint)","Euro","2.525"
"National Average  Price","2010M09","Lager - draught lounge (1 pint)","Euro","4.353"
"National Average  Price","2010M09","Lager - bottled bar (330ml bottle)","Euro","4.37"
"National Average  Price","2010M09","Cider - draught bar (1 pint)","Euro","4.468"
"National Average  Price","2010M09","Ale - draught bar (1 pint)","Euro","3.994"
"National Average  Price","2010M09","Cider - bar (330ml bottle)","Euro","4.481"
"National Average  Price","2010M09","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.252"
"National Average  Price","2010M09","Whiskey - bar (single) per 1/2 glass","Euro","3.692"
"National Average  Price","2010M09","Brandy - bar (single) per 1/2 glass","Euro","4.253"
"National Average  Price","2010M09","Vodka - bar (single) per 1/2 glass","Euro","3.754"
"National Average  Price","2010M09","Wine - bar (187 ml bottle)","Euro","4.909"
"National Average  Price","2010M09","Filtered cigarettes per 20 pk.","Euro","8.463"
"National Average  Price","2010M09","Cinema fee","Euro","8.96"
"National Average  Price","2010M09","Nightclubs fee","Euro","10.492"
"National Average  Price","2010M09","Gent's haircut - dry cut fee","Euro","12.459"
"National Average  Price","2010M09","Gent's haircut - wash, cut and blow dry fee","Euro","20.016"
"National Average  Price","2010M09","Ladies shampoo, cut and blow dry fee","Euro","36.9"
"National Average  Price","2010M09","Petrol - unleaded per ltr.","Euro","1.317"
"National Average  Price","2010M09","Diesel per ltr.","Euro","1.243"
"National Average  Price","2010M09","Fillet/half leg pork per kg.","Euro",""
"National Average  Price","2010M09","1 litre, low fat milk per ltr.","Euro",""
"National Average  Price","2010M09","Large (size 2) eggs per dozen","Euro",""
"National Average  Price","2010M09","Medium (size 3) eggs per dozen","Euro",""
"National Average  Price","2010M09","White, plain flour per 2 kgs.","Euro",""
"National Average  Price","2010M09","Fine quality wine - take home (75cl bottle)","Euro",""
"National Average  Price","2010M10","Round steak per kg.","Euro","10.493"
"National Average  Price","2010M10","Sirloin steak per kg.","Euro","12.76"
"National Average  Price","2010M10","Striploin steak per kg.","Euro","20.398"
"National Average  Price","2010M10","Roast beef topside/rib per kg.","Euro","10.78"
"National Average  Price","2010M10","Sliced/diced beef pieces per kg.","Euro","8.941"
"National Average  Price","2010M10","Lamb whole leg per kg.","Euro","10.377"
"National Average  Price","2010M10","Lamb loin chops per kg.","Euro","16.424"
"National Average  Price","2010M10","Lamb gigot chops per kg.","Euro","11.964"
"National Average  Price","2010M10","Lamb pieces incl neck per kg.","Euro","11.155"
"National Average  Price","2010M10","Lambs liver per kg.","Euro","5.467"
"National Average  Price","2010M10","Roast loin of pork per kg.","Euro","8.15"
"National Average  Price","2010M10","Pork loin chops per kg.","Euro","8.739"
"National Average  Price","2010M10","Pork steak per kg.","Euro","9.68"
"National Average  Price","2010M10","Best back rashers per kg.","Euro","11.473"
"National Average  Price","2010M10","Ham fillet per kg.","Euro","6.166"
"National Average  Price","2010M10","Collar bacon per kg.","Euro","5.739"
"National Average  Price","2010M10","Uncooked chicken medium sized 1600g","Euro","5.755"
"National Average  Price","2010M10","Cooked ham per kg.","Euro","17.499"
"National Average  Price","2010M10","Pork sausages per kg.","Euro","5.793"
"National Average  Price","2010M10","Fillet of whiting per kg.","Euro","10.176"
"National Average  Price","2010M10","Cod fillets per kg.","Euro","16.002"
"National Average  Price","2010M10","Salmon steak per kg.","Euro","16.148"
"National Average  Price","2010M10","Fillet of plaice per kg.","Euro","15.427"
"National Average  Price","2010M10","Smoked salmon per kg.","Euro","28.248"
"National Average  Price","2010M10","Tomatoes tinned per 400g","Euro","0.904"
"National Average  Price","2010M10","Potatoes 2.5 kg.","Euro","3.193"
"National Average  Price","2010M10","Potatoes 10 kg.","Euro","5.848"
"National Average  Price","2010M10","Tomatoes per kg.","Euro","2.724"
"National Average  Price","2010M10","Onions per kg.","Euro","1.262"
"National Average  Price","2010M10","Broccoli per kg.","Euro","3.053"
"National Average  Price","2010M10","Carrots per kg.","Euro","1.274"
"National Average  Price","2010M10","Mushrooms per kg.","Euro","4.727"
"National Average  Price","2010M10","Grapes per kg.","Euro","5.256"
"National Average  Price","2010M10","Bananas per kg.","Euro","1.257"
"National Average  Price","2010M10","1 litre full fat milk per ltr.","Euro","1.109"
"National Average  Price","2010M10","2 litre full fat milk per 2 ltr.","Euro","1.799"
"National Average  Price","2010M10","Irish cheddar per kg.","Euro","11.537"
"National Average  Price","2010M10","Butter per lb.","Euro","2.546"
"National Average  Price","2010M10","Large (size 2) eggs per half dozen","Euro","1.763"
"National Average  Price","2010M10","Medium (size 3) eggs per half dozen","Euro","1.572"
"National Average  Price","2010M10","Bread white sliced, large (800g)","Euro","1.328"
"National Average  Price","2010M10","Bread brown sliced, large (800g)","Euro","1.664"
"National Average  Price","2010M10","White, self-raising flour per 2 kgs.","Euro","2.174"
