"Date","Price","Open","High","Low","Change %"
"Feb 22, 2015","4.7423","4.7111","4.7671","4.6435","0.74%"
"Feb 15, 2015","4.7076","4.6423","4.7414","4.6416","1.18%"
"Feb 08, 2015","4.6528","4.5824","4.6764","4.5698","1.23%"
"Feb 01, 2015","4.5962","4.5250","4.6559","4.4917","1.26%"
"Jan 25, 2015","4.5388","4.6414","4.6848","4.5107","-2.28%"
"Jan 18, 2015","4.6445","4.8228","4.8586","4.6320","-4.00%"
"Jan 11, 2015","4.8380","4.8675","4.8868","4.7683","-0.60%"
"Jan 04, 2015","4.8670","4.7733","4.8758","4.7383","1.77%"
"Dec 28, 2014","4.7824","4.8175","4.8761","4.7706","-0.81%"
"Dec 21, 2014","4.8216","4.8130","4.8357","4.7931","0.02%"
"Dec 14, 2014","4.8204","4.8046","4.8598","4.7629","0.18%"
"Dec 07, 2014","4.8118","4.7378","4.8620","4.7011","1.45%"
"Nov 30, 2014","4.7428","4.8136","4.8689","4.7354","-1.69%"
"Nov 23, 2014","4.8243","4.8262","4.8678","4.7663","-0.11%"
"Nov 16, 2014","4.8294","4.8509","4.8875","4.7832","-0.37%"
"Nov 09, 2014","4.8475","4.7475","4.8690","4.7258","2.09%"
"Nov 02, 2014","4.7481","4.7435","4.7980","4.6856","-0.27%"
"Oct 26, 2014","4.7611","4.8062","4.8796","4.7513","-0.91%"
"Oct 19, 2014","4.8046","4.8573","4.9222","4.7739","-0.96%"
"Oct 12, 2014","4.8511","4.7934","4.9021","4.7830","1.23%"
"Oct 05, 2014","4.7923","4.7622","4.8909","4.7358","0.54%"
"Sep 28, 2014","4.7666","4.8235","4.8663","4.7313","-1.10%"
"Sep 21, 2014","4.8195","4.9955","5.0180","4.8159","-3.45%"
"Sep 14, 2014","4.9915","4.9939","5.0611","4.9586","-0.21%"
"Sep 07, 2014","5.0019","5.1071","5.1158","4.9939","-2.22%"
"Aug 31, 2014","5.1154","5.1344","5.1559","5.0777","-0.43%"
"Aug 24, 2014","5.1376","5.1696","5.1726","5.1155","-0.76%"
"Aug 17, 2014","5.1771","5.2168","5.2304","5.1337","-0.73%"
"Aug 10, 2014","5.2150","5.2065","5.2389","5.1754","0.11%"
"Aug 03, 2014","5.2091","5.2574","5.2724","5.1956","-1.05%"
"Jul 27, 2014","5.2642","5.2973","5.3072","5.2234","-0.60%"
"Jul 20, 2014","5.2961","5.3913","5.4131","5.2873","-1.93%"
"Jul 13, 2014","5.4006","5.4660","5.4771","5.3659","-1.23%"
"Jul 06, 2014","5.4678","5.4247","5.4823","5.4039","0.84%"
"Jun 29, 2014","5.4220","5.4524","5.4611","5.4135","-0.67%"
"Jun 22, 2014","5.4583","5.4082","5.4749","5.3972","0.84%"
"Jun 15, 2014","5.4131","5.3808","5.4440","5.3758","0.62%"
"Jun 08, 2014","5.3796","5.3037","5.4106","5.2908","1.22%"
"Jun 01, 2014","5.3145","5.3022","5.3470","5.2529","0.05%"
"May 25, 2014","5.3117","5.3255","5.3572","5.2729","-0.29%"
"May 18, 2014","5.3270","5.3778","5.4008","5.3206","-0.94%"
"May 11, 2014","5.3776","5.3719","5.4179","5.3626","0.25%"
"May 04, 2014","5.3642","5.4298","5.4679","5.3592","-1.14%"
"Apr 27, 2014","5.4259","5.3616","5.4278","5.3271","1.16%"
"Apr 20, 2014","5.3635","5.3350","5.3891","5.3232","0.31%"
"Apr 13, 2014","5.3467","5.3945","5.4111","5.3266","-0.92%"
"Apr 06, 2014","5.3961","5.3377","5.4306","5.3278","1.01%"
"Mar 30, 2014","5.3423","5.3807","5.4022","5.2875","-0.71%"
"Mar 23, 2014","5.3807","5.3142","5.4069","5.2788","1.26%"
"Mar 16, 2014","5.3137","5.2511","5.3524","5.2425","1.21%"
"Mar 09, 2014","5.2501","5.1884","5.2824","5.1700","1.18%"
"Mar 02, 2014","5.1887","5.1471","5.2230","5.1274","0.64%"
"Feb 23, 2014","5.1557","5.0480","5.1801","5.0329","2.18%"
"Feb 16, 2014","5.0456","5.0835","5.0914","5.0113","-0.65%"
"Feb 09, 2014","5.0785","5.0305","5.0912","5.0026","0.99%"
"Feb 02, 2014","5.0286","4.9044","5.0324","4.8796","2.57%"
"Jan 26, 2014","4.9027","4.9788","5.0276","4.8882","-1.31%"
"Jan 19, 2014","4.9679","4.9969","5.0514","4.9679","-0.60%"
"Jan 12, 2014","4.9981","5.0214","5.0957","4.9902","-0.54%"
"Jan 05, 2014","5.0251","5.0070","5.0358","4.9676","0.37%"
"Dec 29, 2013","5.0067","4.9480","5.0345","4.9255","1.24%"
"Dec 22, 2013","4.9456","4.9813","4.9909","4.9402","-0.78%"
"Dec 15, 2013","4.9846","5.0148","5.0325","4.9469","-0.69%"
"Dec 08, 2013","5.0191","5.0417","5.0618","4.9796","-0.39%"
"Dec 01, 2013","5.0388","4.9513","5.0454","4.9501","1.72%"
"Nov 24, 2013","4.9538","4.9883","5.0389","4.9262","-0.80%"
"Nov 17, 2013","4.9935","5.0762","5.1211","4.9508","-1.74%"
"Nov 10, 2013","5.0818","5.0201","5.0909","4.9750","1.19%"
"Nov 03, 2013","5.0222","5.0400","5.1300","5.0126","-0.41%"
"Oct 27, 2013","5.0431","5.0333","5.0765","4.9939","0.11%"
"Oct 20, 2013","5.0376","5.1799","5.2062","5.0309","-2.81%"
"Oct 13, 2013","5.1835","5.0844","5.2005","5.0678","1.76%"
"Oct 06, 2013","5.0938","5.0979","5.1178","5.0399","0.05%"
"Sep 29, 2013","5.0910","5.0659","5.1129","5.0156","0.42%"
"Sep 22, 2013","5.0697","5.1060","5.1395","5.0309","-1.03%"
"Sep 15, 2013","5.1223","4.9776","5.1669","4.9727","2.96%"
"Sep 08, 2013","4.9752","4.8975","5.0021","4.8707","1.63%"
"Sep 01, 2013","4.8955","4.7394","4.9108","4.7388","3.54%"
"Aug 25, 2013","4.7283","4.7844","4.8232","4.7271","-0.98%"
"Aug 18, 2013","4.7753","4.9534","4.9993","4.7491","-3.63%"
"Aug 11, 2013","4.9553","4.9169","4.9743","4.8563","0.69%"
"Aug 04, 2013","4.9214","4.7294","4.9348","4.7189","2.50%"
"Jul 28, 2013","4.8015","4.9531","4.9663","4.7900","-3.16%"
"Jul 21, 2013","4.9584","4.8500","4.9742","4.8408","1.84%"
"Jul 14, 2013","4.8689","4.7748","4.9057","4.7435","1.95%"
"Jul 07, 2013","4.7756","4.7232","4.8900","4.7140","1.02%"
"Jun 30, 2013","4.7273","4.7491","4.8164","4.7134","-0.51%"
"Jun 23, 2013","4.7517","4.7591","4.8340","4.7199","-0.10%"
"Jun 16, 2013","4.7564","4.9296","4.9643","4.7210","-3.61%"
"Jun 09, 2013","4.9344","4.8140","4.9896","4.7582","2.00%"
"Jun 02, 2013","4.8378","4.8843","4.9796","4.8189","-0.67%"
"May 26, 2013","4.8704","4.9601","5.0037","4.8671","-1.90%"
"May 19, 2013","4.9645","4.9552","5.0394","4.9106","0.23%"
"May 12, 2013","4.9529","5.0852","5.1135","4.9472","-2.84%"
"May 05, 2013","5.0979","5.2506","5.2705","5.0710","-2.94%"
"Apr 28, 2013","5.2524","5.2295","5.2929","5.2033","0.50%"
"Apr 21, 2013","5.2264","5.1956","5.2852","5.1635","0.48%"
"Apr 14, 2013","5.2012","5.3079","5.3160","5.1800","-2.17%"
"Apr 07, 2013","5.3164","5.2169","5.3793","5.2088","1.67%"
"Mar 31, 2013","5.2291","5.1914","5.2438","5.1830","0.55%"
"Mar 24, 2013","5.2003","5.1808","5.2172","5.1740","0.13%"
"Mar 17, 2013","5.1937","5.1129","5.1968","5.0979","1.02%"
"Mar 10, 2013","5.1413","5.0984","5.1526","5.0698","0.71%"
"Mar 03, 2013","5.1051","5.1212","5.1974","5.0859","-0.54%"
"Feb 24, 2013","5.1328","5.2140","5.2510","5.1112","-1.75%"
"Feb 17, 2013","5.2241","5.2607","5.3032","5.1869","-0.81%"
"Feb 10, 2013","5.2668","5.2108","5.3204","5.1772","1.13%"
"Feb 03, 2013","5.2082","5.2789","5.2883","5.1691","-1.03%"
"Jan 27, 2013","5.2622","5.1983","5.2777","5.1509","1.00%"
"Jan 20, 2013","5.2100","5.1990","5.2525","5.1773","0.17%"
"Jan 13, 2013","5.2014","5.2124","5.2493","5.1773","0.01%"
"Jan 06, 2013","5.2007","5.1730","5.2642","5.1597","0.33%"
"Dec 30, 2012","5.1838","5.1084","5.2303","5.1053","1.47%"
"Dec 23, 2012","5.1085","5.1297","5.1423","5.0835","-0.47%"
"Dec 16, 2012","5.1327","5.2774","5.2916","5.1204","-2.81%"
"Dec 09, 2012","5.2810","5.1802","5.2934","5.1668","1.80%"
"Dec 02, 2012","5.1875","5.1101","5.2016","5.0858","1.54%"
"Nov 25, 2012","5.1090","5.1277","5.1471","5.0883","-0.43%"
"Nov 18, 2012","5.1309","5.0706","5.1434","5.0513","1.29%"
"Nov 11, 2012","5.0655","5.0909","5.1096","5.0182","-0.39%"
"Nov 04, 2012","5.0852","5.1441","5.1869","5.0691","-1.22%"
"Oct 28, 2012","5.1480","5.1384","5.1786","5.1034","0.12%"
"Oct 21, 2012","5.1419","5.1014","5.1482","5.0582","0.82%"
"Oct 14, 2012","5.1000","5.1220","5.1496","5.0761","-0.35%"
"Oct 07, 2012","5.1178","5.1353","5.1828","5.1107","-0.46%"
"Sep 30, 2012","5.1417","5.2083","5.2423","5.1196","-1.39%"
"Sep 23, 2012","5.2142","5.2282","5.2648","5.1546","-0.25%"
"Sep 16, 2012","5.2271","5.2385","5.2599","5.1694","-0.13%"
"Sep 09, 2012","5.2341","5.1383","5.2835","5.1131","1.50%"
"Sep 02, 2012","5.1568","5.0825","5.1568","5.0209","1.15%"
"Aug 26, 2012","5.0982","5.1564","5.1677","5.0573","-1.14%"
"Aug 19, 2012","5.1568","5.1322","5.1987","5.1220","0.44%"
"Aug 12, 2012","5.1343","5.1649","5.1744","5.1072","-0.79%"
"Aug 05, 2012","5.1751","5.2137","5.2410","5.1386","-0.83%"
"Jul 29, 2012","5.2184","5.1716","5.2280","5.1345","1.00%"
"Jul 22, 2012","5.1666","5.0834","5.1717","4.9789","1.35%"
"Jul 15, 2012","5.0977","5.0878","5.1357","5.0437","0.40%"
"Jul 08, 2012","5.0775","5.0670","5.1009","5.0075","-0.03%"
"Jul 01, 2012","5.0789","5.0856","5.1430","5.0562","-0.28%"
"Jun 24, 2012","5.0934","5.0247","5.1144","4.9807","1.15%"
"Jun 17, 2012","5.0353","5.0321","5.1118","4.9910","0.41%"
"Jun 10, 2012","5.0148","4.9519","5.0313","4.8824","2.20%"
"Jun 03, 2012","4.9069","4.8029","4.9370","4.7708","2.01%"
"May 27, 2012","4.8103","4.8106","4.8667","4.7455","0.57%"
"May 20, 2012","4.7832","4.7916","4.8616","4.7211","-0.13%"
"May 13, 2012","4.7895","4.9266","4.9545","4.7568","-2.99%"
"May 06, 2012","4.9371","5.0009","5.0318","4.9272","-1.59%"
"Apr 29, 2012","5.0170","5.1907","5.1980","5.0025","-3.33%"
"Apr 22, 2012","5.1899","5.1552","5.1974","5.0996","0.44%"
"Apr 15, 2012","5.1674","5.1882","5.1947","5.1167","-0.43%"
"Apr 08, 2012","5.1897","5.1577","5.2566","5.1220","0.41%"
"Apr 01, 2012","5.1684","5.1841","5.2194","5.1136","0.26%"
"Mar 25, 2012","5.1549","5.1534","5.2135","5.1152","-0.22%"
"Mar 18, 2012","5.1663","5.2161","5.2445","5.0731","-0.89%"
"Mar 11, 2012","5.2127","5.1654","5.2242","5.1003","0.63%"
"Mar 04, 2012","5.1802","5.2292","5.2351","5.1068","-0.83%"
"Feb 26, 2012","5.2234","5.2679","5.3330","5.2154","-0.74%"
"Feb 19, 2012","5.2624","5.2807","5.3110","5.1997","0.25%"
"Feb 12, 2012","5.2491","5.2175","5.3100","5.1916","0.84%"
"Feb 05, 2012","5.2053","5.2565","5.2960","5.1942","-1.17%"
"Jan 29, 2012","5.2671","5.2121","5.2835","5.1604","0.92%"
"Jan 22, 2012","5.2189","5.1063","5.2259","5.0879","2.20%"
"Jan 15, 2012","5.1068","4.9947","5.1075","4.9897","1.98%"
"Jan 08, 2012","5.0076","4.9133","5.0418","4.9001","1.65%"
"Jan 01, 2012","4.9263","4.8847","4.9796","4.8737","0.55%"
"Dec 25, 2011","4.8995","4.8980","4.9237","4.8330","-0.18%"
"Dec 18, 2011","4.9085","4.8466","4.9312","4.7766","1.65%"
"Dec 11, 2011","4.8286","4.9309","4.9344","4.7527","-2.10%"
"Dec 04, 2011","4.9324","4.9688","5.0146","4.8586","-0.13%"
"Nov 27, 2011","4.9387","4.7877","4.9914","4.7647","4.70%"
"Nov 20, 2011","4.7169","4.8017","4.8182","4.6925","-1.83%"
"Nov 13, 2011","4.8048","5.0181","5.0288","4.7985","-3.57%"
"Nov 06, 2011","4.9829","5.0536","5.0801","4.9037","-1.02%"
"Oct 30, 2011","5.0341","5.2115","5.2332","4.9519","-3.73%"
"Oct 23, 2011","5.2294","5.1167","5.2553","5.0255","1.98%"
"Oct 16, 2011","5.1281","5.1187","5.1465","5.0123","-0.19%"
"Oct 09, 2011","5.1377","4.8937","5.1409","4.8899","4.72%"
"Oct 02, 2011","4.9062","4.8581","4.9776","4.7592","1.02%"
"Sep 25, 2011","4.8566","4.9359","5.0979","4.8492","-2.13%"
"Sep 18, 2011","4.9622","5.2592","5.3022","4.9320","-6.25%"
"Sep 11, 2011","5.2931","5.2401","5.3311","5.1798","0.80%"
"Sep 04, 2011","5.2511","5.3870","5.4015","5.2311","-3.00%"
"Aug 28, 2011","5.4137","5.3647","5.4689","5.3494","0.78%"
"Aug 21, 2011","5.3719","5.2253","5.3898","5.2099","2.73%"
"Aug 14, 2011","5.2292","5.3220","5.3945","5.2151","-1.66%"
"Aug 07, 2011","5.3176","5.4232","5.4256","5.1259","-2.11%"
"Jul 31, 2011","5.4320","5.6572","5.6922","5.3233","-4.01%"
"Jul 24, 2011","5.6591","5.5755","5.6668","5.5461","1.51%"
"Jul 17, 2011","5.5751","5.4594","5.5947","5.4307","1.99%"
"Jul 10, 2011","5.4662","5.3901","5.5039","5.2469","0.91%"
"Jul 03, 2011","5.4170","5.3474","5.4228","5.3212","1.24%"
"Jun 26, 2011","5.3505","5.2245","5.3831","5.1767","1.88%"
"Jun 19, 2011","5.2516","5.2413","5.2995","5.2003","-0.21%"
"Jun 12, 2011","5.2626","5.3169","5.3321","5.1590","-1.12%"
"Jun 05, 2011","5.3220","5.2845","5.3774","5.2573","0.70%"
"May 29, 2011","5.2851","5.3131","5.3583","5.2258","-0.64%"
"May 22, 2011","5.3194","5.1570","5.3247","5.1090","2.88%"
"May 15, 2011","5.1704","5.1065","5.2039","5.0438","1.16%"
"May 08, 2011","5.1110","5.1297","5.1968","5.0890","-0.50%"
"May 01, 2011","5.1368","5.2511","5.2741","5.0710","-2.29%"
"Apr 24, 2011","5.2571","5.2210","5.2890","5.1793","0.74%"
"Apr 17, 2011","5.2187","5.2195","5.2446","5.1071","-0.07%"
"Apr 10, 2011","5.2225","5.1110","5.2323","5.0681","2.07%"
"Apr 03, 2011","5.1165","5.0260","5.1242","5.0046","1.80%"
"Mar 27, 2011","5.0258","4.9248","5.0336","4.9109","1.73%"
"Mar 20, 2011","4.9401","4.7887","4.9709","4.7874","2.86%"
"Mar 13, 2011","4.8026","4.8702","4.8794","4.6742","-1.75%"
"Mar 06, 2011","4.8881","4.8412","4.9039","4.8077","0.75%"
"Feb 27, 2011","4.8518","4.9331","4.9743","4.8162","-1.76%"
"Feb 20, 2011","4.9387","5.0140","5.0350","4.8806","-1.39%"
"Feb 13, 2011","5.0084","4.9873","5.0327","4.9413","-0.09%"
"Feb 06, 2011","5.0131","5.0383","5.1113","4.9768","-0.60%"
"Jan 30, 2011","5.0435","5.0648","5.1648","5.0245","-0.85%"
"Jan 23, 2011","5.0866","4.9874","5.1299","4.9751","1.92%"
"Jan 16, 2011","4.9910","5.0593","5.1274","4.9546","-1.16%"
"Jan 09, 2011","5.0497","5.0270","5.1048","4.9911","0.14%"
"Jan 02, 2011","5.0428","5.1112","5.1322","4.9898","-1.84%"
"Dec 26, 2010","5.1374","4.9490","5.1519","4.9373","3.49%"
"Dec 19, 2010","4.9640","4.8944","4.9898","4.8794","1.22%"
"Dec 12, 2010","4.9041","4.9693","5.0526","4.8817","-1.56%"
"Dec 05, 2010","4.9818","5.0910","5.1029","4.9496","-2.45%"
"Nov 28, 2010","5.1071","5.0106","5.1165","4.9289","2.08%"
"Nov 21, 2010","5.0031","5.1757","5.2035","4.9840","-3.24%"
"Nov 14, 2010","5.1706","5.1608","5.1812","5.0700","0.56%"
"Nov 07, 2010","5.1417","5.2821","5.2882","5.1110","-3.07%"
"Oct 31, 2010","5.3046","5.1064","5.3153","5.0888","3.75%"
"Oct 24, 2010","5.1128","4.9791","5.1181","4.9449","2.83%"
"Oct 17, 2010","4.9719","5.0129","5.0505","4.9312","-0.94%"
"Oct 10, 2010","5.0189","5.0406","5.0909","4.9855","-0.49%"
"Oct 03, 2010","5.0434","4.9763","5.0838","4.9073","1.26%"
"Sep 26, 2010","4.9807","4.9304","4.9941","4.8854","1.22%"
"Sep 19, 2010","4.9208","4.8876","4.9737","4.8618","0.81%"
"Sep 12, 2010","4.8814","4.9495","4.9889","4.8493","-1.02%"
"Sep 05, 2010","4.9317","4.8888","4.9452","4.8634","0.55%"
"Aug 29, 2010","4.9045","4.8420","4.9123","4.7390","1.50%"
"Aug 22, 2010","4.8320","4.7863","4.8565","4.7216","0.69%"
"Aug 15, 2010","4.7987","4.7932","4.8858","4.7504","0.04%"
"Aug 08, 2010","4.7970","4.9630","4.9739","4.7857","-3.35%"
"Aug 01, 2010","4.9635","4.9223","4.9841","4.9039","0.93%"
"Jul 25, 2010","4.9179","4.9300","5.0161","4.8051","-0.28%"
"Jul 18, 2010","4.9317","4.8008","4.9459","4.7614","2.43%"
"Jul 11, 2010","4.8149","4.8115","4.9494","4.7762","-0.07%"
"Jul 04, 2010","4.8185","4.6604","4.8201","4.6212","3.37%"
"Jun 27, 2010","4.6612","4.8543","4.8558","4.6061","-3.89%"
"Jun 20, 2010","4.8499","4.8565","4.8800","4.7483","0.50%"
"Jun 13, 2010","4.8258","4.7182","4.8312","4.7027","2.37%"
"Jun 06, 2010","4.7142","4.5677","4.7231","4.4862","2.94%"
"May 30, 2010","4.5797","4.6249","4.7131","4.5608","-1.35%"
"May 23, 2010","4.6422","4.6138","4.6886","4.4811","0.21%"
"May 16, 2010","4.6323","4.8207","4.8319","4.5179","-4.09%"
"May 09, 2010","4.8300","4.9177","4.9831","4.8173","-0.94%"
"May 02, 2010","4.8759","4.9759","4.9988","4.7833","-1.76%"
"Apr 25, 2010","4.9633","4.8929","5.0015","4.8441","1.35%"
"Apr 18, 2010","4.8974","4.8309","4.9042","4.8131","1.29%"
"Apr 11, 2010","4.8349","4.8961","4.9096","4.8193","-1.02%"
"Apr 04, 2010","4.8845","4.8209","4.8961","4.7514","1.35%"
"Mar 28, 2010","4.8195","4.8109","4.8703","4.7992","0.38%"
"Mar 21, 2010","4.8011","4.8243","4.8490","4.7738","-0.69%"
"Mar 14, 2010","4.8346","4.7983","4.9010","4.7658","1.01%"
"Mar 07, 2010","4.7861","4.7372","4.8465","4.7372","0.67%"
"Feb 28, 2010","4.7543","4.7692","4.7915","4.6736","-0.19%"
"Feb 21, 2010","4.7632","4.7844","4.8208","4.6715","-0.25%"
"Feb 14, 2010","4.7752","4.7521","4.8385","4.7298","0.33%"
"Feb 07, 2010","4.7594","4.6994","4.7999","4.6509","1.33%"
"Jan 31, 2010","4.6967","4.7808","4.8825","4.6447","-1.89%"
"Jan 24, 2010","4.7870","4.8574","4.8954","4.7842","-1.27%"
"Jan 17, 2010","4.8486","5.0089","5.0588","4.8383","-3.81%"
"Jan 10, 2010","5.0404","5.0502","5.0819","5.0211","0.20%"
"Jan 03, 2010","5.0302","4.9385","5.0705","4.9102","1.49%"
"Dec 27, 2009","4.9564","4.8177","4.9802","4.8130","2.77%"
"Dec 20, 2009","4.8229","4.8547","4.8599","4.7588","-0.75%"
"Dec 13, 2009","4.8592","4.9406","4.9876","4.8219","-1.85%"
"Dec 06, 2009","4.9510","4.8807","5.0018","4.8059","1.17%"
"Nov 29, 2009","4.8937","4.8693","4.9847","4.8570","0.87%"
"Nov 22, 2009","4.8516","4.9419","5.0352","4.7952","-1.94%"
"Nov 15, 2009","4.9478","5.0717","5.1366","4.9121","-2.61%"
"Nov 08, 2009","5.0805","5.0148","5.0957","4.9862","2.48%"
"Nov 01, 2009","4.9577","4.8713","4.9911","4.8317","1.09%"
"Oct 25, 2009","4.9042","5.1381","5.1691","4.8829","-4.81%"
"Oct 18, 2009","5.1521","5.0401","5.2143","5.0280","1.81%"
"Oct 11, 2009","5.0603","5.0098","5.1211","4.9491","1.00%"
"Oct 04, 2009","5.0100","4.8901","5.0889","4.8692","2.51%"
"Sep 27, 2009","4.8871","4.8918","4.9528","4.8296","-0.49%"
"Sep 20, 2009","4.9114","4.8294","4.9909","4.7890","1.42%"
"Sep 13, 2009","4.8425","4.8178","4.8900","4.7517","0.23%"
"Sep 06, 2009","4.8312","4.7027","4.8428","4.6930","2.92%"
"Aug 30, 2009","4.6941","4.6724","4.7119","4.5643","0.45%"
"Aug 23, 2009","4.6731","4.6801","4.7146","4.6251","0.16%"
"Aug 16, 2009","4.6658","4.6089","4.6925","4.5383","0.68%"
"Aug 09, 2009","4.6344","4.5697","4.7072","4.5071","0.96%"
"Aug 02, 2009","4.5903","4.5070","4.6627","4.5002","1.52%"
"Jul 26, 2009","4.5214","4.4868","4.5329","4.4199","0.92%"
"Jul 19, 2009","4.4804","4.4052","4.5311","4.4018","1.75%"
"Jul 12, 2009","4.4035","4.2901","4.4511","4.2307","2.70%"
"Jul 05, 2009","4.2878","4.2905","4.3713","4.2319","-0.39%"
"Jun 28, 2009","4.3045","4.4087","4.4804","4.2756","-2.44%"
"Jun 21, 2009","4.4120","4.3928","4.4331","4.2726","0.44%"
"Jun 14, 2009","4.3927","4.3677","4.4330","4.2625","-0.05%"
"Jun 07, 2009","4.3951","4.2699","4.4249","4.2034","2.78%"
"May 31, 2009","4.2761","4.3780","4.5082","4.2466","-2.20%"
"May 24, 2009","4.3721","4.2028","4.3796","4.1570","3.27%"
"May 17, 2009","4.2338","3.9993","4.2590","3.9754","5.91%"
"May 10, 2009","3.9977","4.1185","4.1844","3.9788","-2.98%"
"May 03, 2009","4.1205","3.9047","4.1328","3.8935","5.84%"
"Apr 26, 2009","3.8930","3.8752","3.9451","3.7733","-0.39%"
"Apr 19, 2009","3.9082","3.8911","3.9191","3.7466","0.84%"
"Apr 12, 2009","3.8758","4.0002","4.0571","3.8590","-2.75%"
"Apr 05, 2009","3.9854","4.0090","4.0858","3.8890","-0.48%"
"Mar 29, 2009","4.0045","3.8732","4.0315","3.7763","2.87%"
"Mar 22, 2009","3.8926","3.8187","3.9638","3.7896","2.03%"
"Mar 15, 2009","3.8150","3.5735","3.8423","3.5558","6.26%"
"Mar 08, 2009","3.5904","3.4396","3.6065","3.3583","4.40%"
"Mar 01, 2009","3.4391","3.4102","3.4836","3.3448","0.49%"
"Feb 22, 2009","3.4222","3.4799","3.5529","3.4061","-2.20%"
"Feb 15, 2009","3.4993","3.5605","3.5771","3.4213","-2.22%"
"Feb 08, 2009","3.5789","3.6199","3.7266","3.5081","-1.63%"
"Feb 01, 2009","3.6383","3.4644","3.6698","3.3954","4.81%"
"Jan 25, 2009","3.4712","3.6186","3.6774","3.4490","-4.44%"
"Jan 18, 2009","3.6326","3.7651","3.7912","3.5295","-2.86%"
"Jan 11, 2009","3.7397","4.0197","4.0347","3.6041","-7.33%"
"Jan 04, 2009","4.0357","4.0103","4.1253","3.9621","1.06%"
"Dec 28, 2008","3.9932","3.9581","4.0191","3.9107","0.97%"
"Dec 21, 2008","3.9550","3.9298","3.9892","3.8698","0.36%"
"Dec 14, 2008","3.9407","3.7412","4.1605","3.7118","5.64%"
"Dec 07, 2008","3.7302","3.6861","3.8202","3.6538","1.53%"
"Nov 30, 2008","3.6741","3.7226","3.7277","3.5741","-2.17%"
"Nov 23, 2008","3.7556","3.6746","3.8165","3.6068","2.72%"
"Nov 16, 2008","3.6562","3.7427","3.8391","3.5441","-3.12%"
"Nov 09, 2008","3.7738","4.0885","4.1281","3.7597","-6.31%"
"Nov 02, 2008","4.0281","3.9912","4.1905","3.9492","1.12%"
"Oct 26, 2008","3.9833","3.7946","4.1263","3.6627","4.41%"
"Oct 19, 2008","3.8149","4.1646","4.2777","3.7555","-8.82%"
"Oct 12, 2008","4.1839","4.1438","4.3389","4.0316","2.95%"
"Oct 05, 2008","4.0641","4.5096","4.5188","3.9430","-10.16%"
"Sep 28, 2008","4.5236","4.6807","4.7152","4.4815","-3.67%"
"Sep 21, 2008","4.6957","4.7131","4.7514","4.6127","-0.14%"
"Sep 14, 2008","4.7025","4.5596","4.7176","4.4309","2.94%"
"Sep 07, 2008","4.5682","4.6780","4.6832","4.4038","-0.17%"
"Aug 31, 2008","4.5762","4.7896","4.7959","4.5019","-4.75%"
"Aug 24, 2008","4.8044","4.8439","4.8578","4.7217","-0.83%"
"Aug 17, 2008","4.8448","4.8396","4.9407","4.8293","-0.15%"
"Aug 10, 2008","4.8519","4.8068","4.8649","4.6782","0.45%"
"Aug 03, 2008","4.8304","4.9851","5.0280","4.7865","-2.94%"
"Jul 27, 2008","4.9766","5.0644","5.1035","4.9550","-1.59%"
"Jul 20, 2008","5.0570","5.1868","5.2161","5.0394","-2.74%"
"Jul 13, 2008","5.1992","5.2082","5.2953","5.1665","0.04%"
"Jul 06, 2008","5.1970","5.2004","5.2285","5.1295","-0.29%"
"Jun 29, 2008","5.2122","5.2202","5.2557","5.1636","-0.12%"
"Jun 22, 2008","5.2183","5.2319","5.2576","5.1688","-0.38%"
"Jun 15, 2008","5.2382","5.1888","5.2636","5.1636","1.16%"
"Jun 08, 2008","5.1779","5.3196","5.3343","5.1370","-2.57%"
"Jun 01, 2008","5.3145","5.4306","5.4690","5.2859","-2.24%"
"May 25, 2008","5.4360","5.4481","5.5020","5.3864","-0.19%"
"May 18, 2008","5.4464","5.4131","5.4855","5.3683","0.61%"
"May 11, 2008","5.4136","5.3630","5.4171","5.2695","0.71%"
"May 04, 2008","5.3757","5.4527","5.5462","5.3427","-1.46%"
"Apr 27, 2008","5.4552","5.4870","5.5247","5.3934","-0.36%"
"Apr 20, 2008","5.4748","5.5284","5.6134","5.4507","-0.95%"
"Apr 13, 2008","5.5273","5.5242","5.5631","5.4701","-0.52%"
"Apr 06, 2008","5.5562","5.5313","5.6133","5.5061","0.35%"
"Mar 30, 2008","5.5368","5.5762","5.5810","5.4536","-0.86%"
"Mar 23, 2008","5.5847","5.5763","5.6954","5.5567","0.01%"
"Mar 16, 2008","5.5839","5.7480","5.8158","5.5427","-3.20%"
"Mar 09, 2008","5.7682","5.6305","5.8247","5.5931","2.12%"
"Mar 02, 2008","5.6482","5.6842","5.7396","5.6198","-0.59%"
"Feb 24, 2008","5.6817","5.7656","5.8674","5.6664","-1.69%"
"Feb 17, 2008","5.7791","5.6728","5.7855","5.6433","1.79%"
"Feb 10, 2008","5.6776","5.6578","5.7226","5.6211","0.25%"
"Feb 03, 2008","5.6633","5.6899","5.7343","5.5873","-0.67%"
"Jan 27, 2008","5.7015","5.5324","5.7188","5.5165","2.72%"
"Jan 20, 2008","5.5507","5.4989","5.5965","5.3390","0.76%"
"Jan 13, 2008","5.5088","5.6654","5.7464","5.4786","-3.16%"
"Jan 06, 2008","5.6887","5.5693","5.7250","5.5276","2.20%"
"Dec 30, 2007","5.5664","5.6486","5.6932","5.5620","-1.57%"
