DATE,AUSCPIALLQINMEI
1960-01-01,6.96540515439981
1960-04-01,7.05827722312514
1960-07-01,7.15114929185048
1960-10-01,7.24402136057581
1961-01-01,7.24402136057581
1961-04-01,7.33689342930114
1961-07-01,7.24402136057581
1961-10-01,7.24402136057581
1962-01-01,7.24402136057581
1962-04-01,7.24402136057581
1962-07-01,7.24402136057581
1962-10-01,7.24402136057581
1963-01-01,7.24402136057581
1963-04-01,7.24402136057581
1963-07-01,7.33689342930114
1963-10-01,7.33689342930114
1964-01-01,7.42976549802647
1964-04-01,7.42976549802647
1964-07-01,7.5226375667518
1964-10-01,7.61550963547713
1965-01-01,7.61550963547713
1965-04-01,7.70838170420246
1965-07-01,7.80125377292779
1965-10-01,7.89412584165312
1966-01-01,7.98699791037845
1966-04-01,7.98699791037845
1966-07-01,7.98699791037845
1966-10-01,8.07986997910378
1967-01-01,8.17274204782911
1967-04-01,8.26561411655445
1967-07-01,8.35848618527978
1967-10-01,8.35848618527978
1968-01-01,8.45135825400511
1968-04-01,8.45135825400511
1968-07-01,8.54423032273044
1968-10-01,8.54423032273044
1969-01-01,8.7299744601811
1969-04-01,8.7299744601811
1969-07-01,8.82284652890643
1969-10-01,8.82284652890643
1970-01-01,8.91571859763176
1970-04-01,9.00859066635709
1970-07-01,9.10146273508242
1970-10-01,9.28720687253309
1971-01-01,9.38007894125842
1971-04-01,9.47295100998374
1971-07-01,9.75156721615974
1971-10-01,9.9373113536104
1972-01-01,10.0301834223357
1972-04-01,10.1230554910611
1972-07-01,10.3087996285117
1972-10-01,10.4016716972371
1973-01-01,10.5874158346877
1973-04-01,10.958904109589
1973-07-01,11.3303923844904
1973-10-01,11.7018806593917
1974-01-01,12.073368934293
1974-04-01,12.5377292779197
1974-07-01,13.187833758997
1974-10-01,13.6521941026236
1975-01-01,14.2094265149756
1975-04-01,14.6737868586023
1975-07-01,14.7666589273276
1975-10-01,15.6025075458556
1976-01-01,16.0668678894822
1976-04-01,16.4383561643836
1976-07-01,16.8098444392849
1976-10-01,17.8314371952635
1977-01-01,18.2029254701648
1977-04-01,18.6672858137915
1977-07-01,19.0387740886928
1977-10-01,19.5031344323195
1978-01-01,19.7817506384955
1978-04-01,20.1532389133968
1978-07-01,20.5247271882981
1978-10-01,20.9890875319248
1979-01-01,21.3605758068261
1979-04-01,21.9178082191781
1979-07-01,22.4750406315301
1979-10-01,23.1251451126074
1980-01-01,23.589505456234
1980-04-01,24.3324820060367
1980-07-01,24.703970280938
1980-10-01,25.26120269329
1981-01-01,25.818435105642
1981-04-01,26.375667517994
1981-07-01,26.9328999303459
1981-10-01,28.0473647550499
1982-01-01,28.6045971674019
1982-04-01,29.2547016484792
1982-07-01,30.2762944044579
1982-10-01,31.2050150917112
1983-01-01,31.8551195727885
1983-04-01,32.5052240538658
1983-07-01,33.0624564662178
1983-10-01,33.8983050847458
1984-01-01,33.7125609472951
1984-04-01,33.8054330160204
1984-07-01,34.2697933596471
1984-10-01,34.7341537032737
1985-01-01,35.1985140469004
1985-04-01,36.0343626654284
1985-07-01,36.8702112839564
1985-10-01,37.613187833759
1986-01-01,38.449036452287
1986-04-01,39.0991409333643
1986-07-01,40.1207336893429
1986-10-01,41.2351985140469
1987-01-01,42.0710471325749
1987-04-01,42.7211516136522
1987-07-01,43.4641281634548
1987-10-01,44.2071047132575
1988-01-01,44.9500812630601
1988-04-01,45.7859298815881
1988-07-01,46.6217785001161
1988-10-01,47.5504991873694
1989-01-01,48.014859530996
1989-04-01,49.2221964244254
1989-07-01,50.3366612491293
1989-10-01,51.2653819363826
1990-01-01,52.1941026236359
1990-04-01,53.0299512421639
1990-07-01,53.4014395170652
1990-10-01,54.7945205479452
1991-01-01,54.7016484792199
1991-04-01,54.7945205479452
1991-07-01,55.0731367541212
1991-10-01,55.6303691664732
1992-01-01,55.6303691664732
1992-04-01,55.4446250290225
1992-07-01,55.5374970977478
1992-10-01,55.8161133039238
1993-01-01,56.2804736475505
1993-04-01,56.4662177850012
1993-07-01,56.7448339911772
1993-10-01,56.8377060599025
1994-01-01,57.1163222660785
1994-04-01,57.4878105409798
1994-07-01,57.8592988158811
1994-10-01,58.3236591595078
1995-01-01,59.2523798467611
1995-04-01,60.0882284652891
1995-07-01,60.8312050150917
1995-10-01,61.2955653587184
1996-01-01,61.481309496169
1996-04-01,61.9456698397957
1996-07-01,62.1314139772463
1996-10-01,62.2242860459717
1997-01-01,62.317158114697
1997-04-01,62.1314139772463
1997-07-01,61.8527977710703
1997-10-01,62.038541908521
1998-01-01,62.2242860459717
1998-04-01,62.595774320873
1998-07-01,62.6886463895983
1998-10-01,62.9672625957743
1999-01-01,62.9672625957743
1999-04-01,63.2458788019503
1999-07-01,63.8031112143023
1999-10-01,64.1745994892036
2000-01-01,64.7318319015556
2000-04-01,65.1961922451823
2000-07-01,67.7037381007662
2000-10-01,67.8894822382168
2001-01-01,68.6324587880195
2001-04-01,69.1896912003715
2001-07-01,69.3754353378221
2001-10-01,70.0255398188995
2002-01-01,70.6756442999768
2002-04-01,71.1400046436034
2002-07-01,71.6043649872301
2002-10-01,72.0687253308567
2003-01-01,72.99744601811
2003-04-01,72.99744601811
2003-07-01,73.4618063617367
2003-10-01,73.833294636638
2004-01-01,74.4833991177154
2004-04-01,74.8548873926166
2004-07-01,75.1335035987926
2004-10-01,75.6907360111446
2005-01-01,76.2479684234966
2005-04-01,76.7123287671233
2005-07-01,77.4553053169259
2005-10-01,77.8267935918272
2006-01-01,78.4768980729046
2006-04-01,79.7771070350592
2006-07-01,80.5200835848618
2006-10-01,80.4272115161365
2007-01-01,80.4272115161365
2007-04-01,81.4488042721152
2007-07-01,82.0060366844671
2007-10-01,82.7490132342698
2008-01-01,83.8634780589738
2008-04-01,85.070814952403
2008-07-01,86.0924077083817
2008-10-01,85.8137915022057
2009-01-01,85.906663570931
2009-04-01,86.2781518458324
2009-07-01,87.1140004643603
2009-10-01,87.578360807987
2010-01-01,88.414209426515
2010-04-01,88.971441838867
2010-07-01,89.6215463199443
2010-10-01,89.9930345948456
2011-01-01,91.2932435570002
2011-04-01,92.1290921755282
2011-07-01,92.6863245878802
2011-10-01,92.6863245878802
2012-01-01,92.7791966566055
2012-04-01,93.2435570002322
2012-07-01,94.5437659623868
2012-10-01,94.7295100998375
2013-01-01,95.1009983747388
2013-04-01,95.4724866496401
2013-07-01,96.5869514743441
2013-10-01,97.3299280241467
2014-01-01,97.8871604364987
2014-04-01,98.3515207801254
2014-07-01,98.815881123752
2014-10-01,99.0016252612027
2015-01-01,99.1873693986534
2015-04-01,99.8374738797306
2015-07-01,100.301834223357
2015-10-01,100.673322498259
2016-01-01,100.487578360808
2016-04-01,100.859066635709
2016-07-01,101.602043185512
2016-10-01,102.159275597864
2017-01-01,102.623635941491
2017-04-01,102.809380078941
2017-07-01,103.459484560019
2017-10-01,104.109589041096
2018-01-01,104.573949384723
2018-04-01,104.945437659624
2018-07-01,105.409798003251
2018-10-01,105.967030415602
2019-01-01,105.967030415602
2019-04-01,106.61713489668
2019-07-01,107.174367309032
2019-10-01,107.917343858834
2020-01-01,108.288832133736
2020-04-01,106.245646621778
2020-07-01,107.917343858834
2020-10-01,108.846064546088
2021-01-01,109.496169027165
2021-04-01,110.332017645693
2021-07-01,111.167866264221
2021-10-01,112.653819363826
