"Date","Price","Open","High","Low","Change %"
"Jun 12","0.8056","0.8022","0.8157","0.7982","0.44%"
"May 12","0.8021","0.8156","0.8199","0.7949","-1.66%"
"Apr 12","0.8156","0.8259","0.8360","0.8122","-2.10%"
"Mar 12","0.8331","0.8370","0.8425","0.8282","-0.48%"
"Feb 12","0.8371","0.8300","0.8507","0.8261","0.89%"
"Jan 12","0.8297","0.8342","0.8409","0.8220","-0.37%"
"Dec 11","0.8328","0.8559","0.8627","0.8302","-2.74%"
"Nov 11","0.8563","0.8615","0.8666","0.8483","-0.55%"
"Oct 11","0.8610","0.8562","0.8832","0.8529","0.27%"
"Sep 11","0.8587","0.8848","0.8859","0.8531","-2.91%"
"Aug 11","0.8844","0.8756","0.8888","0.8642","0.90%"
"Jul 11","0.8765","0.9033","0.9085","0.8703","-3.01%"
"Jun 11","0.9037","0.8747","0.9070","0.8721","3.29%"
"May 11","0.8749","0.8870","0.9043","0.8608","-1.23%"
"Apr 11","0.8858","0.8835","0.8939","0.8712","0.28%"
"Mar 11","0.8833","0.8488","0.8855","0.8459","4.05%"
"Feb 11","0.8489","0.8546","0.8593","0.8355","-0.68%"
"Jan 11","0.8547","0.8570","0.8675","0.8284","-0.33%"
"Dec 10","0.8575","0.8345","0.8650","0.8333","2.74%"
"Nov 10","0.8346","0.8703","0.8820","0.8340","-4.04%"
"Oct 10","0.8697","0.8677","0.8944","0.8627","0.23%"
"Sep 10","0.8677","0.8263","0.8687","0.8199","4.97%"
"Aug 10","0.8266","0.8306","0.8364","0.8139","-0.64%"
"Jul 10","0.8319","0.8188","0.8537","0.8165","1.64%"
"Jun 10","0.8185","0.8466","0.8478","0.8067","-3.28%"
"May 10","0.8463","0.8710","0.8807","0.8420","-2.82%"
"Apr 10","0.8709","0.8900","0.8907","0.8599","-2.15%"
"Mar 10","0.8900","0.8988","0.9152","0.8869","-0.38%"
"Feb 10","0.8934","0.8693","0.8977","0.8655","3.10%"
"Jan 10","0.8665","0.8867","0.9029","0.8599","-2.22%"
"Dec 09","0.8862","0.9126","0.9153","0.8849","-2.86%"
"Nov 09","0.9123","0.8963","0.9156","0.8832","1.92%"
"Oct 09","0.8951","0.9145","0.9414","0.8911","-2.10%"
"Sep 09","0.9143","0.8801","0.9303","0.8702","3.91%"
"Aug 09","0.8799","0.8537","0.8841","0.8457","3.25%"
"Jul 09","0.8522","0.8524","0.8702","0.8504","0.01%"
"Jun 09","0.8521","0.8730","0.8870","0.8400","-2.57%"
"May 09","0.8746","0.8949","0.9040","0.8652","-2.17%"
"Apr 09","0.8940","0.9243","0.9256","0.8783","-3.36%"
"Mar 09","0.9251","0.8836","0.9497","0.8811","4.48%"
"Feb 09","0.8854","0.8825","0.9084","0.8637","0.49%"
"Jan 09","0.8811","0.9555","0.9653","0.8808","-7.81%"
"Dec 08","0.9557","0.8271","0.9805","0.8240","15.86%"
"Nov 08","0.8249","0.7930","0.8665","0.7840","4.11%"
"Oct 08","0.7923","0.7919","0.8196","0.7695","0.05%"
"Sep 08","0.7919","0.8112","0.8188","0.7843","-1.70%"
"Aug 08","0.8056","0.7864","0.8077","0.7791","2.44%"
"Jul 08","0.7864","0.7903","0.8023","0.7840","-0.52%"
"Jun 08","0.7905","0.7869","0.8035","0.7847","0.75%"
"May 08","0.7846","0.7857","0.8037","0.7766","-0.20%"
"Apr 08","0.7862","0.7948","0.8099","0.7821","-1.17%"
"Mar 08","0.7955","0.7639","0.7982","0.7591","4.11%"
"Feb 08","0.7641","0.7476","0.7680","0.7401","2.18%"
"Jan 08","0.7478","0.7340","0.7615","0.7334","1.73%"
"Dec 07","0.7351","0.7121","0.7391","0.7087","3.35%"
"Nov 07","0.7113","0.6956","0.7216","0.6918","2.24%"
"Oct 07","0.6957","0.6972","0.7021","0.6891","-0.22%"
"Sep 07","0.6972","0.6755","0.7029","0.6737","3.09%"
"Aug 07","0.6763","0.6736","0.6826","0.6718","0.37%"
"Jul 07","0.6738","0.6741","0.6798","0.6677","-0.04%"
"Jun 07","0.6741","0.6792","0.6809","0.6706","-0.77%"
"May 07","0.6793","0.6820","0.6859","0.6754","-0.47%"
"Apr 07","0.6825","0.6790","0.6845","0.6745","0.56%"
"Mar 07","0.6787","0.6736","0.6870","0.6717","0.70%"
"Feb 07","0.6740","0.6630","0.6761","0.6570","1.57%"
"Jan 07","0.6636","0.6735","0.6765","0.6534","-1.54%"
"Dec 06","0.6740","0.6733","0.6792","0.6687","0.03%"
"Nov 06","0.6738","0.6690","0.6797","0.6674","0.72%"
"Oct 06","0.6690","0.6764","0.6787","0.6666","-1.15%"
"Sep 06","0.6768","0.6721","0.6822","0.6681","0.65%"
"Aug 06","0.6724","0.6831","0.6843","0.6716","-1.62%"
"Jul 06","0.6835","0.6920","0.6966","0.6807","-1.26%"
"Jun 06","0.6922","0.6847","0.6950","0.6807","1.07%"
"May 06","0.6849","0.6921","0.6925","0.6752","-0.98%"
"Apr 06","0.6917","0.6976","0.7026","0.6888","-0.80%"
"Mar 06","0.6973","0.6795","0.6986","0.6790","2.60%"
"Feb 06","0.6796","0.6830","0.6889","0.6776","-0.54%"
"Jan 06","0.6833","0.6875","0.6914","0.6805","-0.68%"
"Dec 05","0.6880","0.6816","0.6911","0.6717","0.95%"
"Nov 05","0.6815","0.6772","0.6884","0.6701","0.65%"
"Oct 05","0.6771","0.6821","0.6905","0.6746","-0.72%"
"Sep 05","0.6820","0.6839","0.6856","0.6707","-0.37%"
"Aug 05","0.6845","0.6898","0.6971","0.6761","-0.84%"
"Jul 05","0.6903","0.6753","0.6995","0.6743","2.21%"
"Jun 05","0.6754","0.6769","0.6779","0.6601","-0.27%"
"May 05","0.6772","0.6744","0.6905","0.6736","0.40%"
"Apr 05","0.6745","0.6855","0.6890","0.6735","-1.66%"
"Mar 05","0.6859","0.6882","0.7000","0.6850","-0.41%"
"Feb 05","0.6887","0.6921","0.6965","0.6840","-0.46%"
"Jan 05","0.6919","0.7058","0.7097","0.6892","-2.14%"
"Dec 04","0.7070","0.6954","0.7108","0.6837","1.64%"
"Nov 04","0.6956","0.6961","0.7034","0.6890","0.00%"
"Oct 04","0.6956","0.6859","0.6978","0.6847","1.36%"
"Sep 04","0.6863","0.6754","0.6882","0.6746","1.46%"
"Aug 04","0.6764","0.6632","0.6784","0.6573","2.44%"
"Jul 04","0.6603","0.6696","0.6739","0.6581","-1.45%"
"Jun 04","0.6700","0.6648","0.6724","0.6539","0.71%"
"May 04","0.6653","0.6738","0.6817","0.6636","-1.20%"
"Apr 04","0.6734","0.6672","0.6769","0.6541","0.96%"
"Mar 04","0.6670","0.6683","0.6846","0.6609","-0.25%"
"Feb 04","0.6687","0.6840","0.6891","0.6648","-2.21%"
"Jan 04","0.6838","0.7049","0.7064","0.6816","-2.99%"
"Dec 03","0.7049","0.6958","0.7091","0.6935","1.24%"
"Nov 03","0.6963","0.6826","0.7037","0.6801","1.87%"
"Oct 03","0.6835","0.7015","0.7123","0.6822","-2.59%"
"Sep 03","0.7017","0.6957","0.7072","0.6870","0.80%"
"Aug 03","0.6961","0.6972","0.7080","0.6885","-0.19%"
"Jul 03","0.6974","0.6950","0.7151","0.6854","0.24%"
"Jun 03","0.6957","0.7203","0.7227","0.6859","-3.43%"
"May 03","0.7204","0.6989","0.7255","0.6952","2.96%"
"Apr 03","0.6997","0.6898","0.6998","0.6808","1.38%"
"Mar 03","0.6902","0.6850","0.6929","0.6711","0.58%"
"Feb 03","0.6862","0.6545","0.6868","0.6509","4.99%"
"Jan 03","0.6536","0.6512","0.6657","0.6465","0.31%"
"Dec 02","0.6516","0.6385","0.6552","0.6336","2.02%"
"Nov 02","0.6387","0.6329","0.6435","0.6300","0.90%"
"Oct 02","0.6330","0.6288","0.6365","0.6243","0.62%"
"Sep 02","0.6291","0.6333","0.6383","0.6237","-0.73%"
"Aug 02","0.6337","0.6244","0.6429","0.6240","1.34%"
"Jul 02","0.6253","0.6467","0.6506","0.6235","-3.31%"
"Jun 02","0.6467","0.6398","0.6543","0.6362","0.67%"
"May 02","0.6424","0.6172","0.6424","0.6155","4.00%"
"Apr 02","0.6177","0.6108","0.6208","0.6094","1.01%"
"Mar 02","0.6115","0.6132","0.6232","0.6080","-0.33%"
"Feb 02","0.6135","0.6083","0.6201","0.6066","0.81%"
"Jan 02","0.6086","0.6116","0.6285","0.6073","-0.67%"
"Dec 01","0.6127","0.6284","0.6306","0.6035","-2.67%"
"Nov 01","0.6295","0.6186","0.6296","0.6094","1.76%"
"Oct 01","0.6186","0.6177","0.6303","0.6156","0.06%"
"Sep 01","0.6182","0.6260","0.6347","0.6065","-1.50%"
"Aug 01","0.6276","0.6144","0.6368","0.6130","2.05%"
"Jul 01","0.6150","0.5999","0.6189","0.5949","2.45%"
"Jun 01","0.6003","0.5952","0.6224","0.5947","0.65%"
"May 01","0.5964","0.6199","0.6258","0.5949","-3.81%"
"Apr 01","0.6200","0.6178","0.6319","0.6115","0.00%"
"Mar 01","0.6200","0.6390","0.6418","0.6125","-3.02%"
"Feb 01","0.6393","0.6399","0.6434","0.6215","-0.08%"
"Jan 01","0.6398","0.6298","0.6448","0.6207","1.54%"
"Dec 00","0.6301","0.6113","0.6314","0.6000","3.06%"
"Nov 00","0.6114","0.5857","0.6148","0.5838","4.35%"
"Oct 00","0.5859","0.5991","0.6034","0.5732","-2.14%"
"Sep 00","0.5987","0.6136","0.6180","0.5931","-2.44%"
"Aug 00","0.6137","0.6175","0.6202","0.5961","-0.65%"
"Jul 00","0.6177","0.6274","0.6364","0.6125","-1.62%"
"Jun 00","0.6279","0.6241","0.6420","0.6179","0.51%"
"May 00","0.6247","0.5871","0.6287","0.5678","6.30%"
"Apr 00","0.5877","0.6009","0.6109","0.5744","-2.21%"
"Mar 00","0.6010","0.6105","0.6212","0.5951","-1.62%"
"Feb 00","0.6109","0.6000","0.6267","0.5894","1.82%"
"Jan 00","0.6000","0.6224","0.6332","0.5981","-3.63%"
"Dec 99","0.6226","0.6312","0.6339","0.6192","-1.35%"
"Nov 99","0.6311","0.6415","0.6446","0.6265","-1.68%"
"Oct 99","0.6419","0.6480","0.6539","0.6368","-1.02%"
"Sep 99","0.6485","0.6586","0.6658","0.6312","-1.55%"
"Aug 99","0.6587","0.6600","0.6693","0.6496","-0.24%"
"Jul 99","0.6603","0.6565","0.6744","0.6466","0.58%"
"Jun 99","0.6565","0.6502","0.6597","0.6377","0.97%"
"May 99","0.6502","0.6575","0.6657","0.6477","-0.99%"
"Apr 99","0.6567","0.6684","0.6821","0.6541","-1.78%"
"Mar 99","0.6686","0.6874","0.6895","0.6599","-2.82%"
"Feb 99","0.6880","0.6913","0.6993","0.6765","-0.38%"
"Jan 99","0.6906","0.7081","0.7180","0.6888","-2.55%"
"Dec 98","0.7087","0.7037","0.7124","0.6949","0.68%"
"Nov 98","0.7039","0.7067","0.7157","0.6924","-0.82%"
"Oct 98","0.7097","0.6934","0.7266","0.6926","2.19%"
"Sep 98","0.6945","0.6716","0.6984","0.6668","3.39%"
"Aug 98","0.6717","0.6783","0.6836","0.6605","-1.08%"
"Jul 98","0.6790","0.6584","0.6798","0.6535","3.41%"
"Jun 98","0.6566","0.6747","0.6832","0.6541","-2.93%"
"May 98","0.6764","0.6592","0.6875","0.6582","2.56%"
"Apr 98","0.6595","0.6432","0.6651","0.6395","2.47%"
"Mar 98","0.6436","0.6615","0.6641","0.6383","-2.76%"
"Feb 98","0.6619","0.6600","0.6720","0.6573","0.21%"
"Jan 98","0.6605","0.6667","0.6763","0.6541","-0.99%"
"Dec 97","0.6671","0.6634","0.6837","0.6598","0.33%"
"Nov 97","0.6649","0.6792","0.6882","0.6640","-2.65%"
"Oct 97","0.6830","0.6871","0.6960","0.6666","-0.61%"
"Sep 97","0.6872","0.6717","0.6969","0.6699","2.37%"
"Aug 97","0.6713","0.6537","0.6810","0.6433","2.61%"
"Jul 97","0.6542","0.6759","0.6817","0.6409","-3.30%"
"Jun 97","0.6765","0.6947","0.6992","0.6743","-2.70%"
"May 97","0.6953","0.6928","0.7139","0.6874","0.32%"
"Apr 97","0.6931","0.7116","0.7126","0.6908","-2.59%"
"Mar 97","0.7115","0.7048","0.7279","0.7004","1.09%"
"Feb 97","0.7038","0.7376","0.7393","0.7021","-4.39%"
"Jan 97","0.7361","0.7326","0.7448","0.7136","0.57%"
"Dec 96","0.7319","0.7445","0.7681","0.7285","-1.82%"
"Nov 96","0.7455","0.7766","0.7779","0.7443","-4.05%"
"Oct 96","0.7770","0.7984","0.8034","0.7752","-2.73%"
"Sep 96","0.7988","0.8149","0.8155","0.7963","-1.99%"
"Aug 96","0.8150","0.8197","0.8260","0.8115","-0.63%"
"Jul 96","0.8202","0.8003","0.8229","0.7948","2.44%"
"Jun 96","0.8007","0.7971","0.8095","0.7940","0.23%"
"May 96","0.7989","0.8142","0.8216","0.7954","-1.90%"
"Apr 96","0.8144","0.8234","0.8259","0.8112","-1.00%"
"Mar 96","0.8226","0.8195","0.8267","0.8125","0.38%"
"Feb 96","0.8195","0.8151","0.8271","0.8055","0.48%"
"Jan 96","0.8156","0.8254","0.8414","0.8131","-1.01%"
"Dec 95","0.8239","0.8322","0.8374","0.8177","-1.06%"
"Nov 95","0.8327","0.8249","0.8486","0.8153","1.13%"
"Oct 95","0.8234","0.8188","0.8358","0.8091","0.51%"
"Sep 95","0.8192","0.8221","0.8295","0.8061","-0.39%"
"Aug 95","0.8224","0.8388","0.8428","0.8135","-1.99%"
"Jul 95","0.8391","0.8359","0.8431","0.8256","0.47%"
"Jun 95","0.8352","0.8223","0.8427","0.8145","1.52%"
"May 95","0.8227","0.8227","0.8432","0.8034","0.12%"
"Apr 95","0.8217","0.8192","0.8365","0.8142","0.06%"
"Mar 95","0.8212","0.8021","0.8308","0.7836","2.25%"
"Feb 95","0.8031","0.7842","0.8101","0.7823","2.31%"
"Jan 95","0.7850","0.7838","0.7932","0.7797","0.23%"
"Dec 94","0.7832","0.7762","0.7870","0.7678","0.86%"
"Nov 94","0.7765","0.7748","0.7845","0.7720","0.19%"
"Oct 94","0.7750","0.7799","0.7905","0.7735","-0.77%"
"Sep 94","0.7810","0.7859","0.7997","0.7777","-0.67%"
"Aug 94","0.7863","0.7778","0.8017","0.7766","0.45%"
"Jul 94","0.7828","0.7805","0.7994","0.7760","0.20%"
"Jun 94","0.7812","0.7743","0.7853","0.7601","0.81%"
"May 94","0.7749","0.7690","0.7797","0.7499","0.82%"
"Apr 94","0.7686","0.7756","0.7781","0.7611","-0.97%"
"Mar 94","0.7761","0.7626","0.7798","0.7511","1.72%"
"Feb 94","0.7630","0.7440","0.7635","0.7396","2.54%"
"Jan 94","0.7441","0.7522","0.7555","0.7374","-1.25%"
"Dec 93","0.7535","0.7537","0.7622","0.7475","-0.07%"
"Nov 93","0.7540","0.7642","0.7716","0.7513","-1.61%"
"Oct 93","0.7663","0.7761","0.7799","0.7585","-1.36%"
"Sep 93","0.7769","0.7618","0.7812","0.7545","1.81%"
"Aug 93","0.7631","0.7398","0.7663","0.7274","3.42%"
"Jul 93","0.7379","0.7689","0.7715","0.7309","-4.19%"
"Jun 93","0.7702","0.7827","0.7969","0.7649","-1.74%"
"May 93","0.7838","0.7852","0.7954","0.7703","0.03%"
"Apr 93","0.7836","0.7960","0.8023","0.7778","-1.66%"
"Mar 93","0.7968","0.8281","0.8292","0.7907","-3.63%"
"Feb 93","0.8268","0.8210","0.8375","0.8084","1.49%"
"Jan 93","0.8147","0.7966","0.8188","0.7629","2.16%"
"Dec 92","0.7975","0.8113","0.8141","0.7799","-1.80%"
"Nov 92","0.8121","0.8172","0.8227","0.7984","-0.64%"
"Oct 92","0.8173","0.7757","0.8213","0.7670","5.21%"
"Sep 92","0.7768","0.7240","0.7901","0.7108","7.17%"
"Aug 92","0.7248","0.7175","0.7273","0.7155","0.93%"
"Jul 92","0.7181","0.7060","0.7208","0.7003","1.66%"
"Jun 92","0.7064","0.6991","0.7087","0.6757","1.00%"
"May 92","0.6994","0.6957","0.7047","0.6742","-0.09%"
"Apr 92","0.7000","0.6996","0.7218","0.6939","-2.22%"
"Mar 92","0.7159","0.7154","0.7209","0.7056","0.76%"
"Feb 92","0.7105","0.7102","0.7180","0.7031","0.00%"
"Jan 92","0.7105","0.7101","0.7302","0.7009","-0.75%"
"Dec 91","0.7159","0.7148","0.7188","0.7045","0.85%"
"Nov 91","0.7099","0.7094","0.7208","0.6984","0.84%"
"Oct 91","0.7040","0.7035","0.7086","0.6984","0.27%"
"Sep 91","0.7021","0.7017","0.7074","0.6881","0.41%"
"Aug 91","0.6992","0.6989","0.7221","0.6878","0.07%"
"Jul 91","0.6987","0.6984","0.7030","0.6924","-0.23%"
"Jun 91","0.7003","0.6999","0.7128","0.6918","0.69%"
"May 91","0.6955","0.6951","0.7042","0.6881","0.62%"
"Apr 91","0.6912","0.6907","0.7006","0.6796","-0.35%"
"Mar 91","0.6936","0.6930","0.7091","0.6889","-1.45%"
"Feb 91","0.7038","0.7035","0.7131","0.7009","-0.69%"
"Jan 91","0.7087","0.7082","0.7193","0.6927","0.24%"
