"Statistic","Month","Agricultural Product","UNIT","VALUE"
"Agricultural Input and Output Price Indices","2011M08","Compound feeding stuffs","Base 2010 = 100","117.14"
"Agricultural Input and Output Price Indices","2011M08","Compound feeding stuffs for calves","Base 2010 = 100","116.318"
"Agricultural Input and Output Price Indices","2011M08","Compound feeding stuffs for cattle excluding calves","Base 2010 = 100","117.634"
"Agricultural Input and Output Price Indices","2011M08","Compound feeding stuffs for pigs","Base 2010 = 100","119.169"
"Agricultural Input and Output Price Indices","2011M08","Compound feeding stuffs for poultry","Base 2010 = 100","114.227"
"Agricultural Input and Output Price Indices","2011M08","Other compound feeding stuffs","Base 2010 = 100","117.073"
"Agricultural Input and Output Price Indices","2011M08","Maintenance of materials and buildings","Base 2010 = 100","98.247"
"Agricultural Input and Output Price Indices","2011M08","Other goods and services","Base 2010 = 100","101.922"
"Agricultural Input and Output Price Indices","2011M09","Agricultural output price index","Base 2010 = 100","116.348"
"Agricultural Input and Output Price Indices","2011M09","Crop output","Base 2010 = 100","111.405"
"Agricultural Input and Output Price Indices","2011M09","Cereals including seeds","Base 2010 = 100","136.049"
"Agricultural Input and Output Price Indices","2011M09","Vegetables","Base 2010 = 100","101.78"
"Agricultural Input and Output Price Indices","2011M09","Potatoes including seeds","Base 2010 = 100","67.57"
"Agricultural Input and Output Price Indices","2011M09","Animal output","Base 2010 = 100","116.992"
"Agricultural Input and Output Price Indices","2011M09","Animals","Base 2010 = 100","117.792"
"Agricultural Input and Output Price Indices","2011M09","Cattle","Base 2010 = 100","121.638"
"Agricultural Input and Output Price Indices","2011M09","Cattle excluding calves","Base 2010 = 100","119.873"
"Agricultural Input and Output Price Indices","2011M09","Calves","Base 2010 = 100","254.51"
"Agricultural Input and Output Price Indices","2011M09","Pigs","Base 2010 = 100","113.377"
"Agricultural Input and Output Price Indices","2011M09","Sheep","Base 2010 = 100","97.91"
"Agricultural Input and Output Price Indices","2011M09","Poultry","Base 2010 = 100","106.247"
"Agricultural Input and Output Price Indices","2011M09","Animal products","Base 2010 = 100","115.778"
"Agricultural Input and Output Price Indices","2011M09","Milk","Base 2010 = 100","115.797"
"Agricultural Input and Output Price Indices","2011M09","Eggs","Base 2010 = 100","103.691"
"Agricultural Input and Output Price Indices","2011M09","Wool","Base 2010 = 100","183.459"
"Agricultural Input and Output Price Indices","2011M09","Agricultural input price index","Base 2010 = 100","111.363"
"Agricultural Input and Output Price Indices","2011M09","Seeds","Base 2010 = 100","106.962"
"Agricultural Input and Output Price Indices","2011M09","Energy","Base 2010 = 100","116.133"
"Agricultural Input and Output Price Indices","2011M09","Electricity","Base 2010 = 100","107.937"
"Agricultural Input and Output Price Indices","2011M09","Motor fuel","Base 2010 = 100","118.942"
"Agricultural Input and Output Price Indices","2011M09","Lubricants","Base 2010 = 100","102.992"
"Agricultural Input and Output Price Indices","2011M09","Fertilisers","Base 2010 = 100","122.999"
"Agricultural Input and Output Price Indices","2011M09","Straight fertilisers","Base 2010 = 100","126.814"
"Agricultural Input and Output Price Indices","2011M09","Compound fertilisers","Base 2010 = 100","121.706"
"Agricultural Input and Output Price Indices","2011M09","PK fertilisers","Base 2010 = 100","110.476"
"Agricultural Input and Output Price Indices","2011M09","NPK fertilisers","Base 2010 = 100","121.958"
"Agricultural Input and Output Price Indices","2011M09","Other fertilisers","Base 2010 = 100","98.784"
"Agricultural Input and Output Price Indices","2011M09","Plant protection products","Base 2010 = 100","97.305"
"Agricultural Input and Output Price Indices","2011M09","Veterinary expenses","Base 2010 = 100","99.565"
"Agricultural Input and Output Price Indices","2011M09","Feeding stuffs","Base 2010 = 100","116.823"
"Agricultural Input and Output Price Indices","2011M09","Straight feeding stuffs","Base 2010 = 100","122.145"
"Agricultural Input and Output Price Indices","2011M09","Compound feeding stuffs","Base 2010 = 100","116.251"
"Agricultural Input and Output Price Indices","2011M09","Compound feeding stuffs for calves","Base 2010 = 100","115.909"
"Agricultural Input and Output Price Indices","2011M09","Compound feeding stuffs for cattle excluding calves","Base 2010 = 100","117.053"
"Agricultural Input and Output Price Indices","2011M09","Compound feeding stuffs for pigs","Base 2010 = 100","116.486"
"Agricultural Input and Output Price Indices","2011M09","Compound feeding stuffs for poultry","Base 2010 = 100","113.666"
"Agricultural Input and Output Price Indices","2011M09","Other compound feeding stuffs","Base 2010 = 100","117.591"
"Agricultural Input and Output Price Indices","2011M09","Maintenance of materials and buildings","Base 2010 = 100","98.307"
"Agricultural Input and Output Price Indices","2011M09","Other goods and services","Base 2010 = 100","101.95"
"Agricultural Input and Output Price Indices","2011M10","Agricultural output price index","Base 2010 = 100","117.052"
"Agricultural Input and Output Price Indices","2011M10","Crop output","Base 2010 = 100","111.151"
"Agricultural Input and Output Price Indices","2011M10","Cereals including seeds","Base 2010 = 100","136.049"
"Agricultural Input and Output Price Indices","2011M10","Vegetables","Base 2010 = 100","101.38"
"Agricultural Input and Output Price Indices","2011M10","Potatoes including seeds","Base 2010 = 100","66.97"
"Agricultural Input and Output Price Indices","2011M10","Animal output","Base 2010 = 100","117.821"
"Agricultural Input and Output Price Indices","2011M10","Animals","Base 2010 = 100","117.987"
"Agricultural Input and Output Price Indices","2011M10","Cattle","Base 2010 = 100","122.027"
"Agricultural Input and Output Price Indices","2011M10","Cattle excluding calves","Base 2010 = 100","120.706"
"Agricultural Input and Output Price Indices","2011M10","Calves","Base 2010 = 100","221.49"
"Agricultural Input and Output Price Indices","2011M10","Pigs","Base 2010 = 100","111.006"
"Agricultural Input and Output Price Indices","2011M10","Sheep","Base 2010 = 100","100.06"
"Agricultural Input and Output Price Indices","2011M10","Poultry","Base 2010 = 100","108.189"
"Agricultural Input and Output Price Indices","2011M10","Animal products","Base 2010 = 100","117.568"
"Agricultural Input and Output Price Indices","2011M10","Milk","Base 2010 = 100","117.651"
"Agricultural Input and Output Price Indices","2011M10","Eggs","Base 2010 = 100","103.32"
"Agricultural Input and Output Price Indices","2011M10","Wool","Base 2010 = 100","183.459"
"Agricultural Input and Output Price Indices","2011M10","Agricultural input price index","Base 2010 = 100","111.258"
"Agricultural Input and Output Price Indices","2011M10","Seeds","Base 2010 = 100","107.368"
"Agricultural Input and Output Price Indices","2011M10","Energy","Base 2010 = 100","116.464"
"Agricultural Input and Output Price Indices","2011M10","Electricity","Base 2010 = 100","114.821"
"Agricultural Input and Output Price Indices","2011M10","Motor fuel","Base 2010 = 100","117.542"
"Agricultural Input and Output Price Indices","2011M10","Lubricants","Base 2010 = 100","102.909"
"Agricultural Input and Output Price Indices","2011M10","Fertilisers","Base 2010 = 100","124.21"
"Agricultural Input and Output Price Indices","2011M10","Straight fertilisers","Base 2010 = 100","128.468"
"Agricultural Input and Output Price Indices","2011M10","Compound fertilisers","Base 2010 = 100","122.638"
"Agricultural Input and Output Price Indices","2011M10","PK fertilisers","Base 2010 = 100","111.434"
"Agricultural Input and Output Price Indices","2011M10","NPK fertilisers","Base 2010 = 100","122.89"
"Agricultural Input and Output Price Indices","2011M10","Other fertilisers","Base 2010 = 100","98.784"
"Agricultural Input and Output Price Indices","2011M10","Plant protection products","Base 2010 = 100","97.305"
"Agricultural Input and Output Price Indices","2011M10","Veterinary expenses","Base 2010 = 100","99.565"
"Agricultural Input and Output Price Indices","2011M10","Feeding stuffs","Base 2010 = 100","115.901"
"Agricultural Input and Output Price Indices","2011M10","Straight feeding stuffs","Base 2010 = 100","121.937"
"Agricultural Input and Output Price Indices","2011M10","Compound feeding stuffs","Base 2010 = 100","115.253"
"Agricultural Input and Output Price Indices","2011M10","Compound feeding stuffs for calves","Base 2010 = 100","115.337"
"Agricultural Input and Output Price Indices","2011M10","Compound feeding stuffs for cattle excluding calves","Base 2010 = 100","115.873"
"Agricultural Input and Output Price Indices","2011M10","Compound feeding stuffs for pigs","Base 2010 = 100","115.319"
"Agricultural Input and Output Price Indices","2011M10","Compound feeding stuffs for poultry","Base 2010 = 100","112.833"
"Agricultural Input and Output Price Indices","2011M10","Other compound feeding stuffs","Base 2010 = 100","117.948"
"Agricultural Input and Output Price Indices","2011M10","Maintenance of materials and buildings","Base 2010 = 100","98.33"
"Agricultural Input and Output Price Indices","2011M10","Other goods and services","Base 2010 = 100","101.942"
"Agricultural Input and Output Price Indices","2011M11","Agricultural output price index","Base 2010 = 100","122.408"
"Agricultural Input and Output Price Indices","2011M11","Crop output","Base 2010 = 100","109.46"
"Agricultural Input and Output Price Indices","2011M11","Cereals including seeds","Base 2010 = 100","136.049"
"Agricultural Input and Output Price Indices","2011M11","Vegetables","Base 2010 = 100","101.15"
"Agricultural Input and Output Price Indices","2011M11","Potatoes including seeds","Base 2010 = 100","57.47"
"Agricultural Input and Output Price Indices","2011M11","Animal output","Base 2010 = 100","124.095"
"Agricultural Input and Output Price Indices","2011M11","Animals","Base 2010 = 100","124.688"
"Agricultural Input and Output Price Indices","2011M11","Cattle","Base 2010 = 100","130.283"
"Agricultural Input and Output Price Indices","2011M11","Cattle excluding calves","Base 2010 = 100","128.989"
"Agricultural Input and Output Price Indices","2011M11","Calves","Base 2010 = 100","227.78"
"Agricultural Input and Output Price Indices","2011M11","Pigs","Base 2010 = 100","111.196"
"Agricultural Input and Output Price Indices","2011M11","Sheep","Base 2010 = 100","105.03"
"Agricultural Input and Output Price Indices","2011M11","Poultry","Base 2010 = 100","114.447"
"Agricultural Input and Output Price Indices","2011M11","Animal products","Base 2010 = 100","123.194"
"Agricultural Input and Output Price Indices","2011M11","Milk","Base 2010 = 100","123.455"
"Agricultural Input and Output Price Indices","2011M11","Eggs","Base 2010 = 100","103.104"
"Agricultural Input and Output Price Indices","2011M11","Wool","Base 2010 = 100","183.459"
"Agricultural Input and Output Price Indices","2011M11","Agricultural input price index","Base 2010 = 100","111.213"
"Agricultural Input and Output Price Indices","2011M11","Seeds","Base 2010 = 100","107.368"
"Agricultural Input and Output Price Indices","2011M11","Energy","Base 2010 = 100","117.562"
"Agricultural Input and Output Price Indices","2011M11","Electricity","Base 2010 = 100","114.821"
"Agricultural Input and Output Price Indices","2011M11","Motor fuel","Base 2010 = 100","118.956"
"Agricultural Input and Output Price Indices","2011M11","Lubricants","Base 2010 = 100","103.51"
"Agricultural Input and Output Price Indices","2011M11","Fertilisers","Base 2010 = 100","124.364"
"Agricultural Input and Output Price Indices","2011M11","Straight fertilisers","Base 2010 = 100","128.682"
"Agricultural Input and Output Price Indices","2011M11","Compound fertilisers","Base 2010 = 100","122.754"
"Agricultural Input and Output Price Indices","2011M11","PK fertilisers","Base 2010 = 100","111.434"
"Agricultural Input and Output Price Indices","2011M11","NPK fertilisers","Base 2010 = 100","123.008"
"Agricultural Input and Output Price Indices","2011M11","Other fertilisers","Base 2010 = 100","98.784"
"Agricultural Input and Output Price Indices","2011M11","Plant protection products","Base 2010 = 100","97.305"
"Agricultural Input and Output Price Indices","2011M11","Veterinary expenses","Base 2010 = 100","99.565"
"Agricultural Input and Output Price Indices","2011M11","Feeding stuffs","Base 2010 = 100","115.271"
"Agricultural Input and Output Price Indices","2011M11","Straight feeding stuffs","Base 2010 = 100","120.243"
"Agricultural Input and Output Price Indices","2011M11","Compound feeding stuffs","Base 2010 = 100","114.737"
"Agricultural Input and Output Price Indices","2011M11","Compound feeding stuffs for calves","Base 2010 = 100","115.026"
"Agricultural Input and Output Price Indices","2011M11","Compound feeding stuffs for cattle excluding calves","Base 2010 = 100","115.388"
"Agricultural Input and Output Price Indices","2011M11","Compound feeding stuffs for pigs","Base 2010 = 100","115.319"
"Agricultural Input and Output Price Indices","2011M11","Compound feeding stuffs for poultry","Base 2010 = 100","111.805"
"Agricultural Input and Output Price Indices","2011M11","Other compound feeding stuffs","Base 2010 = 100","117.205"
"Agricultural Input and Output Price Indices","2011M11","Maintenance of materials and buildings","Base 2010 = 100","98.543"
"Agricultural Input and Output Price Indices","2011M11","Other goods and services","Base 2010 = 100","101.881"
"Agricultural Input and Output Price Indices","2011M12","Agricultural output price index","Base 2010 = 100","123.315"
"Agricultural Input and Output Price Indices","2011M12","Crop output","Base 2010 = 100","109.216"
"Agricultural Input and Output Price Indices","2011M12","Cereals including seeds","Base 2010 = 100","136.049"
"Agricultural Input and Output Price Indices","2011M12","Vegetables","Base 2010 = 100","100.95"
"Agricultural Input and Output Price Indices","2011M12","Potatoes including seeds","Base 2010 = 100","56.48"
"Agricultural Input and Output Price Indices","2011M12","Animal output","Base 2010 = 100","125.151"
"Agricultural Input and Output Price Indices","2011M12","Animals","Base 2010 = 100","127.372"
"Agricultural Input and Output Price Indices","2011M12","Cattle","Base 2010 = 100","133.551"
"Agricultural Input and Output Price Indices","2011M12","Cattle excluding calves","Base 2010 = 100","132.464"
"Agricultural Input and Output Price Indices","2011M12","Calves","Base 2010 = 100","215.45"
"Agricultural Input and Output Price Indices","2011M12","Pigs","Base 2010 = 100","111.255"
"Agricultural Input and Output Price Indices","2011M12","Sheep","Base 2010 = 100","108.6"
"Agricultural Input and Output Price Indices","2011M12","Poultry","Base 2010 = 100","115.376"
"Agricultural Input and Output Price Indices","2011M12","Animal products","Base 2010 = 100","121.783"
"Agricultural Input and Output Price Indices","2011M12","Milk","Base 2010 = 100","122.001"
"Agricultural Input and Output Price Indices","2011M12","Eggs","Base 2010 = 100","103.104"
"Agricultural Input and Output Price Indices","2011M12","Wool","Base 2010 = 100","183.459"
"Agricultural Input and Output Price Indices","2011M12","Agricultural input price index","Base 2010 = 100","111.563"
"Agricultural Input and Output Price Indices","2011M12","Seeds","Base 2010 = 100","107.368"
"Agricultural Input and Output Price Indices","2011M12","Energy","Base 2010 = 100","118.972"
"Agricultural Input and Output Price Indices","2011M12","Electricity","Base 2010 = 100","114.821"
"Agricultural Input and Output Price Indices","2011M12","Motor fuel","Base 2010 = 100","120.82"
"Agricultural Input and Output Price Indices","2011M12","Lubricants","Base 2010 = 100","103.296"
"Agricultural Input and Output Price Indices","2011M12","Fertilisers","Base 2010 = 100","125.531"
"Agricultural Input and Output Price Indices","2011M12","Straight fertilisers","Base 2010 = 100","130.058"
"Agricultural Input and Output Price Indices","2011M12","Compound fertilisers","Base 2010 = 100","123.838"
"Agricultural Input and Output Price Indices","2011M12","PK fertilisers","Base 2010 = 100","112.917"
"Agricultural Input and Output Price Indices","2011M12","NPK fertilisers","Base 2010 = 100","124.083"
"Agricultural Input and Output Price Indices","2011M12","Other fertilisers","Base 2010 = 100","98.784"
"Agricultural Input and Output Price Indices","2011M12","Plant protection products","Base 2010 = 100","97.305"
"Agricultural Input and Output Price Indices","2011M12","Veterinary expenses","Base 2010 = 100","99.565"
"Agricultural Input and Output Price Indices","2011M12","Feeding stuffs","Base 2010 = 100","115.25"
"Agricultural Input and Output Price Indices","2011M12","Straight feeding stuffs","Base 2010 = 100","120.108"
"Agricultural Input and Output Price Indices","2011M12","Compound feeding stuffs","Base 2010 = 100","114.728"
"Agricultural Input and Output Price Indices","2011M12","Compound feeding stuffs for calves","Base 2010 = 100","114.83"
"Agricultural Input and Output Price Indices","2011M12","Compound feeding stuffs for cattle excluding calves","Base 2010 = 100","114.728"
"Agricultural Input and Output Price Indices","2011M12","Compound feeding stuffs for pigs","Base 2010 = 100","117.587"
"Agricultural Input and Output Price Indices","2011M12","Compound feeding stuffs for poultry","Base 2010 = 100","111.746"
"Agricultural Input and Output Price Indices","2011M12","Other compound feeding stuffs","Base 2010 = 100","116.214"
"Agricultural Input and Output Price Indices","2011M12","Maintenance of materials and buildings","Base 2010 = 100","98.487"
"Agricultural Input and Output Price Indices","2011M12","Other goods and services","Base 2010 = 100","102.05"
"Agricultural Input and Output Price Indices","2012M01","Agricultural output price index","Base 2010 = 100","125.931"
"Agricultural Input and Output Price Indices","2012M01","Crop output","Base 2010 = 100","111.73"
"Agricultural Input and Output Price Indices","2012M01","Cereals including seeds","Base 2010 = 100","136.049"
"Agricultural Input and Output Price Indices","2012M01","Vegetables","Base 2010 = 100","105.61"
"Agricultural Input and Output Price Indices","2012M01","Potatoes including seeds","Base 2010 = 100","60.83"
"Agricultural Input and Output Price Indices","2012M01","Animal output","Base 2010 = 100","127.781"
"Agricultural Input and Output Price Indices","2012M01","Animals","Base 2010 = 100","131.427"
"Agricultural Input and Output Price Indices","2012M01","Cattle","Base 2010 = 100","139.345"
"Agricultural Input and Output Price Indices","2012M01","Cattle excluding calves","Base 2010 = 100","138.398"
"Agricultural Input and Output Price Indices","2012M01","Calves","Base 2010 = 100","210.7"
"Agricultural Input and Output Price Indices","2012M01","Pigs","Base 2010 = 100","111.19"
"Agricultural Input and Output Price Indices","2012M01","Sheep","Base 2010 = 100","107.03"
"Agricultural Input and Output Price Indices","2012M01","Poultry","Base 2010 = 100","115.376"
"Agricultural Input and Output Price Indices","2012M01","Animal products","Base 2010 = 100","122.252"
"Agricultural Input and Output Price Indices","2012M01","Milk","Base 2010 = 100","122.484"
"Agricultural Input and Output Price Indices","2012M01","Eggs","Base 2010 = 100","103.104"
"Agricultural Input and Output Price Indices","2012M01","Wool","Base 2010 = 100","183.459"
"Agricultural Input and Output Price Indices","2012M01","Agricultural input price index","Base 2010 = 100","112.24"
"Agricultural Input and Output Price Indices","2012M01","Seeds","Base 2010 = 100","122.219"
"Agricultural Input and Output Price Indices","2012M01","Energy","Base 2010 = 100","122.135"
"Agricultural Input and Output Price Indices","2012M01","Electricity","Base 2010 = 100","114.821"
"Agricultural Input and Output Price Indices","2012M01","Motor fuel","Base 2010 = 100","124.936"
"Agricultural Input and Output Price Indices","2012M01","Lubricants","Base 2010 = 100","104.166"
"Agricultural Input and Output Price Indices","2012M01","Fertilisers","Base 2010 = 100","126.699"
"Agricultural Input and Output Price Indices","2012M01","Straight fertilisers","Base 2010 = 100","131.298"
"Agricultural Input and Output Price Indices","2012M01","Compound fertilisers","Base 2010 = 100","125.04"
"Agricultural Input and Output Price Indices","2012M01","PK fertilisers","Base 2010 = 100","114.673"
"Agricultural Input and Output Price Indices","2012M01","NPK fertilisers","Base 2010 = 100","125.272"
"Agricultural Input and Output Price Indices","2012M01","Other fertilisers","Base 2010 = 100","98.784"
"Agricultural Input and Output Price Indices","2012M01","Plant protection products","Base 2010 = 100","97.305"
"Agricultural Input and Output Price Indices","2012M01","Veterinary expenses","Base 2010 = 100","100.303"
"Agricultural Input and Output Price Indices","2012M01","Feeding stuffs","Base 2010 = 100","115.31"
"Agricultural Input and Output Price Indices","2012M01","Straight feeding stuffs","Base 2010 = 100","120.638"
"Agricultural Input and Output Price Indices","2012M01","Compound feeding stuffs","Base 2010 = 100","114.738"
"Agricultural Input and Output Price Indices","2012M01","Compound feeding stuffs for calves","Base 2010 = 100","114.83"
"Agricultural Input and Output Price Indices","2012M01","Compound feeding stuffs for cattle excluding calves","Base 2010 = 100","114.849"
"Agricultural Input and Output Price Indices","2012M01","Compound feeding stuffs for pigs","Base 2010 = 100","117.384"
"Agricultural Input and Output Price Indices","2012M01","Compound feeding stuffs for poultry","Base 2010 = 100","111.746"
"Agricultural Input and Output Price Indices","2012M01","Other compound feeding stuffs","Base 2010 = 100","115.922"
"Agricultural Input and Output Price Indices","2012M01","Maintenance of materials and buildings","Base 2010 = 100","98.382"
"Agricultural Input and Output Price Indices","2012M01","Other goods and services","Base 2010 = 100","100.118"
"Agricultural Input and Output Price Indices","2012M02","Agricultural output price index","Base 2010 = 100","123.908"
"Agricultural Input and Output Price Indices","2012M02","Crop output","Base 2010 = 100","111.165"
"Agricultural Input and Output Price Indices","2012M02","Cereals including seeds","Base 2010 = 100","136.049"
"Agricultural Input and Output Price Indices","2012M02","Vegetables","Base 2010 = 100","104.13"
"Agricultural Input and Output Price Indices","2012M02","Potatoes including seeds","Base 2010 = 100","60.83"
"Agricultural Input and Output Price Indices","2012M02","Animal output","Base 2010 = 100","125.568"
"Agricultural Input and Output Price Indices","2012M02","Animals","Base 2010 = 100","129.152"
"Agricultural Input and Output Price Indices","2012M02","Cattle","Base 2010 = 100","135.933"
"Agricultural Input and Output Price Indices","2012M02","Cattle excluding calves","Base 2010 = 100","135.615"
"Agricultural Input and Output Price Indices","2012M02","Calves","Base 2010 = 100","159.93"
"Agricultural Input and Output Price Indices","2012M02","Pigs","Base 2010 = 100","111.279"
"Agricultural Input and Output Price Indices","2012M02","Sheep","Base 2010 = 100","109.22"
"Agricultural Input and Output Price Indices","2012M02","Poultry","Base 2010 = 100","115.565"
"Agricultural Input and Output Price Indices","2012M02","Animal products","Base 2010 = 100","120.134"
"Agricultural Input and Output Price Indices","2012M02","Milk","Base 2010 = 100","120.288"
"Agricultural Input and Output Price Indices","2012M02","Eggs","Base 2010 = 100","103.596"
"Agricultural Input and Output Price Indices","2012M02","Wool","Base 2010 = 100","183.459"
"Agricultural Input and Output Price Indices","2012M02","Agricultural input price index","Base 2010 = 100","112.725"
"Agricultural Input and Output Price Indices","2012M02","Seeds","Base 2010 = 100","122.219"
"Agricultural Input and Output Price Indices","2012M02","Energy","Base 2010 = 100","123.571"
"Agricultural Input and Output Price Indices","2012M02","Electricity","Base 2010 = 100","114.821"
"Agricultural Input and Output Price Indices","2012M02","Motor fuel","Base 2010 = 100","126.836"
"Agricultural Input and Output Price Indices","2012M02","Lubricants","Base 2010 = 100","103.897"
"Agricultural Input and Output Price Indices","2012M02","Fertilisers","Base 2010 = 100","127.329"
"Agricultural Input and Output Price Indices","2012M02","Straight fertilisers","Base 2010 = 100","131.889"
"Agricultural Input and Output Price Indices","2012M02","Compound fertilisers","Base 2010 = 100","125.752"
"Agricultural Input and Output Price Indices","2012M02","PK fertilisers","Base 2010 = 100","114.519"
"Agricultural Input and Output Price Indices","2012M02","NPK fertilisers","Base 2010 = 100","126.004"
"Agricultural Input and Output Price Indices","2012M02","Other fertilisers","Base 2010 = 100","98.784"
"Agricultural Input and Output Price Indices","2012M02","Plant protection products","Base 2010 = 100","97.305"
"Agricultural Input and Output Price Indices","2012M02","Veterinary expenses","Base 2010 = 100","100.303"
"Agricultural Input and Output Price Indices","2012M02","Feeding stuffs","Base 2010 = 100","115.613"
"Agricultural Input and Output Price Indices","2012M02","Straight feeding stuffs","Base 2010 = 100","121.94"
"Agricultural Input and Output Price Indices","2012M02","Compound feeding stuffs","Base 2010 = 100","114.934"
"Agricultural Input and Output Price Indices","2012M02","Compound feeding stuffs for calves","Base 2010 = 100","115.288"
"Agricultural Input and Output Price Indices","2012M02","Compound feeding stuffs for cattle excluding calves","Base 2010 = 100","115.072"
"Agricultural Input and Output Price Indices","2012M02","Compound feeding stuffs for pigs","Base 2010 = 100","117.384"
"Agricultural Input and Output Price Indices","2012M02","Compound feeding stuffs for poultry","Base 2010 = 100","112.039"
"Agricultural Input and Output Price Indices","2012M02","Other compound feeding stuffs","Base 2010 = 100","115.971"
"Agricultural Input and Output Price Indices","2012M02","Maintenance of materials and buildings","Base 2010 = 100","98.765"
"Agricultural Input and Output Price Indices","2012M02","Other goods and services","Base 2010 = 100","100.555"
"Agricultural Input and Output Price Indices","2012M03","Agricultural output price index","Base 2010 = 100","123.292"
"Agricultural Input and Output Price Indices","2012M03","Crop output","Base 2010 = 100","110.704"
"Agricultural Input and Output Price Indices","2012M03","Cereals including seeds","Base 2010 = 100","136.049"
"Agricultural Input and Output Price Indices","2012M03","Vegetables","Base 2010 = 100","103.32"
"Agricultural Input and Output Price Indices","2012M03","Potatoes including seeds","Base 2010 = 100","59.93"
"Agricultural Input and Output Price Indices","2012M03","Animal output","Base 2010 = 100","124.932"
"Agricultural Input and Output Price Indices","2012M03","Animals","Base 2010 = 100","131.61"
"Agricultural Input and Output Price Indices","2012M03","Cattle","Base 2010 = 100","138.713"
"Agricultural Input and Output Price Indices","2012M03","Cattle excluding calves","Base 2010 = 100","138.241"
"Agricultural Input and Output Price Indices","2012M03","Calves","Base 2010 = 100","174.22"
"Agricultural Input and Output Price Indices","2012M03","Pigs","Base 2010 = 100","112.934"
"Agricultural Input and Output Price Indices","2012M03","Sheep","Base 2010 = 100","111.98"
"Agricultural Input and Output Price Indices","2012M03","Poultry","Base 2010 = 100","115.565"
"Agricultural Input and Output Price Indices","2012M03","Animal products","Base 2010 = 100","114.806"
"Agricultural Input and Output Price Indices","2012M03","Milk","Base 2010 = 100","114.743"
"Agricultural Input and Output Price Indices","2012M03","Eggs","Base 2010 = 100","105.665"
"Agricultural Input and Output Price Indices","2012M03","Wool","Base 2010 = 100","183.459"
"Agricultural Input and Output Price Indices","2012M03","Agricultural input price index","Base 2010 = 100","113.386"
"Agricultural Input and Output Price Indices","2012M03","Seeds","Base 2010 = 100","120.507"
"Agricultural Input and Output Price Indices","2012M03","Energy","Base 2010 = 100","126.064"
"Agricultural Input and Output Price Indices","2012M03","Electricity","Base 2010 = 100","114.821"
"Agricultural Input and Output Price Indices","2012M03","Motor fuel","Base 2010 = 100","130.108"
"Agricultural Input and Output Price Indices","2012M03","Lubricants","Base 2010 = 100","103.992"
"Agricultural Input and Output Price Indices","2012M03","Fertilisers","Base 2010 = 100","127.583"
"Agricultural Input and Output Price Indices","2012M03","Straight fertilisers","Base 2010 = 100","132.503"
"Agricultural Input and Output Price Indices","2012M03","Compound fertilisers","Base 2010 = 100","125.722"
"Agricultural Input and Output Price Indices","2012M03","PK fertilisers","Base 2010 = 100","115.719"
"Agricultural Input and Output Price Indices","2012M03","NPK fertilisers","Base 2010 = 100","125.946"
"Agricultural Input and Output Price Indices","2012M03","Other fertilisers","Base 2010 = 100","98.784"
"Agricultural Input and Output Price Indices","2012M03","Plant protection products","Base 2010 = 100","98.163"
"Agricultural Input and Output Price Indices","2012M03","Veterinary expenses","Base 2010 = 100","100.303"
"Agricultural Input and Output Price Indices","2012M03","Feeding stuffs","Base 2010 = 100","116.601"
"Agricultural Input and Output Price Indices","2012M03","Straight feeding stuffs","Base 2010 = 100","122.495"
"Agricultural Input and Output Price Indices","2012M03","Compound feeding stuffs","Base 2010 = 100","115.968"
"Agricultural Input and Output Price Indices","2012M03","Compound feeding stuffs for calves","Base 2010 = 100","116.04"
"Agricultural Input and Output Price Indices","2012M03","Compound feeding stuffs for cattle excluding calves","Base 2010 = 100","116.064"
"Agricultural Input and Output Price Indices","2012M03","Compound feeding stuffs for pigs","Base 2010 = 100","118.912"
"Agricultural Input and Output Price Indices","2012M03","Compound feeding stuffs for poultry","Base 2010 = 100","112.91"
"Agricultural Input and Output Price Indices","2012M03","Other compound feeding stuffs","Base 2010 = 100","116.575"
"Agricultural Input and Output Price Indices","2012M03","Maintenance of materials and buildings","Base 2010 = 100","98.694"
"Agricultural Input and Output Price Indices","2012M03","Other goods and services","Base 2010 = 100","100.486"
"Agricultural Input and Output Price Indices","2012M04","Agricultural output price index","Base 2010 = 100","120.803"
"Agricultural Input and Output Price Indices","2012M04","Crop output","Base 2010 = 100","110.792"
"Agricultural Input and Output Price Indices","2012M04","Cereals including seeds","Base 2010 = 100","136.049"
"Agricultural Input and Output Price Indices","2012M04","Vegetables","Base 2010 = 100","103.61"
"Agricultural Input and Output Price Indices","2012M04","Potatoes including seeds","Base 2010 = 100","59.8"
"Agricultural Input and Output Price Indices","2012M04","Animal output","Base 2010 = 100","122.107"
"Agricultural Input and Output Price Indices","2012M04","Animals","Base 2010 = 100","133.53"
"Agricultural Input and Output Price Indices","2012M04","Cattle","Base 2010 = 100","140.449"
"Agricultural Input and Output Price Indices","2012M04","Cattle excluding calves","Base 2010 = 100","139.586"
"Agricultural Input and Output Price Indices","2012M04","Calves","Base 2010 = 100","205.4"
"Agricultural Input and Output Price Indices","2012M04","Pigs","Base 2010 = 100","115.804"
"Agricultural Input and Output Price Indices","2012M04","Sheep","Base 2010 = 100","115.2"
"Agricultural Input and Output Price Indices","2012M04","Poultry","Base 2010 = 100","115.565"
"Agricultural Input and Output Price Indices","2012M04","Animal products","Base 2010 = 100","104.784"
"Agricultural Input and Output Price Indices","2012M04","Milk","Base 2010 = 100","104.319"
