"Statistic","Month","Agricultural Product","UNIT","VALUE"
"Agricultural Input and Output Prices Indices","2003M05","Cows for Slaughter (Output)","Base 2000=100","89.124"
"Agricultural Input and Output Prices Indices","2003M05","Store Cattle (Output)","Base 2000=100","102.408"
"Agricultural Input and Output Prices Indices","2003M05","Sheep (Output)","Base 2000=100","148.793"
"Agricultural Input and Output Prices Indices","2003M05","Pigs (Output)","Base 2000=100","94.415"
"Agricultural Input and Output Prices Indices","2003M05","Poultry (Output)","Base 2000=100","107.676"
"Agricultural Input and Output Prices Indices","2003M05","Total Crop Products (Output)","Base 2000=100","111.125"
"Agricultural Input and Output Prices Indices","2003M05","Cereals (Output)","Base 2000=100","91.753"
"Agricultural Input and Output Prices Indices","2003M05","Sugarbeet (Output)","Base 2000=100","103.78"
"Agricultural Input and Output Prices Indices","2003M05","Potatoes (Output)","Base 2000=100","169.146"
"Agricultural Input and Output Prices Indices","2003M05","Vegetables (Output)","Base 2000=100","107.14"
"Agricultural Input and Output Prices Indices","2003M05","Total Index (Input)","Base 2000=100","108.207"
"Agricultural Input and Output Prices Indices","2003M05","All Feeding Stuffs","Base 2000=100","105.848"
"Agricultural Input and Output Prices Indices","2003M05","Straight Feeding Stuffs (Input)","Base 2000=100","102.102"
"Agricultural Input and Output Prices Indices","2003M05","Compound Feeding Stuffs - Calf (Input)","Base 2000=100","106.196"
"Agricultural Input and Output Prices Indices","2003M05","Compound Feeding Stuffs - Cattle (Input)","Base 2000=100","107.039"
"Agricultural Input and Output Prices Indices","2003M05","Compound Feeding Stuffs - Pig (Input)","Base 2000=100","104.795"
"Agricultural Input and Output Prices Indices","2003M05","Compound Feeding Stuffs - Poultry (Input)","Base 2000=100","105.836"
"Agricultural Input and Output Prices Indices","2003M05","All Fertilisers  (Input)","Base 2000=100","113.671"
"Agricultural Input and Output Prices Indices","2003M05","Straight Fertilisers  (Input)","Base 2000=100","118.313"
"Agricultural Input and Output Prices Indices","2003M05","Compound Fertilisers - N.P.K. (Input)","Base 2000=100","111.995"
"Agricultural Input and Output Prices Indices","2003M05","Compound Fertilisers - P.K. (Input)","Base 2000=100","105.196"
"Agricultural Input and Output Prices Indices","2003M05","All Energy (Input)","Base 2000=100","100.757"
"Agricultural Input and Output Prices Indices","2003M05","Energy - Motor Fuels  (Input)","Base 2000=100","96.414"
"Agricultural Input and Output Prices Indices","2003M05","Energy - Electricity  (Input)","Base 2000=100","119.57"
"Agricultural Input and Output Prices Indices","2003M05","Other Products  (Input)","Base 2000=100","113.789"
"Agricultural Input and Output Prices Indices","2003M05","Seeds  (Input)","Base 2000=100","115.238"
"Agricultural Input and Output Prices Indices","2003M05","Plant Protection Products (Input)","Base 2000=100","101.487"
"Agricultural Input and Output Prices Indices","2003M05","Veterinary Expenses (Including A.I.) (Input)","Base 2000=100","114.737"
"Agricultural Input and Output Prices Indices","2003M06","Total Index (Output)","Base 2000=100","98.39"
"Agricultural Input and Output Prices Indices","2003M06","Total Livestock and Livestock Products (Output)","Base 2000=100","97.226"
"Agricultural Input and Output Prices Indices","2003M06","Total Livestock Products (Output)","Base 2000=100","93.819"
"Agricultural Input and Output Prices Indices","2003M06","Milk (Output)","Base 2000=100","93.688"
"Agricultural Input and Output Prices Indices","2003M06","Total Livestock (Output)","Base 2000=100","99.64"
"Agricultural Input and Output Prices Indices","2003M06","Total Cattle (Output)","Base 2000=100","95.862"
"Agricultural Input and Output Prices Indices","2003M06","Finished Cattle (Output)","Base 2000=100","94.956"
"Agricultural Input and Output Prices Indices","2003M06","Cows for Slaughter (Output)","Base 2000=100","93.779"
"Agricultural Input and Output Prices Indices","2003M06","Store Cattle (Output)","Base 2000=100","103.093"
"Agricultural Input and Output Prices Indices","2003M06","Sheep (Output)","Base 2000=100","126.836"
"Agricultural Input and Output Prices Indices","2003M06","Pigs (Output)","Base 2000=100","92.437"
"Agricultural Input and Output Prices Indices","2003M06","Poultry (Output)","Base 2000=100","105.269"
"Agricultural Input and Output Prices Indices","2003M06","Total Crop Products (Output)","Base 2000=100","105.408"
"Agricultural Input and Output Prices Indices","2003M06","Cereals (Output)","Base 2000=100","91.753"
"Agricultural Input and Output Prices Indices","2003M06","Sugarbeet (Output)","Base 2000=100","103.78"
"Agricultural Input and Output Prices Indices","2003M06","Potatoes (Output)","Base 2000=100","138.474"
"Agricultural Input and Output Prices Indices","2003M06","Vegetables (Output)","Base 2000=100","103.33"
"Agricultural Input and Output Prices Indices","2003M06","Total Index (Input)","Base 2000=100","107.677"
"Agricultural Input and Output Prices Indices","2003M06","All Feeding Stuffs","Base 2000=100","105.816"
"Agricultural Input and Output Prices Indices","2003M06","Straight Feeding Stuffs (Input)","Base 2000=100","102.271"
"Agricultural Input and Output Prices Indices","2003M06","Compound Feeding Stuffs - Calf (Input)","Base 2000=100","106.348"
"Agricultural Input and Output Prices Indices","2003M06","Compound Feeding Stuffs - Cattle (Input)","Base 2000=100","107.085"
"Agricultural Input and Output Prices Indices","2003M06","Compound Feeding Stuffs - Pig (Input)","Base 2000=100","104.399"
"Agricultural Input and Output Prices Indices","2003M06","Compound Feeding Stuffs - Poultry (Input)","Base 2000=100","105.836"
"Agricultural Input and Output Prices Indices","2003M06","All Fertilisers  (Input)","Base 2000=100","112.225"
"Agricultural Input and Output Prices Indices","2003M06","Straight Fertilisers  (Input)","Base 2000=100","116.573"
"Agricultural Input and Output Prices Indices","2003M06","Compound Fertilisers - N.P.K. (Input)","Base 2000=100","110.536"
"Agricultural Input and Output Prices Indices","2003M06","Compound Fertilisers - P.K. (Input)","Base 2000=100","104.854"
"Agricultural Input and Output Prices Indices","2003M06","All Energy (Input)","Base 2000=100","98.555"
"Agricultural Input and Output Prices Indices","2003M06","Energy - Motor Fuels  (Input)","Base 2000=100","93.623"
"Agricultural Input and Output Prices Indices","2003M06","Energy - Electricity  (Input)","Base 2000=100","119.57"
"Agricultural Input and Output Prices Indices","2003M06","Other Products  (Input)","Base 2000=100","114.3"
"Agricultural Input and Output Prices Indices","2003M06","Seeds  (Input)","Base 2000=100","115.238"
"Agricultural Input and Output Prices Indices","2003M06","Plant Protection Products (Input)","Base 2000=100","101.532"
"Agricultural Input and Output Prices Indices","2003M06","Veterinary Expenses (Including A.I.) (Input)","Base 2000=100","114.769"
"Agricultural Input and Output Prices Indices","2003M07","Total Index (Output)","Base 2000=100","97.426"
"Agricultural Input and Output Prices Indices","2003M07","Total Livestock and Livestock Products (Output)","Base 2000=100","95.581"
"Agricultural Input and Output Prices Indices","2003M07","Total Livestock Products (Output)","Base 2000=100","93.555"
"Agricultural Input and Output Prices Indices","2003M07","Milk (Output)","Base 2000=100","93.422"
"Agricultural Input and Output Prices Indices","2003M07","Total Livestock (Output)","Base 2000=100","97.015"
"Agricultural Input and Output Prices Indices","2003M07","Total Cattle (Output)","Base 2000=100","95.09"
"Agricultural Input and Output Prices Indices","2003M07","Finished Cattle (Output)","Base 2000=100","94.317"
"Agricultural Input and Output Prices Indices","2003M07","Cows for Slaughter (Output)","Base 2000=100","90.589"
"Agricultural Input and Output Prices Indices","2003M07","Store Cattle (Output)","Base 2000=100","104.401"
"Agricultural Input and Output Prices Indices","2003M07","Sheep (Output)","Base 2000=100","111.32"
"Agricultural Input and Output Prices Indices","2003M07","Pigs (Output)","Base 2000=100","91.186"
"Agricultural Input and Output Prices Indices","2003M07","Poultry (Output)","Base 2000=100","103.713"
"Agricultural Input and Output Prices Indices","2003M07","Total Crop Products (Output)","Base 2000=100","108.548"
"Agricultural Input and Output Prices Indices","2003M07","Cereals (Output)","Base 2000=100","91.753"
"Agricultural Input and Output Prices Indices","2003M07","Sugarbeet (Output)","Base 2000=100","103.78"
"Agricultural Input and Output Prices Indices","2003M07","Potatoes (Output)","Base 2000=100","157.245"
"Agricultural Input and Output Prices Indices","2003M07","Vegetables (Output)","Base 2000=100","104.64"
"Agricultural Input and Output Prices Indices","2003M07","Total Index (Input)","Base 2000=100","107.833"
"Agricultural Input and Output Prices Indices","2003M07","All Feeding Stuffs","Base 2000=100","105.808"
"Agricultural Input and Output Prices Indices","2003M07","Straight Feeding Stuffs (Input)","Base 2000=100","102.187"
"Agricultural Input and Output Prices Indices","2003M07","Compound Feeding Stuffs - Calf (Input)","Base 2000=100","106.348"
"Agricultural Input and Output Prices Indices","2003M07","Compound Feeding Stuffs - Cattle (Input)","Base 2000=100","107.085"
"Agricultural Input and Output Prices Indices","2003M07","Compound Feeding Stuffs - Pig (Input)","Base 2000=100","104.399"
"Agricultural Input and Output Prices Indices","2003M07","Compound Feeding Stuffs - Poultry (Input)","Base 2000=100","105.836"
"Agricultural Input and Output Prices Indices","2003M07","All Fertilisers  (Input)","Base 2000=100","111.524"
"Agricultural Input and Output Prices Indices","2003M07","Straight Fertilisers  (Input)","Base 2000=100","114.906"
"Agricultural Input and Output Prices Indices","2003M07","Compound Fertilisers - N.P.K. (Input)","Base 2000=100","110.356"
"Agricultural Input and Output Prices Indices","2003M07","Compound Fertilisers - P.K. (Input)","Base 2000=100","104.339"
"Agricultural Input and Output Prices Indices","2003M07","All Energy (Input)","Base 2000=100","99.518"
"Agricultural Input and Output Prices Indices","2003M07","Energy - Motor Fuels  (Input)","Base 2000=100","94.757"
"Agricultural Input and Output Prices Indices","2003M07","Energy - Electricity  (Input)","Base 2000=100","119.57"
"Agricultural Input and Output Prices Indices","2003M07","Other Products  (Input)","Base 2000=100","114.415"
"Agricultural Input and Output Prices Indices","2003M07","Seeds  (Input)","Base 2000=100","115.238"
"Agricultural Input and Output Prices Indices","2003M07","Plant Protection Products (Input)","Base 2000=100","101.527"
"Agricultural Input and Output Prices Indices","2003M07","Veterinary Expenses (Including A.I.) (Input)","Base 2000=100","115.689"
"Agricultural Input and Output Prices Indices","2003M08","Total Index (Output)","Base 2000=100","97.073"
"Agricultural Input and Output Prices Indices","2003M08","Total Livestock and Livestock Products (Output)","Base 2000=100","95.48"
"Agricultural Input and Output Prices Indices","2003M08","Total Livestock Products (Output)","Base 2000=100","94.019"
"Agricultural Input and Output Prices Indices","2003M08","Milk (Output)","Base 2000=100","93.855"
"Agricultural Input and Output Prices Indices","2003M08","Total Livestock (Output)","Base 2000=100","96.515"
"Agricultural Input and Output Prices Indices","2003M08","Total Cattle (Output)","Base 2000=100","94.398"
"Agricultural Input and Output Prices Indices","2003M08","Finished Cattle (Output)","Base 2000=100","93.861"
"Agricultural Input and Output Prices Indices","2003M08","Cows for Slaughter (Output)","Base 2000=100","88.314"
"Agricultural Input and Output Prices Indices","2003M08","Store Cattle (Output)","Base 2000=100","103.55"
"Agricultural Input and Output Prices Indices","2003M08","Sheep (Output)","Base 2000=100","111.558"
"Agricultural Input and Output Prices Indices","2003M08","Pigs (Output)","Base 2000=100","90.406"
"Agricultural Input and Output Prices Indices","2003M08","Poultry (Output)","Base 2000=100","104.447"
"Agricultural Input and Output Prices Indices","2003M08","Total Crop Products (Output)","Base 2000=100","106.677"
"Agricultural Input and Output Prices Indices","2003M08","Cereals (Output)","Base 2000=100","108.966"
"Agricultural Input and Output Prices Indices","2003M08","Sugarbeet (Output)","Base 2000=100","103.78"
"Agricultural Input and Output Prices Indices","2003M08","Potatoes (Output)","Base 2000=100","80.939"
"Agricultural Input and Output Prices Indices","2003M08","Vegetables (Output)","Base 2000=100","113.11"
"Agricultural Input and Output Prices Indices","2003M08","Total Index (Input)","Base 2000=100","108.116"
"Agricultural Input and Output Prices Indices","2003M08","All Feeding Stuffs","Base 2000=100","105.837"
"Agricultural Input and Output Prices Indices","2003M08","Straight Feeding Stuffs (Input)","Base 2000=100","102.109"
"Agricultural Input and Output Prices Indices","2003M08","Compound Feeding Stuffs - Calf (Input)","Base 2000=100","106.247"
"Agricultural Input and Output Prices Indices","2003M08","Compound Feeding Stuffs - Cattle (Input)","Base 2000=100","107.171"
"Agricultural Input and Output Prices Indices","2003M08","Compound Feeding Stuffs - Pig (Input)","Base 2000=100","104.399"
"Agricultural Input and Output Prices Indices","2003M08","Compound Feeding Stuffs - Poultry (Input)","Base 2000=100","105.836"
"Agricultural Input and Output Prices Indices","2003M08","All Fertilisers  (Input)","Base 2000=100","111.416"
"Agricultural Input and Output Prices Indices","2003M08","Straight Fertilisers  (Input)","Base 2000=100","114.735"
"Agricultural Input and Output Prices Indices","2003M08","Compound Fertilisers - N.P.K. (Input)","Base 2000=100","110.269"
"Agricultural Input and Output Prices Indices","2003M08","Compound Fertilisers - P.K. (Input)","Base 2000=100","104.339"
"Agricultural Input and Output Prices Indices","2003M08","All Energy (Input)","Base 2000=100","100.808"
"Agricultural Input and Output Prices Indices","2003M08","Energy - Motor Fuels  (Input)","Base 2000=100","96.311"
"Agricultural Input and Output Prices Indices","2003M08","Energy - Electricity  (Input)","Base 2000=100","119.57"
"Agricultural Input and Output Prices Indices","2003M08","Other Products  (Input)","Base 2000=100","114.742"
"Agricultural Input and Output Prices Indices","2003M08","Seeds  (Input)","Base 2000=100","115.238"
"Agricultural Input and Output Prices Indices","2003M08","Plant Protection Products (Input)","Base 2000=100","101.53"
"Agricultural Input and Output Prices Indices","2003M08","Veterinary Expenses (Including A.I.) (Input)","Base 2000=100","115.713"
"Agricultural Input and Output Prices Indices","2003M09","Total Index (Output)","Base 2000=100","99.367"
"Agricultural Input and Output Prices Indices","2003M09","Total Livestock and Livestock Products (Output)","Base 2000=100","95.53"
"Agricultural Input and Output Prices Indices","2003M09","Total Livestock Products (Output)","Base 2000=100","96.447"
"Agricultural Input and Output Prices Indices","2003M09","Milk (Output)","Base 2000=100","96.283"
"Agricultural Input and Output Prices Indices","2003M09","Total Livestock (Output)","Base 2000=100","94.88"
"Agricultural Input and Output Prices Indices","2003M09","Total Cattle (Output)","Base 2000=100","91.614"
"Agricultural Input and Output Prices Indices","2003M09","Finished Cattle (Output)","Base 2000=100","91.079"
"Agricultural Input and Output Prices Indices","2003M09","Cows for Slaughter (Output)","Base 2000=100","85.31"
"Agricultural Input and Output Prices Indices","2003M09","Store Cattle (Output)","Base 2000=100","99.858"
"Agricultural Input and Output Prices Indices","2003M09","Sheep (Output)","Base 2000=100","108.488"
"Agricultural Input and Output Prices Indices","2003M09","Pigs (Output)","Base 2000=100","94.131"
"Agricultural Input and Output Prices Indices","2003M09","Poultry (Output)","Base 2000=100","105.449"
"Agricultural Input and Output Prices Indices","2003M09","Total Crop Products (Output)","Base 2000=100","122.5"
"Agricultural Input and Output Prices Indices","2003M09","Cereals (Output)","Base 2000=100","108.966"
"Agricultural Input and Output Prices Indices","2003M09","Sugarbeet (Output)","Base 2000=100","103.78"
"Agricultural Input and Output Prices Indices","2003M09","Potatoes (Output)","Base 2000=100","177.218"
"Agricultural Input and Output Prices Indices","2003M09","Vegetables (Output)","Base 2000=100","119.21"
"Agricultural Input and Output Prices Indices","2003M09","Total Index (Input)","Base 2000=100","108.685"
"Agricultural Input and Output Prices Indices","2003M09","All Feeding Stuffs","Base 2000=100","106.163"
"Agricultural Input and Output Prices Indices","2003M09","Straight Feeding Stuffs (Input)","Base 2000=100","102.292"
"Agricultural Input and Output Prices Indices","2003M09","Compound Feeding Stuffs - Calf (Input)","Base 2000=100","106.374"
"Agricultural Input and Output Prices Indices","2003M09","Compound Feeding Stuffs - Cattle (Input)","Base 2000=100","107.278"
"Agricultural Input and Output Prices Indices","2003M09","Compound Feeding Stuffs - Pig (Input)","Base 2000=100","105.114"
"Agricultural Input and Output Prices Indices","2003M09","Compound Feeding Stuffs - Poultry (Input)","Base 2000=100","106.426"
"Agricultural Input and Output Prices Indices","2003M09","All Fertilisers  (Input)","Base 2000=100","111.858"
"Agricultural Input and Output Prices Indices","2003M09","Straight Fertilisers  (Input)","Base 2000=100","115.606"
"Agricultural Input and Output Prices Indices","2003M09","Compound Fertilisers - N.P.K. (Input)","Base 2000=100","110.483"
"Agricultural Input and Output Prices Indices","2003M09","Compound Fertilisers - P.K. (Input)","Base 2000=100","104.812"
"Agricultural Input and Output Prices Indices","2003M09","All Energy (Input)","Base 2000=100","102.836"
"Agricultural Input and Output Prices Indices","2003M09","Energy - Motor Fuels  (Input)","Base 2000=100","98.906"
"Agricultural Input and Output Prices Indices","2003M09","Energy - Electricity  (Input)","Base 2000=100","119.57"
"Agricultural Input and Output Prices Indices","2003M09","Other Products  (Input)","Base 2000=100","114.841"
"Agricultural Input and Output Prices Indices","2003M09","Seeds  (Input)","Base 2000=100","115.238"
"Agricultural Input and Output Prices Indices","2003M09","Plant Protection Products (Input)","Base 2000=100","101.529"
"Agricultural Input and Output Prices Indices","2003M09","Veterinary Expenses (Including A.I.) (Input)","Base 2000=100","115.72"
"Agricultural Input and Output Prices Indices","2003M10","Total Index (Output)","Base 2000=100","98.448"
"Agricultural Input and Output Prices Indices","2003M10","Total Livestock and Livestock Products (Output)","Base 2000=100","95.7"
"Agricultural Input and Output Prices Indices","2003M10","Total Livestock Products (Output)","Base 2000=100","96.518"
"Agricultural Input and Output Prices Indices","2003M10","Milk (Output)","Base 2000=100","96.388"
"Agricultural Input and Output Prices Indices","2003M10","Total Livestock (Output)","Base 2000=100","95.121"
"Agricultural Input and Output Prices Indices","2003M10","Total Cattle (Output)","Base 2000=100","91.659"
"Agricultural Input and Output Prices Indices","2003M10","Finished Cattle (Output)","Base 2000=100","91.376"
"Agricultural Input and Output Prices Indices","2003M10","Cows for Slaughter (Output)","Base 2000=100","83.318"
"Agricultural Input and Output Prices Indices","2003M10","Store Cattle (Output)","Base 2000=100","101.663"
"Agricultural Input and Output Prices Indices","2003M10","Sheep (Output)","Base 2000=100","105.867"
"Agricultural Input and Output Prices Indices","2003M10","Pigs (Output)","Base 2000=100","97.763"
"Agricultural Input and Output Prices Indices","2003M10","Poultry (Output)","Base 2000=100","105.449"
"Agricultural Input and Output Prices Indices","2003M10","Total Crop Products (Output)","Base 2000=100","115.019"
"Agricultural Input and Output Prices Indices","2003M10","Cereals (Output)","Base 2000=100","108.966"
"Agricultural Input and Output Prices Indices","2003M10","Sugarbeet (Output)","Base 2000=100","103.78"
"Agricultural Input and Output Prices Indices","2003M10","Potatoes (Output)","Base 2000=100","146.811"
"Agricultural Input and Output Prices Indices","2003M10","Vegetables (Output)","Base 2000=100","110.26"
"Agricultural Input and Output Prices Indices","2003M10","Total Index (Input)","Base 2000=100","109.078"
"Agricultural Input and Output Prices Indices","2003M10","All Feeding Stuffs","Base 2000=100","108.087"
"Agricultural Input and Output Prices Indices","2003M10","Straight Feeding Stuffs (Input)","Base 2000=100","103.783"
"Agricultural Input and Output Prices Indices","2003M10","Compound Feeding Stuffs - Calf (Input)","Base 2000=100","108.256"
"Agricultural Input and Output Prices Indices","2003M10","Compound Feeding Stuffs - Cattle (Input)","Base 2000=100","109.29"
"Agricultural Input and Output Prices Indices","2003M10","Compound Feeding Stuffs - Pig (Input)","Base 2000=100","106.753"
"Agricultural Input and Output Prices Indices","2003M10","Compound Feeding Stuffs - Poultry (Input)","Base 2000=100","108.658"
"Agricultural Input and Output Prices Indices","2003M10","All Fertilisers  (Input)","Base 2000=100","111.979"
"Agricultural Input and Output Prices Indices","2003M10","Straight Fertilisers  (Input)","Base 2000=100","115.635"
"Agricultural Input and Output Prices Indices","2003M10","Compound Fertilisers - N.P.K. (Input)","Base 2000=100","110.719"
"Agricultural Input and Output Prices Indices","2003M10","Compound Fertilisers - P.K. (Input)","Base 2000=100","104.235"
"Agricultural Input and Output Prices Indices","2003M10","All Energy (Input)","Base 2000=100","100.927"
"Agricultural Input and Output Prices Indices","2003M10","Energy - Motor Fuels  (Input)","Base 2000=100","96.516"
"Agricultural Input and Output Prices Indices","2003M10","Energy - Electricity  (Input)","Base 2000=100","119.57"
"Agricultural Input and Output Prices Indices","2003M10","Other Products  (Input)","Base 2000=100","114.78"
"Agricultural Input and Output Prices Indices","2003M10","Seeds  (Input)","Base 2000=100","114.628"
"Agricultural Input and Output Prices Indices","2003M10","Plant Protection Products (Input)","Base 2000=100","101.524"
"Agricultural Input and Output Prices Indices","2003M10","Veterinary Expenses (Including A.I.) (Input)","Base 2000=100","115.994"
"Agricultural Input and Output Prices Indices","2003M11","Total Index (Output)","Base 2000=100","99.032"
"Agricultural Input and Output Prices Indices","2003M11","Total Livestock and Livestock Products (Output)","Base 2000=100","96.792"
"Agricultural Input and Output Prices Indices","2003M11","Total Livestock Products (Output)","Base 2000=100","97.55"
"Agricultural Input and Output Prices Indices","2003M11","Milk (Output)","Base 2000=100","97.423"
"Agricultural Input and Output Prices Indices","2003M11","Total Livestock (Output)","Base 2000=100","96.255"
"Agricultural Input and Output Prices Indices","2003M11","Total Cattle (Output)","Base 2000=100","92.983"
"Agricultural Input and Output Prices Indices","2003M11","Finished Cattle (Output)","Base 2000=100","93.381"
"Agricultural Input and Output Prices Indices","2003M11","Cows for Slaughter (Output)","Base 2000=100","82.203"
"Agricultural Input and Output Prices Indices","2003M11","Store Cattle (Output)","Base 2000=100","101.149"
"Agricultural Input and Output Prices Indices","2003M11","Sheep (Output)","Base 2000=100","105.341"
"Agricultural Input and Output Prices Indices","2003M11","Pigs (Output)","Base 2000=100","99.696"
"Agricultural Input and Output Prices Indices","2003M11","Poultry (Output)","Base 2000=100","105.89"
"Agricultural Input and Output Prices Indices","2003M11","Total Crop Products (Output)","Base 2000=100","112.54"
"Agricultural Input and Output Prices Indices","2003M11","Cereals (Output)","Base 2000=100","108.966"
"Agricultural Input and Output Prices Indices","2003M11","Sugarbeet (Output)","Base 2000=100","103.78"
"Agricultural Input and Output Prices Indices","2003M11","Potatoes (Output)","Base 2000=100","130.679"
"Agricultural Input and Output Prices Indices","2003M11","Vegetables (Output)","Base 2000=100","109.76"
"Agricultural Input and Output Prices Indices","2003M11","Total Index (Input)","Base 2000=100","109.671"
"Agricultural Input and Output Prices Indices","2003M11","All Feeding Stuffs","Base 2000=100","109.057"
"Agricultural Input and Output Prices Indices","2003M11","Straight Feeding Stuffs (Input)","Base 2000=100","107.082"
"Agricultural Input and Output Prices Indices","2003M11","Compound Feeding Stuffs - Calf (Input)","Base 2000=100","109.045"
"Agricultural Input and Output Prices Indices","2003M11","Compound Feeding Stuffs - Cattle (Input)","Base 2000=100","110.344"
"Agricultural Input and Output Prices Indices","2003M11","Compound Feeding Stuffs - Pig (Input)","Base 2000=100","106.896"
"Agricultural Input and Output Prices Indices","2003M11","Compound Feeding Stuffs - Poultry (Input)","Base 2000=100","109.091"
"Agricultural Input and Output Prices Indices","2003M11","All Fertilisers  (Input)","Base 2000=100","111.878"
"Agricultural Input and Output Prices Indices","2003M11","Straight Fertilisers  (Input)","Base 2000=100","116.191"
"Agricultural Input and Output Prices Indices","2003M11","Compound Fertilisers - N.P.K. (Input)","Base 2000=100","110.131"
"Agricultural Input and Output Prices Indices","2003M11","Compound Fertilisers - P.K. (Input)","Base 2000=100","105.209"
"Agricultural Input and Output Prices Indices","2003M11","All Energy (Input)","Base 2000=100","102.242"
"Agricultural Input and Output Prices Indices","2003M11","Energy - Motor Fuels  (Input)","Base 2000=100","98.2"
"Agricultural Input and Output Prices Indices","2003M11","Energy - Electricity  (Input)","Base 2000=100","119.57"
"Agricultural Input and Output Prices Indices","2003M11","Other Products  (Input)","Base 2000=100","114.834"
"Agricultural Input and Output Prices Indices","2003M11","Seeds  (Input)","Base 2000=100","114.628"
"Agricultural Input and Output Prices Indices","2003M11","Plant Protection Products (Input)","Base 2000=100","101.544"
"Agricultural Input and Output Prices Indices","2003M11","Veterinary Expenses (Including A.I.) (Input)","Base 2000=100","115.959"
"Agricultural Input and Output Prices Indices","2003M12","Total Index (Output)","Base 2000=100","99.909"
"Agricultural Input and Output Prices Indices","2003M12","Total Livestock and Livestock Products (Output)","Base 2000=100","98.505"
"Agricultural Input and Output Prices Indices","2003M12","Total Livestock Products (Output)","Base 2000=100","98.341"
"Agricultural Input and Output Prices Indices","2003M12","Milk (Output)","Base 2000=100","98.276"
"Agricultural Input and Output Prices Indices","2003M12","Total Livestock (Output)","Base 2000=100","98.62"
"Agricultural Input and Output Prices Indices","2003M12","Total Cattle (Output)","Base 2000=100","96.313"
"Agricultural Input and Output Prices Indices","2003M12","Finished Cattle (Output)","Base 2000=100","96.678"
"Agricultural Input and Output Prices Indices","2003M12","Cows for Slaughter (Output)","Base 2000=100","83.886"
"Agricultural Input and Output Prices Indices","2003M12","Store Cattle (Output)","Base 2000=100","105.828"
"Agricultural Input and Output Prices Indices","2003M12","Sheep (Output)","Base 2000=100","105.172"
"Agricultural Input and Output Prices Indices","2003M12","Pigs (Output)","Base 2000=100","98.815"
"Agricultural Input and Output Prices Indices","2003M12","Poultry (Output)","Base 2000=100","109.927"
"Agricultural Input and Output Prices Indices","2003M12","Total Crop Products (Output)","Base 2000=100","108.375"
"Agricultural Input and Output Prices Indices","2003M12","Cereals (Output)","Base 2000=100","108.966"
"Agricultural Input and Output Prices Indices","2003M12","Sugarbeet (Output)","Base 2000=100","103.78"
"Agricultural Input and Output Prices Indices","2003M12","Potatoes (Output)","Base 2000=100","109.397"
"Agricultural Input and Output Prices Indices","2003M12","Vegetables (Output)","Base 2000=100","108.03"
"Agricultural Input and Output Prices Indices","2003M12","Total Index (Input)","Base 2000=100","110.56"
"Agricultural Input and Output Prices Indices","2003M12","All Feeding Stuffs","Base 2000=100","109.199"
"Agricultural Input and Output Prices Indices","2003M12","Straight Feeding Stuffs (Input)","Base 2000=100","107.2"
"Agricultural Input and Output Prices Indices","2003M12","Compound Feeding Stuffs - Calf (Input)","Base 2000=100","109.172"
"Agricultural Input and Output Prices Indices","2003M12","Compound Feeding Stuffs - Cattle (Input)","Base 2000=100","110.344"
"Agricultural Input and Output Prices Indices","2003M12","Compound Feeding Stuffs - Pig (Input)","Base 2000=100","107.202"
"Agricultural Input and Output Prices Indices","2003M12","Compound Feeding Stuffs - Poultry (Input)","Base 2000=100","109.438"
"Agricultural Input and Output Prices Indices","2003M12","All Fertilisers  (Input)","Base 2000=100","114.967"
"Agricultural Input and Output Prices Indices","2003M12","Straight Fertilisers  (Input)","Base 2000=100","120.85"
"Agricultural Input and Output Prices Indices","2003M12","Compound Fertilisers - N.P.K. (Input)","Base 2000=100","112.64"
"Agricultural Input and Output Prices Indices","2003M12","Compound Fertilisers - P.K. (Input)","Base 2000=100","106.411"
"Agricultural Input and Output Prices Indices","2003M12","All Energy (Input)","Base 2000=100","104.22"
"Agricultural Input and Output Prices Indices","2003M12","Energy - Motor Fuels  (Input)","Base 2000=100","100.731"
"Agricultural Input and Output Prices Indices","2003M12","Energy - Electricity  (Input)","Base 2000=100","119.57"
"Agricultural Input and Output Prices Indices","2003M12","Other Products  (Input)","Base 2000=100","114.986"
"Agricultural Input and Output Prices Indices","2003M12","Seeds  (Input)","Base 2000=100","114.628"
"Agricultural Input and Output Prices Indices","2003M12","Plant Protection Products (Input)","Base 2000=100","101.535"
"Agricultural Input and Output Prices Indices","2003M12","Veterinary Expenses (Including A.I.) (Input)","Base 2000=100","115.973"
"Agricultural Input and Output Prices Indices","2004M01","Total Index (Output)","Base 2000=100","101.743"
"Agricultural Input and Output Prices Indices","2004M01","Total Livestock and Livestock Products (Output)","Base 2000=100","101.184"
"Agricultural Input and Output Prices Indices","2004M01","Total Livestock Products (Output)","Base 2000=100","100.618"
"Agricultural Input and Output Prices Indices","2004M01","Milk (Output)","Base 2000=100","100.555"
"Agricultural Input and Output Prices Indices","2004M01","Total Livestock (Output)","Base 2000=100","101.585"
"Agricultural Input and Output Prices Indices","2004M01","Total Cattle (Output)","Base 2000=100","99.978"
"Agricultural Input and Output Prices Indices","2004M01","Finished Cattle (Output)","Base 2000=100","99.684"
"Agricultural Input and Output Prices Indices","2004M01","Cows for Slaughter (Output)","Base 2000=100","93.091"
"Agricultural Input and Output Prices Indices","2004M01","Store Cattle (Output)","Base 2000=100","108.372"
