"Statistic","Month","Agricultural Product","UNIT","VALUE"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Crop output","Base 2015=100","106.19"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Cereals including seeds","Base 2015=100","102.6"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Fruit and Vegetables","Base 2015=100","101.54"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Potatoes including seeds","Base 2015=100","125.97"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Animal output","Base 2015=100","97.46"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Animals","Base 2015=100","95.59"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Cattle","Base 2015=100","94.9"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Cattle excluding calves","Base 2015=100","95.05"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Calves","Base 2015=100","68.19"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Pigs","Base 2015=100","94.65"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Sheep","Base 2015=100","101.1"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Poultry","Base 2015=100","99.66"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Animal products","Base 2015=100","100.29"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Milk","Base 2015=100","100.32"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Eggs","Base 2015=100","99.26"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Wool","Base 2015=100","100.76"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Agricultural input price index","Base 2015=100","98.36"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Seeds","Base 2015=100","99.8"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Energy","Base 2015=100","86.67"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Electricity","Base 2015=100","97.93"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Motor fuel","Base 2015=100","82.4"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Lubricants","Base 2015=100","100.61"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Fertilisers","Base 2015=100","96.03"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Straight fertilisers","Base 2015=100","94.01"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Compound fertilisers","Base 2015=100","96.97"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","PK fertilisers","Base 2015=100","99.84"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","NPK fertilisers","Base 2015=100","96.9"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Other fertilisers","Base 2015=100","100"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Plant protection products","Base 2015=100","99.81"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Veterinary expenses","Base 2015=100","101.94"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Feeding stuffs","Base 2015=100","99.06"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Straight feeding stuffs","Base 2015=100","95.93"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Compound feeding stuffs","Base 2015=100","99.22"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Compound feeding stuffs for calves","Base 2015=100","100.04"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Compound feeding stuffs for cattle excluding calves","Base 2015=100","100.11"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Compound feeding stuffs for pigs","Base 2015=100","95.63"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Compound feeding stuffs for poultry","Base 2015=100","99.91"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Other compound feeding stuffs","Base 2015=100","100.29"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Maintenance of materials and buildings","Base 2015=100","103.97"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M02","Other goods and services","Base 2015=100","101.06"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Agricultural output price index","Base 2015=100","94.34"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Crop output","Base 2015=100","106.43"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Cereals including seeds","Base 2015=100","102.6"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Fruit and Vegetables","Base 2015=100","102"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Potatoes including seeds","Base 2015=100","126.29"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Animal output","Base 2015=100","92.76"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Animals","Base 2015=100","95.79"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Cattle","Base 2015=100","95.25"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Cattle excluding calves","Base 2015=100","95.34"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Calves","Base 2015=100","79.34"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Pigs","Base 2015=100","92.79"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Sheep","Base 2015=100","103.78"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Poultry","Base 2015=100","100.34"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Animal products","Base 2015=100","88.17"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Milk","Base 2015=100","87.8"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Eggs","Base 2015=100","99.06"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Wool","Base 2015=100","100.76"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Agricultural input price index","Base 2015=100","98.34"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Seeds","Base 2015=100","98.25"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Energy","Base 2015=100","87.53"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Electricity","Base 2015=100","97.93"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Motor fuel","Base 2015=100","83.58"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Lubricants","Base 2015=100","100.61"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Fertilisers","Base 2015=100","94.98"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Straight fertilisers","Base 2015=100","92.43"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Compound fertilisers","Base 2015=100","96.16"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","PK fertilisers","Base 2015=100","98.27"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","NPK fertilisers","Base 2015=100","96.1"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Other fertilisers","Base 2015=100","100"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Plant protection products","Base 2015=100","101.07"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Veterinary expenses","Base 2015=100","101.94"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Feeding stuffs","Base 2015=100","99.05"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Straight feeding stuffs","Base 2015=100","95.11"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Compound feeding stuffs","Base 2015=100","99.25"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Compound feeding stuffs for calves","Base 2015=100","100.54"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Compound feeding stuffs for cattle excluding calves","Base 2015=100","100.08"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Compound feeding stuffs for pigs","Base 2015=100","95.82"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Compound feeding stuffs for poultry","Base 2015=100","99.91"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Other compound feeding stuffs","Base 2015=100","100.02"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Maintenance of materials and buildings","Base 2015=100","104.35"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M03","Other goods and services","Base 2015=100","101.05"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Agricultural output price index","Base 2015=100","94.15"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Crop output","Base 2015=100","106.47"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Cereals including seeds","Base 2015=100","102.6"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Fruit and Vegetables","Base 2015=100","101.84"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Potatoes including seeds","Base 2015=100","126.85"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Animal output","Base 2015=100","92.54"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Animals","Base 2015=100","96.69"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Cattle","Base 2015=100","96.19"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Cattle excluding calves","Base 2015=100","96.21"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Calves","Base 2015=100","92.17"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Pigs","Base 2015=100","95.33"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Sheep","Base 2015=100","101.57"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Poultry","Base 2015=100","100.35"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Animal products","Base 2015=100","86.27"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Milk","Base 2015=100","85.84"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Eggs","Base 2015=100","99.06"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Wool","Base 2015=100","100.76"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Agricultural input price index","Base 2015=100","99.15"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Seeds","Base 2015=100","98.25"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Energy","Base 2015=100","89.56"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Electricity","Base 2015=100","97.93"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Motor fuel","Base 2015=100","86.36"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Lubricants","Base 2015=100","100.65"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Fertilisers","Base 2015=100","91.47"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Straight fertilisers","Base 2015=100","88.67"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Compound fertilisers","Base 2015=100","92.56"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","PK fertilisers","Base 2015=100","96.98"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","NPK fertilisers","Base 2015=100","92.45"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Other fertilisers","Base 2015=100","100"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Plant protection products","Base 2015=100","102.9"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Veterinary expenses","Base 2015=100","101.94"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Feeding stuffs","Base 2015=100","101.91"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Straight feeding stuffs","Base 2015=100","96.29"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Compound feeding stuffs","Base 2015=100","102.2"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Compound feeding stuffs for calves","Base 2015=100","104.66"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Compound feeding stuffs for cattle excluding calves","Base 2015=100","101.62"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Compound feeding stuffs for pigs","Base 2015=100","100.47"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Compound feeding stuffs for poultry","Base 2015=100","104.52"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Other compound feeding stuffs","Base 2015=100","103.61"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Maintenance of materials and buildings","Base 2015=100","104.66"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M04","Other goods and services","Base 2015=100","100.99"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Agricultural output price index","Base 2015=100","94.85"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Crop output","Base 2015=100","107.25"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Cereals including seeds","Base 2015=100","102.6"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Fruit and Vegetables","Base 2015=100","101.91"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Potatoes including seeds","Base 2015=100","131.24"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Animal output","Base 2015=100","93.22"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Animals","Base 2015=100","98.9"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Cattle","Base 2015=100","98.16"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Cattle excluding calves","Base 2015=100","98.17"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Calves","Base 2015=100","95.78"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Pigs","Base 2015=100","97.76"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Sheep","Base 2015=100","107.41"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Poultry","Base 2015=100","99.47"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Animal products","Base 2015=100","84.66"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Milk","Base 2015=100","84.38"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Eggs","Base 2015=100","96.94"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Wool","Base 2015=100","68.38"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Agricultural input price index","Base 2015=100","98.91"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Seeds","Base 2015=100","98.25"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Energy","Base 2015=100","91.68"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Electricity","Base 2015=100","97.93"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Motor fuel","Base 2015=100","89.24"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Lubricants","Base 2015=100","101.01"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Fertilisers","Base 2015=100","90.55"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Straight fertilisers","Base 2015=100","87.8"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Compound fertilisers","Base 2015=100","91.57"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","PK fertilisers","Base 2015=100","96.14"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","NPK fertilisers","Base 2015=100","91.46"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Other fertilisers","Base 2015=100","100"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Plant protection products","Base 2015=100","102.8"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Veterinary expenses","Base 2015=100","101.94"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Feeding stuffs","Base 2015=100","101.11"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Straight feeding stuffs","Base 2015=100","98.08"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Compound feeding stuffs","Base 2015=100","101.27"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Compound feeding stuffs for calves","Base 2015=100","103.47"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Compound feeding stuffs for cattle excluding calves","Base 2015=100","100.73"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Compound feeding stuffs for pigs","Base 2015=100","99.16"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Compound feeding stuffs for poultry","Base 2015=100","104.11"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Other compound feeding stuffs","Base 2015=100","102.15"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Maintenance of materials and buildings","Base 2015=100","104.79"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M05","Other goods and services","Base 2015=100","100.46"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Agricultural output price index","Base 2015=100","95.03"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Crop output","Base 2015=100","108.94"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Cereals including seeds","Base 2015=100","102.6"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Fruit and Vegetables","Base 2015=100","102.08"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Potatoes including seeds","Base 2015=100","140.6"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Animal output","Base 2015=100","93.2"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Animals","Base 2015=100","99.82"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Cattle","Base 2015=100","98.56"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Cattle excluding calves","Base 2015=100","98.5"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Calves","Base 2015=100","108.3"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Pigs","Base 2015=100","102.47"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Sheep","Base 2015=100","106.18"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Poultry","Base 2015=100","99.44"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Animal products","Base 2015=100","83.22"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Milk","Base 2015=100","82.92"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Eggs","Base 2015=100","96.2"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Wool","Base 2015=100","68.38"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Agricultural input price index","Base 2015=100","98.44"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Seeds","Base 2015=100","98.25"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Energy","Base 2015=100","94.85"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Electricity","Base 2015=100","97.93"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Motor fuel","Base 2015=100","93.56"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Lubricants","Base 2015=100","101.36"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Fertilisers","Base 2015=100","85.62"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Straight fertilisers","Base 2015=100","81.78"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Compound fertilisers","Base 2015=100","86.97"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","PK fertilisers","Base 2015=100","94.66"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","NPK fertilisers","Base 2015=100","86.77"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Other fertilisers","Base 2015=100","100"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Plant protection products","Base 2015=100","103.06"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Veterinary expenses","Base 2015=100","101.94"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Feeding stuffs","Base 2015=100","100.79"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Straight feeding stuffs","Base 2015=100","98.98"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Compound feeding stuffs","Base 2015=100","100.88"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Compound feeding stuffs for calves","Base 2015=100","103.51"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Compound feeding stuffs for cattle excluding calves","Base 2015=100","100.39"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Compound feeding stuffs for pigs","Base 2015=100","99.16"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Compound feeding stuffs for poultry","Base 2015=100","102.9"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Other compound feeding stuffs","Base 2015=100","102.27"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Maintenance of materials and buildings","Base 2015=100","104.97"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M06","Other goods and services","Base 2015=100","100.47"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Agricultural output price index","Base 2015=100","93.58"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Crop output","Base 2015=100","105.05"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Cereals including seeds","Base 2015=100","102.6"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Fruit and Vegetables","Base 2015=100","101.63"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Potatoes including seeds","Base 2015=100","119.18"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Animal output","Base 2015=100","92.07"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Animals","Base 2015=100","96.37"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Cattle","Base 2015=100","93.3"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Cattle excluding calves","Base 2015=100","93.22"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Calves","Base 2015=100","107.16"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Pigs","Base 2015=100","106.47"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Sheep","Base 2015=100","102"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Poultry","Base 2015=100","100.13"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Animal products","Base 2015=100","85.58"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Milk","Base 2015=100","85.35"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Eggs","Base 2015=100","96.2"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Wool","Base 2015=100","68.38"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Agricultural input price index","Base 2015=100","97.85"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Seeds","Base 2015=100","98.25"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Energy","Base 2015=100","94.12"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Electricity","Base 2015=100","97.93"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Motor fuel","Base 2015=100","92.57"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Lubricants","Base 2015=100","101.03"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Fertilisers","Base 2015=100","83"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Straight fertilisers","Base 2015=100","78.41"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Compound fertilisers","Base 2015=100","84.62"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","PK fertilisers","Base 2015=100","92.67"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","NPK fertilisers","Base 2015=100","84.42"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Other fertilisers","Base 2015=100","100"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Plant protection products","Base 2015=100","102.98"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Veterinary expenses","Base 2015=100","101.94"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Feeding stuffs","Base 2015=100","100.48"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Straight feeding stuffs","Base 2015=100","98.49"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Compound feeding stuffs","Base 2015=100","100.58"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Compound feeding stuffs for calves","Base 2015=100","101.92"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Compound feeding stuffs for cattle excluding calves","Base 2015=100","100.9"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Compound feeding stuffs for pigs","Base 2015=100","96.75"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Compound feeding stuffs for poultry","Base 2015=100","102.69"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Other compound feeding stuffs","Base 2015=100","102.78"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Maintenance of materials and buildings","Base 2015=100","104.99"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M07","Other goods and services","Base 2015=100","100.42"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M08","Agricultural output price index","Base 2015=100","93.91"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M08","Crop output","Base 2015=100","92.9"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M08","Cereals including seeds","Base 2015=100","99.59"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M08","Fruit and Vegetables","Base 2015=100","101.16"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M08","Potatoes including seeds","Base 2015=100","56.99"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M08","Animal output","Base 2015=100","94.04"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M08","Animals","Base 2015=100","95.73"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M08","Cattle","Base 2015=100","92.67"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M08","Cattle excluding calves","Base 2015=100","92.42"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M08","Calves","Base 2015=100","136.8"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M08","Pigs","Base 2015=100","106.63"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M08","Sheep","Base 2015=100","99.24"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M08","Poultry","Base 2015=100","100.09"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M08","Animal products","Base 2015=100","91.5"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M08","Milk","Base 2015=100","91.44"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M08","Eggs","Base 2015=100","97.19"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M08","Wool","Base 2015=100","68.38"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M08","Agricultural input price index","Base 2015=100","96.83"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M08","Seeds","Base 2015=100","98.25"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M08","Energy","Base 2015=100","90.7"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M08","Electricity","Base 2015=100","94.14"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M08","Motor fuel","Base 2015=100","89.11"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M08","Lubricants","Base 2015=100","101.03"
"Agricultural Input and Output Price Indices (Base 2015=100)","2016M08","Fertilisers","Base 2015=100","79.95"
