"Statistic","Month","Agricultural Product","UNIT","VALUE"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M05","Other goods and services","Base 2015=100","103.04"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Agricultural output price index","Base 2015=100","105.33"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Crop output","Base 2015=100","104.3"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Cereals including seeds","Base 2015=100","105.04"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Fruit and Vegetables","Base 2015=100","110.26"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Potatoes including seeds","Base 2015=100","87.97"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Animal output","Base 2015=100","105.47"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Animals","Base 2015=100","101.58"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Cattle","Base 2015=100","100.35"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Cattle excluding calves","Base 2015=100","100.41"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Calves","Base 2015=100","90.34"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Pigs","Base 2015=100","97.92"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Sheep","Base 2015=100","121.11"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Poultry","Base 2015=100","99.42"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Animal products","Base 2015=100","111.34"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Milk","Base 2015=100","112"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Eggs","Base 2015=100","99.23"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Wool","Base 2015=100","42.76"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Agricultural input price index","Base 2015=100","102.34"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Seeds","Base 2015=100","97.46"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Energy","Base 2015=100","108.4"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Electricity","Base 2015=100","101.05"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Motor fuel","Base 2015=100","110.99"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Lubricants","Base 2015=100","103.22"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Fertilisers","Base 2015=100","84.9"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Straight fertilisers","Base 2015=100","81.99"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Compound fertilisers","Base 2015=100","85.47"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","PK fertilisers","Base 2015=100","87.36"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","NPK fertilisers","Base 2015=100","85.42"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Other fertilisers","Base 2015=100","102.86"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Plant protection products","Base 2015=100","103.78"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Veterinary expenses","Base 2015=100","105.29"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Feeding stuffs","Base 2015=100","106.14"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Straight feeding stuffs","Base 2015=100","110.37"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Compound feeding stuffs","Base 2015=100","105.92"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Compound feeding stuffs for calves","Base 2015=100","106.34"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Compound feeding stuffs for cattle excluding calves","Base 2015=100","105.5"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Compound feeding stuffs for pigs","Base 2015=100","106.21"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Compound feeding stuffs for poultry","Base 2015=100","106.74"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Other compound feeding stuffs","Base 2015=100","105.72"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Maintenance of materials and buildings","Base 2015=100","104.52"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M06","Other goods and services","Base 2015=100","103.17"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Agricultural output price index","Base 2015=100","104.47"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Crop output","Base 2015=100","127.8"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Cereals including seeds","Base 2015=100","105.04"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Fruit and Vegetables","Base 2015=100","109.76"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Potatoes including seeds","Base 2015=100","225.32"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Animal output","Base 2015=100","101.41"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Animals","Base 2015=100","95.24"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Cattle","Base 2015=100","93.3"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Cattle excluding calves","Base 2015=100","93.35"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Calves","Base 2015=100","84.45"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Pigs","Base 2015=100","97.71"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Sheep","Base 2015=100","105.38"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Poultry","Base 2015=100","99.3"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Animal products","Base 2015=100","110.72"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Milk","Base 2015=100","111.34"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Eggs","Base 2015=100","99.85"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Wool","Base 2015=100","42.76"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Agricultural input price index","Base 2015=100","102.65"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Seeds","Base 2015=100","97.46"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Energy","Base 2015=100","108.47"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Electricity","Base 2015=100","101.99"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Motor fuel","Base 2015=100","110.76"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Lubricants","Base 2015=100","103.85"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Fertilisers","Base 2015=100","85.23"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Straight fertilisers","Base 2015=100","82.49"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Compound fertilisers","Base 2015=100","85.71"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","PK fertilisers","Base 2015=100","87.59"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","NPK fertilisers","Base 2015=100","85.67"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Other fertilisers","Base 2015=100","102.86"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Plant protection products","Base 2015=100","104.26"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Veterinary expenses","Base 2015=100","105.29"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Feeding stuffs","Base 2015=100","106.84"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Straight feeding stuffs","Base 2015=100","110.89"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Compound feeding stuffs","Base 2015=100","106.63"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Compound feeding stuffs for calves","Base 2015=100","106.95"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Compound feeding stuffs for cattle excluding calves","Base 2015=100","105.63"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Compound feeding stuffs for pigs","Base 2015=100","108.87"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Compound feeding stuffs for poultry","Base 2015=100","106.94"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Other compound feeding stuffs","Base 2015=100","106.77"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Maintenance of materials and buildings","Base 2015=100","104.47"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M07","Other goods and services","Base 2015=100","103.2"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Agricultural output price index","Base 2015=100","102.8"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Crop output","Base 2015=100","128.28"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Cereals including seeds","Base 2015=100","150.36"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Fruit and Vegetables","Base 2015=100","109.18"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Potatoes including seeds","Base 2015=100","123.29"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Animal output","Base 2015=100","99.46"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Animals","Base 2015=100","90.9"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Cattle","Base 2015=100","88.03"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Cattle excluding calves","Base 2015=100","87.92"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Calves","Base 2015=100","107.95"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Pigs","Base 2015=100","95.5"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Sheep","Base 2015=100","102.67"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Poultry","Base 2015=100","99.07"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Animal products","Base 2015=100","112.37"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Milk","Base 2015=100","113.05"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Eggs","Base 2015=100","99.85"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Wool","Base 2015=100","42.76"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Agricultural input price index","Base 2015=100","103.69"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Seeds","Base 2015=100","97.46"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Energy","Base 2015=100","109.24"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Electricity","Base 2015=100","107.09"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Motor fuel","Base 2015=100","110.18"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Lubricants","Base 2015=100","103.85"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Fertilisers","Base 2015=100","86.79"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Straight fertilisers","Base 2015=100","84.1"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Compound fertilisers","Base 2015=100","87.36"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","PK fertilisers","Base 2015=100","88.92"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","NPK fertilisers","Base 2015=100","87.32"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Other fertilisers","Base 2015=100","102.86"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Plant protection products","Base 2015=100","104.26"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Veterinary expenses","Base 2015=100","105.29"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Feeding stuffs","Base 2015=100","108.77"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Straight feeding stuffs","Base 2015=100","115.99"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Compound feeding stuffs","Base 2015=100","108.4"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Compound feeding stuffs for calves","Base 2015=100","109.9"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Compound feeding stuffs for cattle excluding calves","Base 2015=100","108.05"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Compound feeding stuffs for pigs","Base 2015=100","109.79"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Compound feeding stuffs for poultry","Base 2015=100","107.21"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Other compound feeding stuffs","Base 2015=100","109.41"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Maintenance of materials and buildings","Base 2015=100","104.42"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M08","Other goods and services","Base 2015=100","103.38"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Agricultural output price index","Base 2015=100","106.98"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Crop output","Base 2015=100","136.49"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Cereals including seeds","Base 2015=100","150.36"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Fruit and Vegetables","Base 2015=100","108.35"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Potatoes including seeds","Base 2015=100","172.86"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Animal output","Base 2015=100","103.11"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Animals","Base 2015=100","91.8"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Cattle","Base 2015=100","89.93"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Cattle excluding calves","Base 2015=100","89.81"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Calves","Base 2015=100","111.11"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Pigs","Base 2015=100","95.36"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Sheep","Base 2015=100","97.14"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Poultry","Base 2015=100","99.07"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Animal products","Base 2015=100","120.18"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Milk","Base 2015=100","121.12"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Eggs","Base 2015=100","99.85"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Wool","Base 2015=100","42.76"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Agricultural input price index","Base 2015=100","104.56"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Seeds","Base 2015=100","97.46"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Energy","Base 2015=100","110.04"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Electricity","Base 2015=100","107.09"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Motor fuel","Base 2015=100","111.28"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Lubricants","Base 2015=100","103.94"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Fertilisers","Base 2015=100","87.67"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Straight fertilisers","Base 2015=100","85.29"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Compound fertilisers","Base 2015=100","88.1"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","PK fertilisers","Base 2015=100","89.32"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","NPK fertilisers","Base 2015=100","88.07"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Other fertilisers","Base 2015=100","102.86"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Plant protection products","Base 2015=100","104.26"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Veterinary expenses","Base 2015=100","105.29"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Feeding stuffs","Base 2015=100","110.58"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Straight feeding stuffs","Base 2015=100","116.21"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Compound feeding stuffs","Base 2015=100","110.3"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Compound feeding stuffs for calves","Base 2015=100","111.83"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Compound feeding stuffs for cattle excluding calves","Base 2015=100","110.1"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Compound feeding stuffs for pigs","Base 2015=100","113.28"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Compound feeding stuffs for poultry","Base 2015=100","107.11"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Other compound feeding stuffs","Base 2015=100","110.84"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Maintenance of materials and buildings","Base 2015=100","104.3"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M09","Other goods and services","Base 2015=100","103.37"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Agricultural output price index","Base 2015=100","105.57"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Crop output","Base 2015=100","141.21"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Cereals including seeds","Base 2015=100","150.36"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Fruit and Vegetables","Base 2015=100","107.82"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Potatoes including seeds","Base 2015=100","201.51"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Animal output","Base 2015=100","100.9"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Animals","Base 2015=100","91.53"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Cattle","Base 2015=100","89.27"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Cattle excluding calves","Base 2015=100","89.08"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Calves","Base 2015=100","121.58"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Pigs","Base 2015=100","97.31"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Sheep","Base 2015=100","95.75"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Poultry","Base 2015=100","99.43"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Animal products","Base 2015=100","115.02"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Milk","Base 2015=100","115.77"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Eggs","Base 2015=100","100.31"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Wool","Base 2015=100","42.76"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Agricultural input price index","Base 2015=100","105.42"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Seeds","Base 2015=100","99.47"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Energy","Base 2015=100","112.08"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Electricity","Base 2015=100","101.75"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Motor fuel","Base 2015=100","115.77"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Lubricants","Base 2015=100","103.94"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Fertilisers","Base 2015=100","88.12"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Straight fertilisers","Base 2015=100","85.91"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Compound fertilisers","Base 2015=100","88.49"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","PK fertilisers","Base 2015=100","89.8"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","NPK fertilisers","Base 2015=100","88.46"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Other fertilisers","Base 2015=100","102.86"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Plant protection products","Base 2015=100","104.26"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Veterinary expenses","Base 2015=100","105.29"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Feeding stuffs","Base 2015=100","112.09"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Straight feeding stuffs","Base 2015=100","118.45"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Compound feeding stuffs","Base 2015=100","111.76"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Compound feeding stuffs for calves","Base 2015=100","112.29"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Compound feeding stuffs for cattle excluding calves","Base 2015=100","110.82"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Compound feeding stuffs for pigs","Base 2015=100","117.26"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Compound feeding stuffs for poultry","Base 2015=100","108.51"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Other compound feeding stuffs","Base 2015=100","111.67"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Maintenance of materials and buildings","Base 2015=100","104.07"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M10","Other goods and services","Base 2015=100","103.4"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Agricultural output price index","Base 2015=100","104.79"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Crop output","Base 2015=100","140.95"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Cereals including seeds","Base 2015=100","150.36"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Fruit and Vegetables","Base 2015=100","104.97"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Potatoes including seeds","Base 2015=100","206.98"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Animal output","Base 2015=100","100.05"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Animals","Base 2015=100","90.36"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Cattle","Base 2015=100","87.97"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Cattle excluding calves","Base 2015=100","87.84"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Calves","Base 2015=100","110.4"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Pigs","Base 2015=100","95.67"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Sheep","Base 2015=100","96.82"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Poultry","Base 2015=100","98.02"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Animal products","Base 2015=100","114.66"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Milk","Base 2015=100","115.4"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Eggs","Base 2015=100","100.5"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Wool","Base 2015=100","42.76"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Agricultural input price index","Base 2015=100","105.67"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Seeds","Base 2015=100","99.47"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Energy","Base 2015=100","110.65"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Electricity","Base 2015=100","101.75"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Motor fuel","Base 2015=100","113.81"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Lubricants","Base 2015=100","103.9"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Fertilisers","Base 2015=100","89.27"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Straight fertilisers","Base 2015=100","87.31"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Compound fertilisers","Base 2015=100","89.56"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","PK fertilisers","Base 2015=100","90.23"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","NPK fertilisers","Base 2015=100","89.54"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Other fertilisers","Base 2015=100","102.86"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Plant protection products","Base 2015=100","104.26"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Veterinary expenses","Base 2015=100","105.29"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Feeding stuffs","Base 2015=100","112.52"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Straight feeding stuffs","Base 2015=100","118.37"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Compound feeding stuffs","Base 2015=100","112.22"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Compound feeding stuffs for calves","Base 2015=100","112.61"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Compound feeding stuffs for cattle excluding calves","Base 2015=100","111.11"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Compound feeding stuffs for pigs","Base 2015=100","117.74"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Compound feeding stuffs for poultry","Base 2015=100","109.5"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Other compound feeding stuffs","Base 2015=100","111.94"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Maintenance of materials and buildings","Base 2015=100","104.17"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M11","Other goods and services","Base 2015=100","104.03"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M12","Agricultural output price index","Base 2015=100","105.39"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M12","Crop output","Base 2015=100","137.99"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M12","Cereals including seeds","Base 2015=100","150.36"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M12","Fruit and Vegetables","Base 2015=100","100.37"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M12","Potatoes including seeds","Base 2015=100","201.13"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M12","Animal output","Base 2015=100","101.12"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M12","Animals","Base 2015=100","90.29"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M12","Cattle","Base 2015=100","87.2"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M12","Cattle excluding calves","Base 2015=100","87.17"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M12","Calves","Base 2015=100","93.11"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M12","Pigs","Base 2015=100","95.62"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M12","Sheep","Base 2015=100","102.13"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M12","Poultry","Base 2015=100","99.25"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M12","Animal products","Base 2015=100","117.46"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M12","Milk","Base 2015=100","118.28"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M12","Eggs","Base 2015=100","100.5"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M12","Wool","Base 2015=100","42.76"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M12","Agricultural input price index","Base 2015=100","105.39"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M12","Seeds","Base 2015=100","99.47"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M12","Energy","Base 2015=100","106.6"
"Agricultural Input and Output Price Indices (Base 2015=100)","2018M12","Electricity","Base 2015=100","102.73"
