"Statistic","Month","Meteorological Weather Station","UNIT","VALUE"
"Mean Temperature","1994M07","Shannon airport","Degrees C","15.8"
"Mean Temperature","1994M08","Shannon airport","Degrees C","15.2"
"Mean Temperature","1994M09","Shannon airport","Degrees C","13"
"Mean Temperature","1994M10","Shannon airport","Degrees C","11.5"
"Mean Temperature","1994M11","Shannon airport","Degrees C","10.7"
"Mean Temperature","1994M12","Shannon airport","Degrees C","8"
"Mean Temperature","1995M01","Shannon airport","Degrees C","6"
"Mean Temperature","1995M02","Shannon airport","Degrees C","7.4"
"Mean Temperature","1995M03","Shannon airport","Degrees C","6.7"
"Mean Temperature","1995M04","Shannon airport","Degrees C","10.1"
"Mean Temperature","1995M05","Shannon airport","Degrees C","11.9"
"Mean Temperature","1995M06","Shannon airport","Degrees C","15.9"
"Mean Temperature","1995M07","Shannon airport","Degrees C","18.1"
"Mean Temperature","1995M08","Shannon airport","Degrees C","19.5"
"Mean Temperature","1995M09","Shannon airport","Degrees C","14.4"
"Mean Temperature","1995M10","Shannon airport","Degrees C","13.4"
"Mean Temperature","1995M11","Shannon airport","Degrees C","8.9"
"Mean Temperature","1995M12","Shannon airport","Degrees C","4.9"
"Mean Temperature","1996M01","Shannon airport","Degrees C","6.7"
"Mean Temperature","1996M02","Shannon airport","Degrees C","4.9"
"Mean Temperature","1996M03","Shannon airport","Degrees C","6.7"
"Mean Temperature","1996M04","Shannon airport","Degrees C","9.8"
"Mean Temperature","1996M05","Shannon airport","Degrees C","10.2"
"Mean Temperature","1996M06","Shannon airport","Degrees C","15.1"
"Mean Temperature","1996M07","Shannon airport","Degrees C","16.3"
"Mean Temperature","1996M08","Shannon airport","Degrees C","16.1"
"Mean Temperature","1996M09","Shannon airport","Degrees C","15.2"
"Mean Temperature","1996M10","Shannon airport","Degrees C","12.2"
"Mean Temperature","1996M11","Shannon airport","Degrees C","7.5"
"Mean Temperature","1996M12","Shannon airport","Degrees C","5.4"
"Mean Temperature","1997M01","Shannon airport","Degrees C","5"
"Mean Temperature","1997M02","Shannon airport","Degrees C","7.6"
"Mean Temperature","1997M03","Shannon airport","Degrees C","9.3"
"Mean Temperature","1997M04","Shannon airport","Degrees C","11.4"
"Mean Temperature","1997M05","Shannon airport","Degrees C","13.2"
"Mean Temperature","1997M06","Shannon airport","Degrees C","14.6"
"Mean Temperature","1997M07","Shannon airport","Degrees C","16.7"
"Mean Temperature","1997M08","Shannon airport","Degrees C","17.5"
"Mean Temperature","1997M09","Shannon airport","Degrees C","14.9"
"Mean Temperature","1997M10","Shannon airport","Degrees C","12.6"
"Mean Temperature","1997M11","Shannon airport","Degrees C","9.5"
"Mean Temperature","1997M12","Shannon airport","Degrees C","7.5"
"Mean Temperature","1998M01","Shannon airport","Degrees C","6.5"
"Mean Temperature","1998M02","Shannon airport","Degrees C","8.9"
"Mean Temperature","1998M03","Shannon airport","Degrees C","9.5"
"Mean Temperature","1998M04","Shannon airport","Degrees C","8.8"
"Mean Temperature","1998M05","Shannon airport","Degrees C","13.4"
"Mean Temperature","1998M06","Shannon airport","Degrees C","14.3"
"Mean Temperature","1998M07","Shannon airport","Degrees C","15.6"
"Mean Temperature","1998M08","Shannon airport","Degrees C","16.4"
"Mean Temperature","1998M09","Shannon airport","Degrees C","15.1"
"Mean Temperature","1998M10","Shannon airport","Degrees C","12"
"Mean Temperature","1998M11","Shannon airport","Degrees C","8.7"
"Mean Temperature","1998M12","Shannon airport","Degrees C","7.6"
"Mean Temperature","1999M01","Shannon airport","Degrees C","6.7"
"Mean Temperature","1999M02","Shannon airport","Degrees C","7.8"
"Mean Temperature","1999M03","Shannon airport","Degrees C","8.2"
"Mean Temperature","1999M04","Shannon airport","Degrees C","10.4"
"Mean Temperature","1999M05","Shannon airport","Degrees C","13.3"
"Mean Temperature","1999M06","Shannon airport","Degrees C","13.8"
"Mean Temperature","1999M07","Shannon airport","Degrees C","17.4"
"Mean Temperature","1999M08","Shannon airport","Degrees C","16.8"
"Mean Temperature","1999M09","Shannon airport","Degrees C","15.2"
"Mean Temperature","1999M10","Shannon airport","Degrees C","11.6"
"Mean Temperature","1999M11","Shannon airport","Degrees C","8.8"
"Mean Temperature","1999M12","Shannon airport","Degrees C","6.4"
"Mean Temperature","2000M01","Shannon airport","Degrees C","5.9"
"Mean Temperature","2000M02","Shannon airport","Degrees C","7.8"
"Mean Temperature","2000M03","Shannon airport","Degrees C","8.7"
"Mean Temperature","2000M04","Shannon airport","Degrees C","8.5"
"Mean Temperature","2000M05","Shannon airport","Degrees C","13"
"Mean Temperature","2000M06","Shannon airport","Degrees C","15.1"
"Mean Temperature","2000M07","Shannon airport","Degrees C","16.8"
"Mean Temperature","2000M08","Shannon airport","Degrees C","16.7"
"Mean Temperature","2000M09","Shannon airport","Degrees C","14.9"
"Mean Temperature","2000M10","Shannon airport","Degrees C","10.8"
"Mean Temperature","2000M11","Shannon airport","Degrees C","7.7"
"Mean Temperature","2000M12","Shannon airport","Degrees C","6.5"
"Mean Temperature","2001M01","Shannon airport","Degrees C","4.6"
"Mean Temperature","2001M02","Shannon airport","Degrees C","6"
"Mean Temperature","2001M03","Shannon airport","Degrees C","6.6"
"Mean Temperature","2001M04","Shannon airport","Degrees C","9.4"
"Mean Temperature","2001M05","Shannon airport","Degrees C","13.5"
"Mean Temperature","2001M06","Shannon airport","Degrees C","14.5"
"Mean Temperature","2001M07","Shannon airport","Degrees C","16.3"
"Mean Temperature","2001M08","Shannon airport","Degrees C","16.3"
"Mean Temperature","2001M09","Shannon airport","Degrees C","14.6"
"Mean Temperature","2001M10","Shannon airport","Degrees C","13.3"
"Mean Temperature","2001M11","Shannon airport","Degrees C","9.6"
"Mean Temperature","2001M12","Shannon airport","Degrees C","5.9"
"Mean Temperature","2002M01","Shannon airport","Degrees C","8.3"
"Mean Temperature","2002M02","Shannon airport","Degrees C","7.8"
"Mean Temperature","2002M03","Shannon airport","Degrees C","8.5"
"Mean Temperature","2002M04","Shannon airport","Degrees C","10"
"Mean Temperature","2002M05","Shannon airport","Degrees C","12.1"
"Mean Temperature","2002M06","Shannon airport","Degrees C","13.6"
"Mean Temperature","2002M07","Shannon airport","Degrees C","15.5"
"Mean Temperature","2002M08","Shannon airport","Degrees C","16.4"
"Mean Temperature","2002M09","Shannon airport","Degrees C","14.8"
"Mean Temperature","2002M10","Shannon airport","Degrees C","10.7"
"Mean Temperature","2002M11","Shannon airport","Degrees C","9.6"
"Mean Temperature","2002M12","Shannon airport","Degrees C","6.9"
"Mean Temperature","2003M01","Shannon airport","Degrees C","5.8"
"Mean Temperature","2003M02","Shannon airport","Degrees C","6.7"
"Mean Temperature","2003M03","Shannon airport","Degrees C","9.3"
"Mean Temperature","2003M04","Shannon airport","Degrees C","11.2"
"Mean Temperature","2003M05","Shannon airport","Degrees C","12.3"
"Mean Temperature","2003M06","Shannon airport","Degrees C","15.5"
"Mean Temperature","2003M07","Shannon airport","Degrees C","16.7"
"Mean Temperature","2003M08","Shannon airport","Degrees C","18"
"Mean Temperature","2003M09","Shannon airport","Degrees C","15.2"
"Mean Temperature","2003M10","Shannon airport","Degrees C","10.7"
"Mean Temperature","2003M11","Shannon airport","Degrees C","9.1"
"Mean Temperature","2003M12","Shannon airport","Degrees C","7"
"Mean Temperature","2004M01","Shannon airport","Degrees C","6.4"
"Mean Temperature","2004M02","Shannon airport","Degrees C","6.7"
"Mean Temperature","2004M03","Shannon airport","Degrees C","8"
"Mean Temperature","2004M04","Shannon airport","Degrees C","9.8"
"Mean Temperature","2004M05","Shannon airport","Degrees C","12.1"
"Mean Temperature","2004M06","Shannon airport","Degrees C","15.1"
"Mean Temperature","2004M07","Shannon airport","Degrees C","14.9"
"Mean Temperature","2004M08","Shannon airport","Degrees C","16.3"
"Mean Temperature","2004M09","Shannon airport","Degrees C","14.9"
"Mean Temperature","2004M10","Shannon airport","Degrees C","9.6"
"Mean Temperature","2004M11","Shannon airport","Degrees C","9.4"
"Mean Temperature","2004M12","Shannon airport","Degrees C","7.6"
"Mean Temperature","2005M01","Shannon airport","Degrees C","7.9"
"Mean Temperature","2005M02","Shannon airport","Degrees C","5.5"
"Mean Temperature","2005M03","Shannon airport","Degrees C","8.4"
"Mean Temperature","2005M04","Shannon airport","Degrees C","9.2"
"Mean Temperature","2005M05","Shannon airport","Degrees C","11.1"
"Mean Temperature","2005M06","Shannon airport","Degrees C","15.3"
"Mean Temperature","2005M07","Shannon airport","Degrees C","16.3"
"Mean Temperature","2005M08","Shannon airport","Degrees C","16"
"Mean Temperature","2005M09","Shannon airport","Degrees C","14.7"
"Mean Temperature","2005M10","Shannon airport","Degrees C","12.3"
"Mean Temperature","2005M11","Shannon airport","Degrees C","7.8"
"Mean Temperature","2005M12","Shannon airport","Degrees C","6.8"
"Mean Temperature","2006M01","Shannon airport","Degrees C","6.1"
"Mean Temperature","2006M02","Shannon airport","Degrees C","5.8"
"Mean Temperature","2006M03","Shannon airport","Degrees C","6.4"
"Mean Temperature","2006M04","Shannon airport","Degrees C","9"
"Mean Temperature","2006M05","Shannon airport","Degrees C","11.7"
"Mean Temperature","2006M06","Shannon airport","Degrees C","15.5"
"Mean Temperature","2006M07","Shannon airport","Degrees C","18"
"Mean Temperature","2006M08","Shannon airport","Degrees C","15.7"
"Mean Temperature","2006M09","Shannon airport","Degrees C","15.7"
"Mean Temperature","2006M10","Shannon airport","Degrees C","12.9"
"Mean Temperature","2006M11","Shannon airport","Degrees C","8.2"
"Mean Temperature","2006M12","Shannon airport","Degrees C","7.4"
"Mean Temperature","2007M01","Shannon airport","Degrees C","7.4"
"Mean Temperature","2007M02","Shannon airport","Degrees C","6.4"
"Mean Temperature","2007M03","Shannon airport","Degrees C","7.6"
"Mean Temperature","2007M04","Shannon airport","Degrees C","11.8"
"Mean Temperature","2007M05","Shannon airport","Degrees C","12"
"Mean Temperature","2007M06","Shannon airport","Degrees C","15.3"
"Mean Temperature","2007M07","Shannon airport","Degrees C","15.3"
"Mean Temperature","2007M08","Shannon airport","Degrees C","15.5"
"Mean Temperature","2007M09","Shannon airport","Degrees C","14.1"
"Mean Temperature","2007M10","Shannon airport","Degrees C","12.8"
"Mean Temperature","2007M11","Shannon airport","Degrees C","9.7"
"Mean Temperature","2007M12","Shannon airport","Degrees C","8.1"
"Mean Temperature","2008M01","Shannon airport","Degrees C","7.3"
"Mean Temperature","2008M02","Shannon airport","Degrees C","6.6"
"Mean Temperature","2008M03","Shannon airport","Degrees C","7.1"
"Mean Temperature","2008M04","Shannon airport","Degrees C","8.8"
"Mean Temperature","2008M05","Shannon airport","Degrees C","14.1"
"Mean Temperature","2008M06","Shannon airport","Degrees C","14.4"
"Mean Temperature","2008M07","Shannon airport","Degrees C","15.9"
"Mean Temperature","2008M08","Shannon airport","Degrees C","15.9"
"Mean Temperature","2008M09","Shannon airport","Degrees C","13.3"
"Mean Temperature","2008M10","Shannon airport","Degrees C","10.6"
"Mean Temperature","2008M11","Shannon airport","Degrees C","8"
"Mean Temperature","2008M12","Shannon airport","Degrees C","5.6"
"Mean Temperature","2009M01","Shannon airport","Degrees C","5.3"
"Mean Temperature","2009M02","Shannon airport","Degrees C","5.9"
"Mean Temperature","2009M03","Shannon airport","Degrees C","8.4"
"Mean Temperature","2009M04","Shannon airport","Degrees C","10"
"Mean Temperature","2009M05","Shannon airport","Degrees C","12"
"Mean Temperature","2009M06","Shannon airport","Degrees C","16"
"Mean Temperature","2009M07","Shannon airport","Degrees C","16"
"Mean Temperature","2009M08","Shannon airport","Degrees C","15.8"
"Mean Temperature","2009M09","Shannon airport","Degrees C","14"
"Mean Temperature","2009M10","Shannon airport","Degrees C","12.5"
"Mean Temperature","2009M11","Shannon airport","Degrees C","8.5"
"Mean Temperature","2009M12","Shannon airport","Degrees C","3.6"
"Mean Temperature","2010M01","Shannon airport","Degrees C","2.1"
"Mean Temperature","2010M02","Shannon airport","Degrees C","3.1"
"Mean Temperature","2010M03","Shannon airport","Degrees C","6.3"
"Mean Temperature","2010M04","Shannon airport","Degrees C","9.9"
"Mean Temperature","2010M05","Shannon airport","Degrees C","11.8"
"Mean Temperature","2010M06","Shannon airport","Degrees C","15.9"
"Mean Temperature","2010M07","Shannon airport","Degrees C","16.2"
"Mean Temperature","2010M08","Shannon airport","Degrees C","15.3"
"Mean Temperature","2010M09","Shannon airport","Degrees C","14.7"
"Mean Temperature","2010M10","Shannon airport","Degrees C","10.9"
"Mean Temperature","2010M11","Shannon airport","Degrees C","5.9"
"Mean Temperature","2010M12","Shannon airport","Degrees C","0.6"
"Mean Temperature","2011M01","Shannon airport","Degrees C","3.7"
"Mean Temperature","2011M02","Shannon airport","Degrees C","7.2"
"Mean Temperature","2011M03","Shannon airport","Degrees C","6.9"
"Mean Temperature","2011M04","Shannon airport","Degrees C","12.1"
"Mean Temperature","2011M05","Shannon airport","Degrees C","12"
"Mean Temperature","2011M06","Shannon airport","Degrees C","13"
"Mean Temperature","2011M07","Shannon airport","Degrees C","14.9"
"Mean Temperature","2011M08","Shannon airport","Degrees C","14.4"
"Mean Temperature","2011M09","Shannon airport","Degrees C","14.3"
"Mean Temperature","2011M10","Shannon airport","Degrees C","12.4"
"Mean Temperature","2011M11","Shannon airport","Degrees C","10.2"
"Mean Temperature","2011M12","Shannon airport","Degrees C","7.2"
"Mean Temperature","2012M01","Shannon airport","Degrees C","8.3"
"Mean Temperature","2012M02","Shannon airport","Degrees C","7.9"
"Mean Temperature","2012M03","Shannon airport","Degrees C","9.5"
"Mean Temperature","2012M04","Shannon airport","Degrees C","8"
"Mean Temperature","2012M05","Shannon airport","Degrees C","12.1"
"Mean Temperature","2012M06","Shannon airport","Degrees C","13.8"
"Mean Temperature","2012M07","Shannon airport","Degrees C","15"
"Mean Temperature","2012M08","Shannon airport","Degrees C","16.5"
"Mean Temperature","2012M09","Shannon airport","Degrees C","13.5"
"Mean Temperature","2012M10","Shannon airport","Degrees C","9.7"
"Mean Temperature","2012M11","Shannon airport","Degrees C","7"
"Mean Temperature","2012M12","Shannon airport","Degrees C","6.5"
"Mean Temperature","2013M01","Shannon airport","Degrees C","6.2"
"Mean Temperature","2013M02","Shannon airport","Degrees C","5.5"
"Mean Temperature","2013M03","Shannon airport","Degrees C","4.7"
"Mean Temperature","2013M04","Shannon airport","Degrees C","8.4"
"Mean Temperature","2013M05","Shannon airport","Degrees C","11"
"Mean Temperature","2013M06","Shannon airport","Degrees C","14.3"
"Mean Temperature","2013M07","Shannon airport","Degrees C","18.6"
"Mean Temperature","2013M08","Shannon airport","Degrees C","16.3"
"Mean Temperature","2013M09","Shannon airport","Degrees C","14.8"
"Mean Temperature","2013M10","Shannon airport","Degrees C","13"
"Mean Temperature","2013M11","Shannon airport","Degrees C","7.5"
"Mean Temperature","2013M12","Shannon airport","Degrees C","7.5"
"Mean Temperature","2014M01","Shannon airport","Degrees C","6.1"
"Mean Temperature","2014M02","Shannon airport","Degrees C","6"
"Mean Temperature","2014M03","Shannon airport","Degrees C","7.8"
"Mean Temperature","2014M04","Shannon airport","Degrees C","11"
"Mean Temperature","2014M05","Shannon airport","Degrees C","12.2"
"Mean Temperature","2014M06","Shannon airport","Degrees C","15.3"
"Mean Temperature","2014M07","Shannon airport","Degrees C","17.3"
"Mean Temperature","2014M08","Shannon airport","Degrees C","15.1"
"Mean Temperature","2014M09","Shannon airport","Degrees C","15.3"
"Mean Temperature","2014M10","Shannon airport","Degrees C","11.8"
"Mean Temperature","2014M11","Shannon airport","Degrees C","8"
"Mean Temperature","2014M12","Shannon airport","Degrees C","6.6"
"Mean Temperature","2015M01","Shannon airport","Degrees C","5.8"
"Mean Temperature","2015M02","Shannon airport","Degrees C","5.1"
"Mean Temperature","2015M03","Shannon airport","Degrees C","7.1"
"Mean Temperature","2015M04","Shannon airport","Degrees C","9.7"
"Mean Temperature","2015M05","Shannon airport","Degrees C","10.9"
"Mean Temperature","2015M06","Shannon airport","Degrees C","13.8"
"Mean Temperature","2015M07","Shannon airport","Degrees C","14.9"
"Mean Temperature","2015M08","Shannon airport","Degrees C","14.7"
"Mean Temperature","2015M09","Shannon airport","Degrees C","13.1"
"Mean Temperature","2015M10","Shannon airport","Degrees C","11.3"
"Mean Temperature","2015M11","Shannon airport","Degrees C","10.2"
"Mean Temperature","2015M12","Shannon airport","Degrees C","9.1"
"Mean Temperature","2016M01","Shannon airport","Degrees C","6.8"
"Mean Temperature","2016M02","Shannon airport","Degrees C","5.8"
"Mean Temperature","2016M03","Shannon airport","Degrees C","7.1"
"Mean Temperature","2016M04","Shannon airport","Degrees C","8.3"
"Mean Temperature","2016M05","Shannon airport","Degrees C","12.9"
"Mean Temperature","2016M06","Shannon airport","Degrees C","15.7"
"Mean Temperature","2016M07","Shannon airport","Degrees C","16"
"Mean Temperature","2016M08","Shannon airport","Degrees C","16.2"
"Mean Temperature","2016M09","Shannon airport","Degrees C","14.8"
"Mean Temperature","2016M10","Shannon airport","Degrees C","11.2"
"Mean Temperature","2016M11","Shannon airport","Degrees C","6.1"
"Mean Temperature","2016M12","Shannon airport","Degrees C","7.5"
"Mean Temperature","2017M01","Shannon airport","Degrees C","6.4"
"Mean Temperature","2017M02","Shannon airport","Degrees C","7"
"Mean Temperature","2017M03","Shannon airport","Degrees C","9"
"Mean Temperature","2017M04","Shannon airport","Degrees C","9.9"
"Mean Temperature","2017M05","Shannon airport","Degrees C","13.1"
"Mean Temperature","2017M06","Shannon airport","Degrees C","14.9"
"Mean Temperature","2017M07","Shannon airport","Degrees C","15.8"
"Mean Temperature","2017M08","Shannon airport","Degrees C","15.3"
"Mean Temperature","2017M09","Shannon airport","Degrees C","13.4"
"Mean Temperature","2017M10","Shannon airport","Degrees C","12.1"
"Mean Temperature","2017M11","Shannon airport","Degrees C","8.1"
"Mean Temperature","2017M12","Shannon airport","Degrees C","6.3"
"Mean Temperature","2018M01","Shannon airport","Degrees C","6.6"
"Mean Temperature","2018M02","Shannon airport","Degrees C","4.6"
"Mean Temperature","2018M03","Shannon airport","Degrees C","5.2"
"Mean Temperature","2018M04","Shannon airport","Degrees C","9.7"
"Mean Temperature","2018M05","Shannon airport","Degrees C","13.3"
"Mean Temperature","2018M06","Shannon airport","Degrees C","17.1"
"Mean Temperature","2018M07","Shannon airport","Degrees C","17.6"
"Mean Temperature","2018M08","Shannon airport","Degrees C","15.7"
"Mean Temperature","2018M09","Shannon airport","Degrees C","13"
"Mean Temperature","2018M10","Shannon airport","Degrees C","10.5"
"Mean Temperature","2018M11","Shannon airport","Degrees C","8.4"
"Mean Temperature","2018M12","Shannon airport","Degrees C","8.8"
"Mean Temperature","2019M01","Shannon airport","Degrees C","6.9"
"Mean Temperature","2019M02","Shannon airport","Degrees C","8.4"
"Mean Temperature","2019M03","Shannon airport","Degrees C","7.9"
"Mean Temperature","2019M04","Shannon airport","Degrees C","10.3"
"Mean Temperature","2019M05","Shannon airport","Degrees C","12"
"Mean Temperature","2019M06","Shannon airport","Degrees C","13.8"
"Mean Temperature","2019M07","Shannon airport","Degrees C","16.9"
"Mean Temperature","2019M08","Shannon airport","Degrees C","16.1"
"Mean Temperature","2019M09","Shannon airport","Degrees C","14.2"
"Mean Temperature","2019M10","Shannon airport","Degrees C","10.2"
"Mean Temperature","2019M11","Shannon airport","Degrees C","6.7"
"Mean Temperature","2019M12","Shannon airport","Degrees C","6.8"
"Mean Temperature","2020M01","Shannon airport","Degrees C","6.7"
"Mean Temperature","2020M02","Shannon airport","Degrees C","6.7"
"Mean Temperature","2020M03","Shannon airport","Degrees C","7.1"
"Mean Temperature","2020M04","Shannon airport","Degrees C","10.5"
"Mean Temperature","2020M05","Shannon airport","Degrees C","13.1"
"Mean Temperature","2020M06","Shannon airport","Degrees C","14.4"
"Mean Temperature","2020M07","Shannon airport","Degrees C","14.9"
"Mean Temperature","2020M08","Shannon airport","Degrees C","16.6"
"Mean Temperature","2020M09","Shannon airport","Degrees C","14.4"
"Mean Temperature","2020M10","Shannon airport","Degrees C","10.4"
"Mean Temperature","2020M11","Shannon airport","Degrees C","8.7"
"Mean Temperature","2020M12","Shannon airport","Degrees C","5.9"
"Mean Temperature","2021M01","Shannon airport","Degrees C","4.3"
"Mean Temperature","2021M02","Shannon airport","Degrees C","6.7"
"Mean Temperature","2021M03","Shannon airport","Degrees C","8"
"Mean Temperature","2021M04","Shannon airport","Degrees C","9"
"Mean Temperature","2021M05","Shannon airport","Degrees C","10.4"
"Mean Temperature","2021M06","Shannon airport","Degrees C","14.3"
"Mean Temperature","2021M07","Shannon airport","Degrees C","17.9"
"Mean Temperature","2021M08","Shannon airport","Degrees C","16.4"
"Mean Temperature","2021M09","Shannon airport","Degrees C","15.8"
"Mean Temperature","2021M10","Shannon airport","Degrees C","12.5"
"Mean Temperature","2021M11","Shannon airport","Degrees C","9.1"
"Mean Temperature","2021M12","Shannon airport","Degrees C","8"
"Mean Temperature","2022M01","Shannon airport","Degrees C","7"
"Mean Temperature","2022M02","Shannon airport","Degrees C","8"
"Mean Temperature","2022M03","Shannon airport","Degrees C","7.5"
