"Statistic","Month","Meteorological Weather Station","UNIT","VALUE"
"Raindays (0.2mm or More)","2015M01","Shannon airport","Number","24"
"Raindays (0.2mm or More)","2015M02","Shannon airport","Number","16"
"Raindays (0.2mm or More)","2015M03","Shannon airport","Number","18"
"Raindays (0.2mm or More)","2015M04","Shannon airport","Number","12"
"Raindays (0.2mm or More)","2015M05","Shannon airport","Number","23"
"Raindays (0.2mm or More)","2015M06","Shannon airport","Number","14"
"Raindays (0.2mm or More)","2015M07","Shannon airport","Number","23"
"Raindays (0.2mm or More)","2015M08","Shannon airport","Number","25"
"Raindays (0.2mm or More)","2015M09","Shannon airport","Number","16"
"Raindays (0.2mm or More)","2015M10","Shannon airport","Number","11"
"Raindays (0.2mm or More)","2015M11","Shannon airport","Number","24"
"Raindays (0.2mm or More)","2015M12","Shannon airport","Number","31"
"Raindays (0.2mm or More)","2016M01","Shannon airport","Number","28"
"Raindays (0.2mm or More)","2016M02","Shannon airport","Number","23"
"Raindays (0.2mm or More)","2016M03","Shannon airport","Number","15"
"Raindays (0.2mm or More)","2016M04","Shannon airport","Number","18"
"Raindays (0.2mm or More)","2016M05","Shannon airport","Number","12"
"Raindays (0.2mm or More)","2016M06","Shannon airport","Number","19"
"Raindays (0.2mm or More)","2016M07","Shannon airport","Number","24"
"Raindays (0.2mm or More)","2016M08","Shannon airport","Number","14"
"Raindays (0.2mm or More)","2016M09","Shannon airport","Number","26"
"Raindays (0.2mm or More)","2016M10","Shannon airport","Number","12"
"Raindays (0.2mm or More)","2016M11","Shannon airport","Number","16"
"Raindays (0.2mm or More)","2016M12","Shannon airport","Number","15"
"Raindays (0.2mm or More)","2017M01","Shannon airport","Number","19"
"Raindays (0.2mm or More)","2017M02","Shannon airport","Number","24"
"Raindays (0.2mm or More)","2017M03","Shannon airport","Number","25"
"Raindays (0.2mm or More)","2017M04","Shannon airport","Number","9"
"Raindays (0.2mm or More)","2017M05","Shannon airport","Number","14"
"Raindays (0.2mm or More)","2017M06","Shannon airport","Number","21"
"Raindays (0.2mm or More)","2017M07","Shannon airport","Number","23"
"Raindays (0.2mm or More)","2017M08","Shannon airport","Number","21"
"Raindays (0.2mm or More)","2017M09","Shannon airport","Number","22"
"Raindays (0.2mm or More)","2017M10","Shannon airport","Number","22"
"Raindays (0.2mm or More)","2017M11","Shannon airport","Number","23"
"Raindays (0.2mm or More)","2017M12","Shannon airport","Number","25"
"Raindays (0.2mm or More)","2018M01","Shannon airport","Number","26"
"Raindays (0.2mm or More)","2018M02","Shannon airport","Number","17"
"Raindays (0.2mm or More)","2018M03","Shannon airport","Number","19"
"Raindays (0.2mm or More)","2018M04","Shannon airport","Number","21"
"Raindays (0.2mm or More)","2018M05","Shannon airport","Number","14"
"Raindays (0.2mm or More)","2018M06","Shannon airport","Number","8"
"Raindays (0.2mm or More)","2018M07","Shannon airport","Number","10"
"Raindays (0.2mm or More)","2018M08","Shannon airport","Number","22"
"Raindays (0.2mm or More)","2018M09","Shannon airport","Number","22"
"Raindays (0.2mm or More)","2018M10","Shannon airport","Number","16"
"Raindays (0.2mm or More)","2018M11","Shannon airport","Number","23"
"Raindays (0.2mm or More)","2018M12","Shannon airport","Number","24"
"Raindays (0.2mm or More)","2019M01","Shannon airport","Number","27"
"Raindays (0.2mm or More)","2019M02","Shannon airport","Number","16"
"Raindays (0.2mm or More)","2019M03","Shannon airport","Number","20"
"Raindays (0.2mm or More)","2019M04","Shannon airport","Number","13"
"Raindays (0.2mm or More)","2019M05","Shannon airport","Number","14"
"Raindays (0.2mm or More)","2019M06","Shannon airport","Number","18"
"Raindays (0.2mm or More)","2019M07","Shannon airport","Number","13"
"Raindays (0.2mm or More)","2019M08","Shannon airport","Number","23"
"Raindays (0.2mm or More)","2019M09","Shannon airport","Number","21"
"Raindays (0.2mm or More)","2019M10","Shannon airport","Number","23"
"Raindays (0.2mm or More)","2019M11","Shannon airport","Number","22"
"Raindays (0.2mm or More)","2019M12","Shannon airport","Number","24"
"Raindays (0.2mm or More)","2020M01","Shannon airport","Number","24"
"Raindays (0.2mm or More)","2020M02","Shannon airport","Number","26"
"Raindays (0.2mm or More)","2020M03","Shannon airport","Number","18"
"Raindays (0.2mm or More)","2020M04","Shannon airport","Number","9"
"Raindays (0.2mm or More)","2020M05","Shannon airport","Number","6"
"Raindays (0.2mm or More)","2020M06","Shannon airport","Number","16"
"Raindays (0.2mm or More)","2020M07","Shannon airport","Number","22"
"Raindays (0.2mm or More)","2020M08","Shannon airport","Number","21"
"Raindays (0.2mm or More)","2020M09","Shannon airport","Number","13"
"Raindays (0.2mm or More)","2020M10","Shannon airport","Number","27"
"Raindays (0.2mm or More)","2020M11","Shannon airport","Number","23"
"Raindays (0.2mm or More)","2020M12","Shannon airport","Number","27"
"Raindays (0.2mm or More)","2021M01","Shannon airport","Number","22"
"Raindays (0.2mm or More)","2021M02","Shannon airport","Number","17"
"Raindays (0.2mm or More)","2021M03","Shannon airport","Number","15"
"Raindays (0.2mm or More)","2021M04","Shannon airport","Number","11"
"Raindays (0.2mm or More)","2021M05","Shannon airport","Number","25"
"Raindays (0.2mm or More)","2021M06","Shannon airport","Number","7"
"Raindays (0.2mm or More)","2021M07","Shannon airport","Number","16"
"Raindays (0.2mm or More)","2021M08","Shannon airport","Number","17"
"Raindays (0.2mm or More)","2021M09","Shannon airport","Number","18"
"Raindays (0.2mm or More)","2021M10","Shannon airport","Number","25"
"Raindays (0.2mm or More)","2021M11","Shannon airport","Number","22"
"Raindays (0.2mm or More)","2021M12","Shannon airport","Number","24"
"Raindays (0.2mm or More)","2022M01","Shannon airport","Number","14"
"Raindays (0.2mm or More)","2022M02","Shannon airport","Number","26"
"Raindays (0.2mm or More)","2022M03","Shannon airport","Number","10"
