"Statistic","Month","Meteorological Weather Station","UNIT","VALUE"
"Raindays (0.2mm or More)","1979M10","Shannon airport","Number","25"
"Raindays (0.2mm or More)","1979M11","Shannon airport","Number","25"
"Raindays (0.2mm or More)","1979M12","Shannon airport","Number","24"
"Raindays (0.2mm or More)","1980M01","Shannon airport","Number","19"
"Raindays (0.2mm or More)","1980M02","Shannon airport","Number","20"
"Raindays (0.2mm or More)","1980M03","Shannon airport","Number","20"
"Raindays (0.2mm or More)","1980M04","Shannon airport","Number","11"
"Raindays (0.2mm or More)","1980M05","Shannon airport","Number","10"
"Raindays (0.2mm or More)","1980M06","Shannon airport","Number","27"
"Raindays (0.2mm or More)","1980M07","Shannon airport","Number","21"
"Raindays (0.2mm or More)","1980M08","Shannon airport","Number","21"
"Raindays (0.2mm or More)","1980M09","Shannon airport","Number","22"
"Raindays (0.2mm or More)","1980M10","Shannon airport","Number","24"
"Raindays (0.2mm or More)","1980M11","Shannon airport","Number","16"
"Raindays (0.2mm or More)","1980M12","Shannon airport","Number","23"
"Raindays (0.2mm or More)","1981M01","Shannon airport","Number","18"
"Raindays (0.2mm or More)","1981M02","Shannon airport","Number","17"
"Raindays (0.2mm or More)","1981M03","Shannon airport","Number","26"
"Raindays (0.2mm or More)","1981M04","Shannon airport","Number","10"
"Raindays (0.2mm or More)","1981M05","Shannon airport","Number","24"
"Raindays (0.2mm or More)","1981M06","Shannon airport","Number","16"
"Raindays (0.2mm or More)","1981M07","Shannon airport","Number","19"
"Raindays (0.2mm or More)","1981M08","Shannon airport","Number","11"
"Raindays (0.2mm or More)","1981M09","Shannon airport","Number","22"
"Raindays (0.2mm or More)","1981M10","Shannon airport","Number","22"
"Raindays (0.2mm or More)","1981M11","Shannon airport","Number","17"
"Raindays (0.2mm or More)","1981M12","Shannon airport","Number","19"
"Raindays (0.2mm or More)","1982M01","Shannon airport","Number","21"
"Raindays (0.2mm or More)","1982M02","Shannon airport","Number","19"
"Raindays (0.2mm or More)","1982M03","Shannon airport","Number","20"
"Raindays (0.2mm or More)","1982M04","Shannon airport","Number","6"
"Raindays (0.2mm or More)","1982M05","Shannon airport","Number","21"
"Raindays (0.2mm or More)","1982M06","Shannon airport","Number","17"
"Raindays (0.2mm or More)","1982M07","Shannon airport","Number","9"
"Raindays (0.2mm or More)","1982M08","Shannon airport","Number","23"
"Raindays (0.2mm or More)","1982M09","Shannon airport","Number","21"
"Raindays (0.2mm or More)","1982M10","Shannon airport","Number","25"
"Raindays (0.2mm or More)","1982M11","Shannon airport","Number","26"
"Raindays (0.2mm or More)","1982M12","Shannon airport","Number","23"
"Raindays (0.2mm or More)","1983M01","Shannon airport","Number","23"
"Raindays (0.2mm or More)","1983M02","Shannon airport","Number","18"
"Raindays (0.2mm or More)","1983M03","Shannon airport","Number","22"
"Raindays (0.2mm or More)","1983M04","Shannon airport","Number","21"
"Raindays (0.2mm or More)","1983M05","Shannon airport","Number","22"
"Raindays (0.2mm or More)","1983M06","Shannon airport","Number","12"
"Raindays (0.2mm or More)","1983M07","Shannon airport","Number","8"
"Raindays (0.2mm or More)","1983M08","Shannon airport","Number","12"
"Raindays (0.2mm or More)","1983M09","Shannon airport","Number","19"
"Raindays (0.2mm or More)","1983M10","Shannon airport","Number","20"
"Raindays (0.2mm or More)","1983M11","Shannon airport","Number","10"
"Raindays (0.2mm or More)","1983M12","Shannon airport","Number","21"
"Raindays (0.2mm or More)","1984M01","Shannon airport","Number","25"
"Raindays (0.2mm or More)","1984M02","Shannon airport","Number","13"
"Raindays (0.2mm or More)","1984M03","Shannon airport","Number","12"
"Raindays (0.2mm or More)","1984M04","Shannon airport","Number","10"
"Raindays (0.2mm or More)","1984M05","Shannon airport","Number","11"
"Raindays (0.2mm or More)","1984M06","Shannon airport","Number","12"
"Raindays (0.2mm or More)","1984M07","Shannon airport","Number","9"
"Raindays (0.2mm or More)","1984M08","Shannon airport","Number","14"
"Raindays (0.2mm or More)","1984M09","Shannon airport","Number","22"
"Raindays (0.2mm or More)","1984M10","Shannon airport","Number","23"
"Raindays (0.2mm or More)","1984M11","Shannon airport","Number","20"
"Raindays (0.2mm or More)","1984M12","Shannon airport","Number","20"
"Raindays (0.2mm or More)","1985M01","Shannon airport","Number","13"
"Raindays (0.2mm or More)","1985M02","Shannon airport","Number","11"
"Raindays (0.2mm or More)","1985M03","Shannon airport","Number","19"
"Raindays (0.2mm or More)","1985M04","Shannon airport","Number","16"
"Raindays (0.2mm or More)","1985M05","Shannon airport","Number","14"
"Raindays (0.2mm or More)","1985M06","Shannon airport","Number","16"
"Raindays (0.2mm or More)","1985M07","Shannon airport","Number","18"
"Raindays (0.2mm or More)","1985M08","Shannon airport","Number","30"
"Raindays (0.2mm or More)","1985M09","Shannon airport","Number","19"
"Raindays (0.2mm or More)","1985M10","Shannon airport","Number","11"
"Raindays (0.2mm or More)","1985M11","Shannon airport","Number","14"
"Raindays (0.2mm or More)","1985M12","Shannon airport","Number","23"
"Raindays (0.2mm or More)","1986M01","Shannon airport","Number","27"
"Raindays (0.2mm or More)","1986M02","Shannon airport","Number","2"
"Raindays (0.2mm or More)","1986M03","Shannon airport","Number","27"
"Raindays (0.2mm or More)","1986M04","Shannon airport","Number","18"
"Raindays (0.2mm or More)","1986M05","Shannon airport","Number","24"
"Raindays (0.2mm or More)","1986M06","Shannon airport","Number","18"
"Raindays (0.2mm or More)","1986M07","Shannon airport","Number","21"
"Raindays (0.2mm or More)","1986M08","Shannon airport","Number","20"
"Raindays (0.2mm or More)","1986M09","Shannon airport","Number","6"
"Raindays (0.2mm or More)","1986M10","Shannon airport","Number","21"
"Raindays (0.2mm or More)","1986M11","Shannon airport","Number","22"
"Raindays (0.2mm or More)","1986M12","Shannon airport","Number","26"
"Raindays (0.2mm or More)","1987M01","Shannon airport","Number","9"
"Raindays (0.2mm or More)","1987M02","Shannon airport","Number","15"
"Raindays (0.2mm or More)","1987M03","Shannon airport","Number","23"
"Raindays (0.2mm or More)","1987M04","Shannon airport","Number","18"
"Raindays (0.2mm or More)","1987M05","Shannon airport","Number","17"
"Raindays (0.2mm or More)","1987M06","Shannon airport","Number","23"
"Raindays (0.2mm or More)","1987M07","Shannon airport","Number","16"
"Raindays (0.2mm or More)","1987M08","Shannon airport","Number","11"
"Raindays (0.2mm or More)","1987M09","Shannon airport","Number","21"
"Raindays (0.2mm or More)","1987M10","Shannon airport","Number","23"
"Raindays (0.2mm or More)","1987M11","Shannon airport","Number","17"
"Raindays (0.2mm or More)","1987M12","Shannon airport","Number","17"
"Raindays (0.2mm or More)","1988M01","Shannon airport","Number","29"
"Raindays (0.2mm or More)","1988M02","Shannon airport","Number","17"
"Raindays (0.2mm or More)","1988M03","Shannon airport","Number","27"
"Raindays (0.2mm or More)","1988M04","Shannon airport","Number","13"
"Raindays (0.2mm or More)","1988M05","Shannon airport","Number","13"
"Raindays (0.2mm or More)","1988M06","Shannon airport","Number","6"
"Raindays (0.2mm or More)","1988M07","Shannon airport","Number","26"
"Raindays (0.2mm or More)","1988M08","Shannon airport","Number","22"
"Raindays (0.2mm or More)","1988M09","Shannon airport","Number","19"
"Raindays (0.2mm or More)","1988M10","Shannon airport","Number","22"
"Raindays (0.2mm or More)","1988M11","Shannon airport","Number","16"
"Raindays (0.2mm or More)","1988M12","Shannon airport","Number","17"
"Raindays (0.2mm or More)","1989M01","Shannon airport","Number","19"
"Raindays (0.2mm or More)","1989M02","Shannon airport","Number","23"
"Raindays (0.2mm or More)","1989M03","Shannon airport","Number","27"
"Raindays (0.2mm or More)","1989M04","Shannon airport","Number","19"
"Raindays (0.2mm or More)","1989M05","Shannon airport","Number","9"
"Raindays (0.2mm or More)","1989M06","Shannon airport","Number","13"
"Raindays (0.2mm or More)","1989M07","Shannon airport","Number","8"
"Raindays (0.2mm or More)","1989M08","Shannon airport","Number","21"
"Raindays (0.2mm or More)","1989M09","Shannon airport","Number","9"
"Raindays (0.2mm or More)","1989M10","Shannon airport","Number","24"
"Raindays (0.2mm or More)","1989M11","Shannon airport","Number","17"
"Raindays (0.2mm or More)","1989M12","Shannon airport","Number","13"
"Raindays (0.2mm or More)","1990M01","Shannon airport","Number","25"
"Raindays (0.2mm or More)","1990M02","Shannon airport","Number","25"
"Raindays (0.2mm or More)","1990M03","Shannon airport","Number","16"
"Raindays (0.2mm or More)","1990M04","Shannon airport","Number","15"
"Raindays (0.2mm or More)","1990M05","Shannon airport","Number","7"
"Raindays (0.2mm or More)","1990M06","Shannon airport","Number","22"
"Raindays (0.2mm or More)","1990M07","Shannon airport","Number","14"
"Raindays (0.2mm or More)","1990M08","Shannon airport","Number","20"
"Raindays (0.2mm or More)","1990M09","Shannon airport","Number","15"
"Raindays (0.2mm or More)","1990M10","Shannon airport","Number","25"
"Raindays (0.2mm or More)","1990M11","Shannon airport","Number","16"
"Raindays (0.2mm or More)","1990M12","Shannon airport","Number","17"
"Raindays (0.2mm or More)","1991M01","Shannon airport","Number","19"
"Raindays (0.2mm or More)","1991M02","Shannon airport","Number","16"
"Raindays (0.2mm or More)","1991M03","Shannon airport","Number","16"
"Raindays (0.2mm or More)","1991M04","Shannon airport","Number","21"
"Raindays (0.2mm or More)","1991M05","Shannon airport","Number","5"
"Raindays (0.2mm or More)","1991M06","Shannon airport","Number","25"
"Raindays (0.2mm or More)","1991M07","Shannon airport","Number","18"
"Raindays (0.2mm or More)","1991M08","Shannon airport","Number","14"
"Raindays (0.2mm or More)","1991M09","Shannon airport","Number","15"
"Raindays (0.2mm or More)","1991M10","Shannon airport","Number","21"
"Raindays (0.2mm or More)","1991M11","Shannon airport","Number","22"
"Raindays (0.2mm or More)","1991M12","Shannon airport","Number","13"
"Raindays (0.2mm or More)","1992M01","Shannon airport","Number","8"
"Raindays (0.2mm or More)","1992M02","Shannon airport","Number","19"
"Raindays (0.2mm or More)","1992M03","Shannon airport","Number","23"
"Raindays (0.2mm or More)","1992M04","Shannon airport","Number","20"
"Raindays (0.2mm or More)","1992M05","Shannon airport","Number","16"
"Raindays (0.2mm or More)","1992M06","Shannon airport","Number","9"
"Raindays (0.2mm or More)","1992M07","Shannon airport","Number","20"
"Raindays (0.2mm or More)","1992M08","Shannon airport","Number","27"
"Raindays (0.2mm or More)","1992M09","Shannon airport","Number","18"
"Raindays (0.2mm or More)","1992M10","Shannon airport","Number","17"
"Raindays (0.2mm or More)","1992M11","Shannon airport","Number","25"
"Raindays (0.2mm or More)","1992M12","Shannon airport","Number","15"
"Raindays (0.2mm or More)","1993M01","Shannon airport","Number","25"
"Raindays (0.2mm or More)","1993M02","Shannon airport","Number","10"
"Raindays (0.2mm or More)","1993M03","Shannon airport","Number","18"
"Raindays (0.2mm or More)","1993M04","Shannon airport","Number","20"
"Raindays (0.2mm or More)","1993M05","Shannon airport","Number","18"
"Raindays (0.2mm or More)","1993M06","Shannon airport","Number","19"
"Raindays (0.2mm or More)","1993M07","Shannon airport","Number","17"
"Raindays (0.2mm or More)","1993M08","Shannon airport","Number","16"
"Raindays (0.2mm or More)","1993M09","Shannon airport","Number","17"
"Raindays (0.2mm or More)","1993M10","Shannon airport","Number","12"
"Raindays (0.2mm or More)","1993M11","Shannon airport","Number","18"
"Raindays (0.2mm or More)","1993M12","Shannon airport","Number","30"
"Raindays (0.2mm or More)","1994M01","Shannon airport","Number","25"
"Raindays (0.2mm or More)","1994M02","Shannon airport","Number","18"
"Raindays (0.2mm or More)","1994M03","Shannon airport","Number","30"
"Raindays (0.2mm or More)","1994M04","Shannon airport","Number","18"
"Raindays (0.2mm or More)","1994M05","Shannon airport","Number","23"
"Raindays (0.2mm or More)","1994M06","Shannon airport","Number","15"
"Raindays (0.2mm or More)","1994M07","Shannon airport","Number","20"
"Raindays (0.2mm or More)","1994M08","Shannon airport","Number","19"
"Raindays (0.2mm or More)","1994M09","Shannon airport","Number","21"
"Raindays (0.2mm or More)","1994M10","Shannon airport","Number","16"
"Raindays (0.2mm or More)","1994M11","Shannon airport","Number","21"
"Raindays (0.2mm or More)","1994M12","Shannon airport","Number","24"
"Raindays (0.2mm or More)","1995M01","Shannon airport","Number","28"
"Raindays (0.2mm or More)","1995M02","Shannon airport","Number","26"
"Raindays (0.2mm or More)","1995M03","Shannon airport","Number","23"
"Raindays (0.2mm or More)","1995M04","Shannon airport","Number","10"
"Raindays (0.2mm or More)","1995M05","Shannon airport","Number","18"
"Raindays (0.2mm or More)","1995M06","Shannon airport","Number","6"
"Raindays (0.2mm or More)","1995M07","Shannon airport","Number","19"
"Raindays (0.2mm or More)","1995M08","Shannon airport","Number","5"
"Raindays (0.2mm or More)","1995M09","Shannon airport","Number","14"
"Raindays (0.2mm or More)","1995M10","Shannon airport","Number","21"
"Raindays (0.2mm or More)","1995M11","Shannon airport","Number","21"
"Raindays (0.2mm or More)","1995M12","Shannon airport","Number","13"
"Raindays (0.2mm or More)","1996M01","Shannon airport","Number","19"
"Raindays (0.2mm or More)","1996M02","Shannon airport","Number","17"
"Raindays (0.2mm or More)","1996M03","Shannon airport","Number","14"
"Raindays (0.2mm or More)","1996M04","Shannon airport","Number","17"
"Raindays (0.2mm or More)","1996M05","Shannon airport","Number","15"
"Raindays (0.2mm or More)","1996M06","Shannon airport","Number","12"
"Raindays (0.2mm or More)","1996M07","Shannon airport","Number","17"
"Raindays (0.2mm or More)","1996M08","Shannon airport","Number","18"
"Raindays (0.2mm or More)","1996M09","Shannon airport","Number","10"
"Raindays (0.2mm or More)","1996M10","Shannon airport","Number","26"
"Raindays (0.2mm or More)","1996M11","Shannon airport","Number","23"
"Raindays (0.2mm or More)","1996M12","Shannon airport","Number","10"
"Raindays (0.2mm or More)","1997M01","Shannon airport","Number","8"
"Raindays (0.2mm or More)","1997M02","Shannon airport","Number","25"
"Raindays (0.2mm or More)","1997M03","Shannon airport","Number","15"
"Raindays (0.2mm or More)","1997M04","Shannon airport","Number","8"
"Raindays (0.2mm or More)","1997M05","Shannon airport","Number","18"
"Raindays (0.2mm or More)","1997M06","Shannon airport","Number","15"
"Raindays (0.2mm or More)","1997M07","Shannon airport","Number","16"
"Raindays (0.2mm or More)","1997M08","Shannon airport","Number","25"
"Raindays (0.2mm or More)","1997M09","Shannon airport","Number","18"
"Raindays (0.2mm or More)","1997M10","Shannon airport","Number","15"
"Raindays (0.2mm or More)","1997M11","Shannon airport","Number","24"
"Raindays (0.2mm or More)","1997M12","Shannon airport","Number","22"
"Raindays (0.2mm or More)","1998M01","Shannon airport","Number","20"
"Raindays (0.2mm or More)","1998M02","Shannon airport","Number","16"
"Raindays (0.2mm or More)","1998M03","Shannon airport","Number","18"
"Raindays (0.2mm or More)","1998M04","Shannon airport","Number","25"
"Raindays (0.2mm or More)","1998M05","Shannon airport","Number","13"
"Raindays (0.2mm or More)","1998M06","Shannon airport","Number","20"
"Raindays (0.2mm or More)","1998M07","Shannon airport","Number","20"
"Raindays (0.2mm or More)","1998M08","Shannon airport","Number","15"
"Raindays (0.2mm or More)","1998M09","Shannon airport","Number","22"
"Raindays (0.2mm or More)","1998M10","Shannon airport","Number","25"
"Raindays (0.2mm or More)","1998M11","Shannon airport","Number","26"
"Raindays (0.2mm or More)","1998M12","Shannon airport","Number","26"
"Raindays (0.2mm or More)","1999M01","Shannon airport","Number","23"
"Raindays (0.2mm or More)","1999M02","Shannon airport","Number","23"
"Raindays (0.2mm or More)","1999M03","Shannon airport","Number","18"
"Raindays (0.2mm or More)","1999M04","Shannon airport","Number","23"
"Raindays (0.2mm or More)","1999M05","Shannon airport","Number","15"
"Raindays (0.2mm or More)","1999M06","Shannon airport","Number","15"
"Raindays (0.2mm or More)","1999M07","Shannon airport","Number","14"
"Raindays (0.2mm or More)","1999M08","Shannon airport","Number","23"
"Raindays (0.2mm or More)","1999M09","Shannon airport","Number","21"
"Raindays (0.2mm or More)","1999M10","Shannon airport","Number","19"
"Raindays (0.2mm or More)","1999M11","Shannon airport","Number","20"
"Raindays (0.2mm or More)","1999M12","Shannon airport","Number","28"
"Raindays (0.2mm or More)","2000M01","Shannon airport","Number","18"
"Raindays (0.2mm or More)","2000M02","Shannon airport","Number","27"
"Raindays (0.2mm or More)","2000M03","Shannon airport","Number","14"
"Raindays (0.2mm or More)","2000M04","Shannon airport","Number","15"
"Raindays (0.2mm or More)","2000M05","Shannon airport","Number","15"
"Raindays (0.2mm or More)","2000M06","Shannon airport","Number","19"
"Raindays (0.2mm or More)","2000M07","Shannon airport","Number","17"
"Raindays (0.2mm or More)","2000M08","Shannon airport","Number","19"
"Raindays (0.2mm or More)","2000M09","Shannon airport","Number","24"
"Raindays (0.2mm or More)","2000M10","Shannon airport","Number","27"
"Raindays (0.2mm or More)","2000M11","Shannon airport","Number","28"
"Raindays (0.2mm or More)","2000M12","Shannon airport","Number","20"
"Raindays (0.2mm or More)","2001M01","Shannon airport","Number","17"
"Raindays (0.2mm or More)","2001M02","Shannon airport","Number","15"
"Raindays (0.2mm or More)","2001M03","Shannon airport","Number","21"
"Raindays (0.2mm or More)","2001M04","Shannon airport","Number","21"
"Raindays (0.2mm or More)","2001M05","Shannon airport","Number","10"
"Raindays (0.2mm or More)","2001M06","Shannon airport","Number","15"
"Raindays (0.2mm or More)","2001M07","Shannon airport","Number","17"
"Raindays (0.2mm or More)","2001M08","Shannon airport","Number","19"
"Raindays (0.2mm or More)","2001M09","Shannon airport","Number","15"
"Raindays (0.2mm or More)","2001M10","Shannon airport","Number","19"
"Raindays (0.2mm or More)","2001M11","Shannon airport","Number","22"
"Raindays (0.2mm or More)","2001M12","Shannon airport","Number","13"
"Raindays (0.2mm or More)","2002M01","Shannon airport","Number","23"
"Raindays (0.2mm or More)","2002M02","Shannon airport","Number","25"
"Raindays (0.2mm or More)","2002M03","Shannon airport","Number","15"
"Raindays (0.2mm or More)","2002M04","Shannon airport","Number","18"
"Raindays (0.2mm or More)","2002M05","Shannon airport","Number","23"
"Raindays (0.2mm or More)","2002M06","Shannon airport","Number","20"
"Raindays (0.2mm or More)","2002M07","Shannon airport","Number","16"
"Raindays (0.2mm or More)","2002M08","Shannon airport","Number","18"
"Raindays (0.2mm or More)","2002M09","Shannon airport","Number","6"
"Raindays (0.2mm or More)","2002M10","Shannon airport","Number","23"
"Raindays (0.2mm or More)","2002M11","Shannon airport","Number","24"
"Raindays (0.2mm or More)","2002M12","Shannon airport","Number","16"
"Raindays (0.2mm or More)","2003M01","Shannon airport","Number","14"
"Raindays (0.2mm or More)","2003M02","Shannon airport","Number","16"
"Raindays (0.2mm or More)","2003M03","Shannon airport","Number","12"
"Raindays (0.2mm or More)","2003M04","Shannon airport","Number","10"
"Raindays (0.2mm or More)","2003M05","Shannon airport","Number","26"
"Raindays (0.2mm or More)","2003M06","Shannon airport","Number","15"
"Raindays (0.2mm or More)","2003M07","Shannon airport","Number","18"
"Raindays (0.2mm or More)","2003M08","Shannon airport","Number","8"
"Raindays (0.2mm or More)","2003M09","Shannon airport","Number","13"
"Raindays (0.2mm or More)","2003M10","Shannon airport","Number","11"
"Raindays (0.2mm or More)","2003M11","Shannon airport","Number","25"
"Raindays (0.2mm or More)","2003M12","Shannon airport","Number","18"
"Raindays (0.2mm or More)","2004M01","Shannon airport","Number","25"
"Raindays (0.2mm or More)","2004M02","Shannon airport","Number","13"
"Raindays (0.2mm or More)","2004M03","Shannon airport","Number","19"
"Raindays (0.2mm or More)","2004M04","Shannon airport","Number","18"
"Raindays (0.2mm or More)","2004M05","Shannon airport","Number","10"
"Raindays (0.2mm or More)","2004M06","Shannon airport","Number","16"
"Raindays (0.2mm or More)","2004M07","Shannon airport","Number","17"
"Raindays (0.2mm or More)","2004M08","Shannon airport","Number","19"
"Raindays (0.2mm or More)","2004M09","Shannon airport","Number","22"
"Raindays (0.2mm or More)","2004M10","Shannon airport","Number","23"
"Raindays (0.2mm or More)","2004M11","Shannon airport","Number","20"
"Raindays (0.2mm or More)","2004M12","Shannon airport","Number","22"
"Raindays (0.2mm or More)","2005M01","Shannon airport","Number","24"
"Raindays (0.2mm or More)","2005M02","Shannon airport","Number","16"
"Raindays (0.2mm or More)","2005M03","Shannon airport","Number","19"
"Raindays (0.2mm or More)","2005M04","Shannon airport","Number","22"
"Raindays (0.2mm or More)","2005M05","Shannon airport","Number","16"
"Raindays (0.2mm or More)","2005M06","Shannon airport","Number","14"
"Raindays (0.2mm or More)","2005M07","Shannon airport","Number","17"
"Raindays (0.2mm or More)","2005M08","Shannon airport","Number","18"
"Raindays (0.2mm or More)","2005M09","Shannon airport","Number","18"
"Raindays (0.2mm or More)","2005M10","Shannon airport","Number","18"
"Raindays (0.2mm or More)","2005M11","Shannon airport","Number","19"
"Raindays (0.2mm or More)","2005M12","Shannon airport","Number","20"
"Raindays (0.2mm or More)","2006M01","Shannon airport","Number","17"
"Raindays (0.2mm or More)","2006M02","Shannon airport","Number","12"
"Raindays (0.2mm or More)","2006M03","Shannon airport","Number","18"
"Raindays (0.2mm or More)","2006M04","Shannon airport","Number","18"
"Raindays (0.2mm or More)","2006M05","Shannon airport","Number","23"
"Raindays (0.2mm or More)","2006M06","Shannon airport","Number","9"
"Raindays (0.2mm or More)","2006M07","Shannon airport","Number","14"
"Raindays (0.2mm or More)","2006M08","Shannon airport","Number","17"
"Raindays (0.2mm or More)","2006M09","Shannon airport","Number","21"
"Raindays (0.2mm or More)","2006M10","Shannon airport","Number","20"
"Raindays (0.2mm or More)","2006M11","Shannon airport","Number","25"
"Raindays (0.2mm or More)","2006M12","Shannon airport","Number","24"
"Raindays (0.2mm or More)","2007M01","Shannon airport","Number","20"
"Raindays (0.2mm or More)","2007M02","Shannon airport","Number","21"
"Raindays (0.2mm or More)","2007M03","Shannon airport","Number","18"
"Raindays (0.2mm or More)","2007M04","Shannon airport","Number","6"
"Raindays (0.2mm or More)","2007M05","Shannon airport","Number","20"
"Raindays (0.2mm or More)","2007M06","Shannon airport","Number","18"
"Raindays (0.2mm or More)","2007M07","Shannon airport","Number","25"
"Raindays (0.2mm or More)","2007M08","Shannon airport","Number","19"
"Raindays (0.2mm or More)","2007M09","Shannon airport","Number","14"
"Raindays (0.2mm or More)","2007M10","Shannon airport","Number","12"
"Raindays (0.2mm or More)","2007M11","Shannon airport","Number","15"
"Raindays (0.2mm or More)","2007M12","Shannon airport","Number","18"
"Raindays (0.2mm or More)","2008M01","Shannon airport","Number","26"
"Raindays (0.2mm or More)","2008M02","Shannon airport","Number","14"
"Raindays (0.2mm or More)","2008M03","Shannon airport","Number","24"
"Raindays (0.2mm or More)","2008M04","Shannon airport","Number","15"
"Raindays (0.2mm or More)","2008M05","Shannon airport","Number","14"
"Raindays (0.2mm or More)","2008M06","Shannon airport","Number","22"
"Raindays (0.2mm or More)","2008M07","Shannon airport","Number","18"
"Raindays (0.2mm or More)","2008M08","Shannon airport","Number","25"
"Raindays (0.2mm or More)","2008M09","Shannon airport","Number","18"
"Raindays (0.2mm or More)","2008M10","Shannon airport","Number","25"
"Raindays (0.2mm or More)","2008M11","Shannon airport","Number","20"
"Raindays (0.2mm or More)","2008M12","Shannon airport","Number","18"
"Raindays (0.2mm or More)","2009M01","Shannon airport","Number","22"
"Raindays (0.2mm or More)","2009M02","Shannon airport","Number","12"
"Raindays (0.2mm or More)","2009M03","Shannon airport","Number","17"
"Raindays (0.2mm or More)","2009M04","Shannon airport","Number","23"
"Raindays (0.2mm or More)","2009M05","Shannon airport","Number","21"
"Raindays (0.2mm or More)","2009M06","Shannon airport","Number","14"
"Raindays (0.2mm or More)","2009M07","Shannon airport","Number","27"
"Raindays (0.2mm or More)","2009M08","Shannon airport","Number","24"
"Raindays (0.2mm or More)","2009M09","Shannon airport","Number","12"
"Raindays (0.2mm or More)","2009M10","Shannon airport","Number","21"
"Raindays (0.2mm or More)","2009M11","Shannon airport","Number","27"
"Raindays (0.2mm or More)","2009M12","Shannon airport","Number","20"
"Raindays (0.2mm or More)","2010M01","Shannon airport","Number","14"
"Raindays (0.2mm or More)","2010M02","Shannon airport","Number","14"
"Raindays (0.2mm or More)","2010M03","Shannon airport","Number","17"
"Raindays (0.2mm or More)","2010M04","Shannon airport","Number","10"
"Raindays (0.2mm or More)","2010M05","Shannon airport","Number","13"
"Raindays (0.2mm or More)","2010M06","Shannon airport","Number","9"
"Raindays (0.2mm or More)","2010M07","Shannon airport","Number","25"
"Raindays (0.2mm or More)","2010M08","Shannon airport","Number","16"
"Raindays (0.2mm or More)","2010M09","Shannon airport","Number","22"
"Raindays (0.2mm or More)","2010M10","Shannon airport","Number","19"
"Raindays (0.2mm or More)","2010M11","Shannon airport","Number","20"
"Raindays (0.2mm or More)","2010M12","Shannon airport","Number","8"
"Raindays (0.2mm or More)","2011M01","Shannon airport","Number","15"
"Raindays (0.2mm or More)","2011M02","Shannon airport","Number","24"
"Raindays (0.2mm or More)","2011M03","Shannon airport","Number","10"
"Raindays (0.2mm or More)","2011M04","Shannon airport","Number","12"
"Raindays (0.2mm or More)","2011M05","Shannon airport","Number","27"
"Raindays (0.2mm or More)","2011M06","Shannon airport","Number","19"
"Raindays (0.2mm or More)","2011M07","Shannon airport","Number","12"
"Raindays (0.2mm or More)","2011M08","Shannon airport","Number","18"
"Raindays (0.2mm or More)","2011M09","Shannon airport","Number","24"
"Raindays (0.2mm or More)","2011M10","Shannon airport","Number","27"
"Raindays (0.2mm or More)","2011M11","Shannon airport","Number","21"
"Raindays (0.2mm or More)","2011M12","Shannon airport","Number","30"
"Raindays (0.2mm or More)","2012M01","Shannon airport","Number","26"
"Raindays (0.2mm or More)","2012M02","Shannon airport","Number","16"
"Raindays (0.2mm or More)","2012M03","Shannon airport","Number","12"
"Raindays (0.2mm or More)","2012M04","Shannon airport","Number","20"
"Raindays (0.2mm or More)","2012M05","Shannon airport","Number","13"
"Raindays (0.2mm or More)","2012M06","Shannon airport","Number","22"
"Raindays (0.2mm or More)","2012M07","Shannon airport","Number","23"
"Raindays (0.2mm or More)","2012M08","Shannon airport","Number","24"
"Raindays (0.2mm or More)","2012M09","Shannon airport","Number","19"
"Raindays (0.2mm or More)","2012M10","Shannon airport","Number","20"
"Raindays (0.2mm or More)","2012M11","Shannon airport","Number","24"
"Raindays (0.2mm or More)","2012M12","Shannon airport","Number","27"
"Raindays (0.2mm or More)","2013M01","Shannon airport","Number","24"
"Raindays (0.2mm or More)","2013M02","Shannon airport","Number","13"
"Raindays (0.2mm or More)","2013M03","Shannon airport","Number","15"
"Raindays (0.2mm or More)","2013M04","Shannon airport","Number","20"
"Raindays (0.2mm or More)","2013M05","Shannon airport","Number","18"
"Raindays (0.2mm or More)","2013M06","Shannon airport","Number","11"
"Raindays (0.2mm or More)","2013M07","Shannon airport","Number","13"
"Raindays (0.2mm or More)","2013M08","Shannon airport","Number","16"
"Raindays (0.2mm or More)","2013M09","Shannon airport","Number","16"
"Raindays (0.2mm or More)","2013M10","Shannon airport","Number","22"
"Raindays (0.2mm or More)","2013M11","Shannon airport","Number","17"
"Raindays (0.2mm or More)","2013M12","Shannon airport","Number","23"
"Raindays (0.2mm or More)","2014M01","Shannon airport","Number","30"
"Raindays (0.2mm or More)","2014M02","Shannon airport","Number","25"
"Raindays (0.2mm or More)","2014M03","Shannon airport","Number","19"
"Raindays (0.2mm or More)","2014M04","Shannon airport","Number","15"
"Raindays (0.2mm or More)","2014M05","Shannon airport","Number","18"
"Raindays (0.2mm or More)","2014M06","Shannon airport","Number","13"
"Raindays (0.2mm or More)","2014M07","Shannon airport","Number","20"
"Raindays (0.2mm or More)","2014M08","Shannon airport","Number","23"
"Raindays (0.2mm or More)","2014M09","Shannon airport","Number","10"
"Raindays (0.2mm or More)","2014M10","Shannon airport","Number","28"
"Raindays (0.2mm or More)","2014M11","Shannon airport","Number","21"
"Raindays (0.2mm or More)","2014M12","Shannon airport","Number","26"
